"Satisfaction","Gender","Ages","Customer_Type","Class","Inflight_wifi_service","Departure_Arrival_time_convenient","Ease_of_Online_booking","Gate_location","Food_and_drink","Online_boarding","Seat_comfort","Inflight_entertainment","On_board_service","Leg_room_service","Baggage_handling","Checkin_service","Inflight_service","Cleanliness","Departure_Delay_in_Minutes","Arrival_Delay_in_Minutes"
"Yes","Male","[40, 49)","L","Business",5,5,5,5,2,5,5,4,4,4,4,3,4,5,9,4
"No","Female","[40, 49)","L","Eco",2,2,2,4,3,3,3,2,2,2,2,3,2,1,0,0
"Yes","Male","[40, 49)","L","Business",4,1,4,4,3,5,5,4,4,4,4,5,4,4,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,0
"No","Male","[40, 49)","L","Eco",2,4,2,3,2,2,2,2,3,3,4,5,4,2,0,0
"Yes","Male","[40, 49)","L","Business",0,0,0,2,5,4,4,3,3,5,5,4,3,5,0,0
"Yes","Male","[40, 49)","L","Business",2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,0
"No","Male","[40, 49)","L","Eco",4,5,5,5,4,3,4,4,3,5,3,4,3,4,0,0
"Yes","Male","[40, 49)","L","Business",1,1,1,1,2,4,4,5,5,4,5,5,5,5,1,4
"Yes","Female","[40, 49)","L","Business",3,3,3,3,2,4,5,4,4,4,4,5,4,4,5,27
"No","Male","[40, 49)","L","Business",1,1,1,1,3,4,4,1,1,1,1,3,1,4,18,25
"Yes","Female","[40, 49)","L","Business",5,5,5,5,2,4,5,5,5,5,5,3,5,3,5,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,0
"Yes","Male","[40, 49)","L","Business",2,2,5,2,2,4,4,4,4,4,4,5,4,4,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,4,5,5,4,4,3,4,3,4,4,31,12
"Yes","Male","[40, 49)","L","Business",2,2,2,2,2,5,5,5,5,5,5,3,5,3,0,0
"No","Male","[40, 49)","L","Eco",2,1,1,1,3,2,3,3,3,3,3,1,3,3,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,5
"No","Female","[40, 49)","L","Eco",2,3,3,3,1,4,3,2,2,2,2,1,2,2,0,4
"Yes","Female","[40, 49)","L","Business",3,3,2,3,2,4,4,3,3,4,3,4,3,5,0,0
"No","Male","[40, 49)","NL","Business",3,3,3,2,3,5,5,5,4,5,5,5,3,5,921,924
"No","Male","[40, 49)","L","Business",2,1,1,1,3,4,3,3,3,3,2,1,3,4,59,59
"No","Female","[40, 49)","L","Eco Plus",1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11
"Yes","Female","[40, 49)","L","Business",0,0,0,1,4,1,5,5,5,5,2,1,5,5,0,0
"No","Male","[40, 49)","L","Eco",1,5,1,1,4,1,4,4,5,2,5,3,5,4,0,0
"Yes","Female","[40, 49)","NL","Business",4,4,4,2,2,4,2,2,4,2,5,3,4,2,0,0
"No","Female","[40, 49)","L","Eco",2,4,1,5,5,5,5,2,2,1,2,5,2,5,4,0
"No","Male","[40, 49)","L","Eco",2,5,0,2,2,0,2,2,4,3,2,3,3,2,0,18
"No","Male","[40, 49)","NL","Business",3,3,3,3,4,3,4,4,3,3,4,3,4,4,24,22
"Yes","Male","[40, 49)","L","Business",5,5,5,5,3,4,5,5,5,5,5,3,5,5,0,0
"Yes","Female","[40, 49)","L","Eco",4,2,2,2,5,3,2,4,4,4,4,5,4,5,5,0
"No","Male","[40, 49)","L","Eco",3,5,3,3,2,3,2,2,3,4,5,4,4,2,0,0
"No","Male","[40, 49)","L","Business",4,5,5,5,1,3,3,4,4,4,4,2,4,2,20,11
"Yes","Male","[40, 49)","L","Business",5,5,5,5,3,3,5,5,5,5,5,4,5,5,23,5
"Yes","Female","[40, 49)","L","Business",2,2,2,2,4,4,4,5,5,5,5,4,5,4,0,0
"Yes","Male","[40, 49)","L","Business",5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0
"No","Female","[40, 49)","L","Eco",3,4,3,3,5,3,5,5,3,2,5,5,4,5,0,0
"No","Male","[50, 59)","L","Business",3,1,1,1,4,3,3,3,3,3,3,3,3,1,0,0
"Yes","Male","[50, 59)","L","Eco",4,5,5,5,4,4,4,4,3,4,3,2,1,4,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,5,5,4,4,4,4,4,4,4,3,0,0
"No","Male","[50, 59)","L","Eco",3,5,3,5,3,3,3,3,3,1,1,4,4,3,0,0
"No","Male","[50, 59)","L","Eco",1,1,1,4,1,1,1,1,4,5,2,4,3,1,5,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,5,5,2,4,4,4,4,2,4,4,0,0
"Yes","Female","[50, 59)","L","Business",4,5,4,4,5,5,5,4,3,3,5,5,5,5,11,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,4,4,4,4,4,4,4,5,4,5,1,2
"No","Male","[50, 59)","L","Business",4,3,3,3,2,3,3,4,4,4,4,4,4,4,38,40
"No","Female","[50, 59)","L","Eco",3,1,3,3,4,4,3,2,2,3,2,1,2,2,0,0
"No","Male","[50, 59)","L","Eco",2,4,1,2,3,1,3,3,3,5,4,3,5,3,0,0
"No","Male","[50, 59)","L","Business",2,5,5,5,4,2,2,2,2,2,2,1,2,3,3,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,1,5,5,3,3,3,3,2,3,3,0,0
"No","Female","[50, 59)","L","Eco",2,5,2,5,3,5,4,5,5,2,5,5,5,5,5,1
"Yes","Male","[50, 59)","L","Eco Plus",4,1,3,1,4,4,4,4,4,3,1,5,1,4,0,0
"Yes","Male","[50, 59)","L","Eco",5,3,5,3,4,5,5,4,1,3,3,4,3,4,0,0
"Yes","Male","[50, 59)","L","Business",4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,0
"No","Male","[50, 59)","L","Business",1,4,5,5,2,4,3,1,1,2,1,4,1,4,60,73
"Yes","Male","[50, 59)","L","Business",5,5,5,5,2,4,3,5,5,5,5,1,5,2,0,0
"No","Male","[50, 59)","L","Eco",3,4,3,1,5,3,5,5,3,3,4,5,5,5,0,0
"No","Female","[50, 59)","L","Eco",2,4,2,2,4,5,5,3,3,2,3,5,3,5,0,10
"Yes","Female","[50, 59)","L","Business",4,4,4,4,5,5,4,4,4,4,4,4,4,3,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0
"No","Male","[50, 59)","L","Eco",2,4,2,4,3,2,3,3,4,2,5,4,5,3,6,19
"No","Male","[50, 59)","L","Eco",3,0,3,1,3,2,2,4,3,5,4,2,4,2,0,1
"Yes","Female","[50, 59)","L","Business",2,2,2,2,3,5,4,4,4,4,4,4,4,5,0,0
"No","Male","[50, 59)","L","Eco",1,5,0,1,4,0,4,4,4,2,5,4,5,4,42,46
"Yes","Male","[50, 59)","L","Business",3,3,5,3,2,5,5,4,4,4,4,4,4,5,5,8
"No","Male","[50, 59)","L","Business",4,5,5,5,5,3,3,4,4,3,4,3,4,2,21,19
"No","Male","[50, 59)","L","Eco",3,4,3,2,3,3,3,3,2,2,3,4,3,3,0,0
"Yes","Male","[50, 59)","L","Eco",5,1,5,1,5,5,5,5,4,3,4,5,3,5,72,72
"No","Male","[50, 59)","L","Business",1,4,4,4,2,1,1,3,5,4,4,1,1,1,121,131
"No","Male","[50, 59)","L","Eco Plus",2,5,2,3,3,2,3,3,4,3,1,5,2,3,58,49
"No","Female","[50, 59)","L","Eco",2,5,2,1,1,4,2,1,1,2,1,1,1,2,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0
"No","Female","[50, 59)","L","Business",2,5,5,5,5,3,4,2,2,2,2,3,2,1,2,0
"No","Female","[50, 59)","L","Eco",3,5,3,3,5,5,5,5,5,3,5,2,5,5,0,0
"Yes","Female","[50, 59)","L","Eco",0,4,0,2,2,4,4,5,5,0,5,3,5,3,0,0
"No","Male","[50, 59)","L","Business",2,3,3,3,3,4,3,2,2,2,2,4,2,1,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,3,5,4,4,4,4,5,3,4,4,0,0
"Yes","Female","[50, 59)","L","Business",2,2,3,2,5,4,5,5,5,5,5,3,5,3,0,0
"No","Female","[50, 59)","L","Eco",1,1,1,1,1,3,3,1,1,1,1,1,1,3,109,115
"No","Female","[50, 59)","L","Eco",2,4,2,1,2,5,5,4,4,2,4,3,4,3,0,11
"Yes","Female","[50, 59)","L","Business",3,3,3,3,4,5,5,4,4,5,4,5,4,4,4,1
"No","Female","[50, 59)","L","Business",3,5,5,5,5,4,3,2,2,2,3,2,2,1,74,65
"Yes","Female","[50, 59)","L","Eco",5,5,5,3,5,4,5,4,4,5,4,5,4,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,5,5,4,5,5,5,5,4,5,4,0,6
"Yes","Male","[50, 59)","L","Eco",5,4,5,3,1,5,1,1,3,2,5,5,5,1,0,11
"Yes","Male","[50, 59)","L","Business",1,1,1,1,4,4,4,5,5,5,4,5,5,3,23,14
"No","Female","[50, 59)","L","Business",1,5,5,5,1,3,3,1,1,1,1,1,1,3,18,23
"Yes","Male","[50, 59)","L","Business",4,4,4,4,5,5,5,5,5,4,5,5,5,5,0,0
"No","Female","[50, 59)","L","Eco",3,3,3,3,4,3,4,3,3,3,3,3,3,2,0,0
"No","Female","[50, 59)","L","Eco",2,4,4,4,3,3,3,2,2,2,2,1,2,1,0,26
"Yes","Female","[50, 59)","L","Business",5,5,5,5,5,5,5,5,4,4,4,5,3,5,153,145
"Yes","Male","[50, 59)","L","Business",0,0,0,4,4,4,5,5,5,5,5,4,5,3,13,20
"No","Male","[50, 59)","L","Eco",2,1,1,1,2,2,2,2,2,2,4,4,4,2,20,19
"Yes","Male","[50, 59)","L","Business",3,3,3,3,5,4,2,4,4,4,4,5,4,3,9,13
"No","Male","[50, 59)","L","Business",1,2,2,2,1,2,2,3,3,3,1,1,3,4,0,26
"No","Male","[50, 59)","L","Eco Plus",4,5,4,5,4,4,4,4,3,4,3,1,2,4,0,4
"Yes","Female","[50, 59)","L","Business",0,1,1,4,5,4,4,3,3,2,2,4,3,5,29,26
"No","Female","[50, 59)","L","Business",3,2,2,2,4,4,3,3,3,2,3,1,3,4,0,0
"No","Male","[50, 59)","L","Business",2,1,1,1,3,4,3,2,2,2,2,2,2,4,0,0
"No","Male","[50, 59)","L","Eco",2,4,2,2,1,2,1,1,4,5,4,5,4,1,49,39
"Yes","Male","[50, 59)","L","Business",4,4,5,4,5,5,4,5,5,5,5,5,5,4,5,4
"No","Male","[50, 59)","L","Eco Plus",3,1,4,1,3,3,3,3,3,5,3,1,3,3,1,0
"Yes","Female","[50, 59)","L","Eco",4,4,4,3,3,5,5,5,5,4,5,3,5,5,0,0
"No","Male","[50, 59)","L","Business",4,2,2,2,1,3,4,4,4,4,4,2,4,4,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,4,4,5,4,4,4,4,5,4,3,0,1
"Yes","Female","[50, 59)","L","Business",4,4,4,4,2,4,5,5,5,5,5,4,5,4,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,5,1,2,4,4,4,4,5,4,2,87,85
"Yes","Female","[50, 59)","L","Business",1,1,1,1,2,5,5,2,2,3,2,3,2,4,25,24
"No","Male","[50, 59)","L","Eco",4,4,4,4,5,4,5,5,5,3,4,5,5,5,6,0
"Yes","Male","[50, 59)","L","Business",4,4,5,4,3,5,4,4,4,4,4,4,4,3,22,8
"No","Female","[50, 59)","NL","Business",2,2,2,3,5,2,5,5,5,4,5,3,5,5,24,11
"Yes","Male","[50, 59)","L","Business",5,5,2,5,2,5,4,3,3,3,3,3,3,3,38,24
"No","Female","[50, 59)","L","Business",3,2,4,2,4,1,1,3,3,3,3,3,3,4,0,0
"Yes","Female","[50, 59)","L","Business",1,1,4,1,4,4,4,4,4,4,4,3,4,3,44,60
"No","Female","[50, 59)","L","Eco",1,1,1,4,5,4,4,1,1,1,5,4,1,2,90,70
"Yes","Male","[50, 59)","L","Business",3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,4,5,4,4,4,4,4,5,4,4,20,0
"No","Female","[50, 59)","L","Eco",3,5,3,3,5,4,5,1,1,3,1,4,1,3,14,14
"Yes","Male","[50, 59)","L","Business",4,2,4,4,3,4,5,5,5,5,5,3,5,3,0,0
"No","Female","[50, 59)","L","Business",2,4,4,4,2,4,4,2,2,2,2,3,2,4,48,32
"Yes","Female","[50, 59)","L","Eco",5,3,3,3,4,1,2,5,5,5,5,3,5,5,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,2,2,1,4,4,4,4,3,4,4,10,14
"No","Male","[50, 59)","L","Eco",3,5,5,5,3,3,3,3,1,3,2,1,2,3,41,36
"No","Female","[50, 59)","L","Eco",2,5,2,1,3,3,1,1,1,2,1,4,1,4,25,22
"Yes","Female","[50, 59)","NL","Business",4,4,4,3,5,4,1,5,4,5,4,5,4,5,0,0
"No","Male","[50, 59)","L","Eco",2,3,2,3,1,2,1,1,1,5,3,2,4,1,11,3
"Yes","Female","[50, 59)","L","Eco",4,2,2,2,5,3,2,4,4,4,4,4,4,2,5,0
"Yes","Male","[50, 59)","L","Business",4,3,4,4,4,3,4,5,5,5,5,2,5,1,74,51
"Yes","Female","[50, 59)","L","Business",3,3,3,3,2,5,5,4,4,4,4,5,4,4,5,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,5,3,4,4,4,4,4,5,4,5,0,0
"Yes","Female","[50, 59)","L","Business",0,4,0,4,2,1,2,4,4,5,5,4,4,4,0,5
"No","Female","[50, 59)","L","Eco",3,4,3,2,2,4,4,3,3,3,3,3,3,5,0,0
"No","Male","[50, 59)","L","Business",2,4,2,2,1,2,4,2,2,2,2,4,2,4,0,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,2,4,5,5,5,5,5,3,5,3,5,21
"No","Male","[50, 59)","L","Eco",3,3,1,3,5,1,5,5,2,5,4,2,4,5,44,31
"No","Male","[50, 59)","L","Eco",2,2,2,4,5,2,5,5,3,1,4,3,3,5,0,0
"No","Male","[50, 59)","L","Eco",3,1,3,2,2,3,2,2,2,3,1,1,1,2,42,55
"Yes","Female","[50, 59)","L","Business",0,0,0,1,4,4,5,2,2,2,2,5,2,5,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,3,5,4,5,5,5,4,3,5,4,13,4
"Yes","Female","[50, 59)","L","Business",5,5,5,5,3,4,4,3,3,2,3,5,3,3,0,0
"Yes","Male","[50, 59)","L","Business",2,4,2,2,3,4,5,3,3,4,3,3,3,4,0,0
"No","Male","[50, 59)","L","Business",4,4,1,4,5,3,4,4,4,4,4,1,4,4,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,5,5,4,5,5,5,5,4,5,3,0,0
"No","Female","[50, 59)","L","Business",2,4,2,3,2,4,5,2,2,2,4,4,2,5,2,21
"No","Male","[50, 59)","L","Eco",4,2,4,4,5,4,5,5,2,4,3,4,3,5,0,0
"Yes","Female","[50, 59)","L","Business",3,5,3,3,4,5,5,4,4,4,4,5,4,5,0,10
"Yes","Male","[50, 59)","L","Business",4,4,3,4,3,4,4,4,4,4,4,5,4,4,4,8
"Yes","Male","[50, 59)","L","Business",5,5,5,5,2,4,5,3,3,3,3,5,3,3,0,0
"No","Male","[50, 59)","L","Eco",2,4,2,1,1,2,1,1,3,2,4,5,4,1,0,0
"Yes","Female","[50, 59)","L","Eco",4,4,3,3,2,4,1,4,4,4,4,5,4,2,0,0
"Yes","Male","[50, 59)","L","Business",0,1,1,1,3,5,4,3,3,3,3,3,3,3,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,5,5,4,5,5,5,5,4,5,4,86,87
"Yes","Male","[50, 59)","L","Business",5,5,2,5,4,4,4,2,2,2,2,4,2,4,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,0
"No","Female","[50, 59)","L","Business",3,1,1,1,5,4,3,3,3,3,3,1,3,3,14,17
"Yes","Male","[50, 59)","L","Business",5,2,5,5,3,4,5,1,1,2,1,4,1,5,98,113
"No","Female","[50, 59)","NL","Eco",1,0,1,3,2,1,2,2,4,4,5,4,1,2,0,0
"No","Female","[50, 59)","L","Business",4,2,4,3,5,3,4,2,2,4,2,3,2,4,0,0
"No","Female","[50, 59)","L","Eco",3,5,3,3,5,4,5,3,3,3,3,3,3,4,0,0
"No","Female","[50, 59)","NL","Eco",2,2,2,3,5,2,5,5,2,1,2,2,2,5,0,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,0
"Yes","Female","[50, 59)","L","Business",2,2,4,2,2,4,5,4,4,4,5,3,4,5,16,11
"Yes","Female","[50, 59)","L","Eco",4,5,5,5,2,1,1,4,4,4,4,4,4,2,7,0
"No","Female","[50, 59)","L","Business",2,5,5,5,5,3,3,2,2,2,2,3,2,4,45,33
"No","Female","[50, 59)","L","Eco",1,4,2,3,2,1,1,5,2,3,5,1,3,1,180,169
"No","Male","[50, 59)","L","Eco",3,4,3,3,3,5,4,4,5,5,4,4,3,4,0,0
"Yes","Female","[50, 59)","L","Business",1,1,5,1,5,5,4,4,4,4,4,4,4,4,68,61
"Yes","Female","[50, 59)","L","Business",2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0
"Yes","Female","[50, 59)","L","Business",5,5,3,5,2,1,1,5,5,5,5,2,5,5,24,15
"Yes","Male","[50, 59)","L","Business",5,5,5,5,5,4,5,3,3,3,3,3,3,4,0,1
"No","Female","[50, 59)","L","Eco",2,3,3,4,4,2,2,1,1,3,1,5,1,1,2,3
"Yes","Female","[50, 59)","L","Business",1,1,1,1,2,4,5,4,4,4,4,5,4,3,0,0
"Yes","Male","[50, 59)","L","Business",0,0,0,1,5,3,4,5,5,5,5,1,5,1,0,0
"No","Male","[50, 59)","L","Business",4,4,4,4,5,1,1,4,4,4,4,1,4,4,0,6
"No","Female","[50, 59)","L","Eco Plus",4,4,4,4,1,2,3,2,2,4,2,3,2,3,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,9
"No","Male","[50, 59)","NL","Business",4,4,4,3,2,4,2,2,1,1,4,1,4,2,73,66
"No","Male","[50, 59)","L","Business",1,1,1,1,5,3,3,4,4,3,1,3,4,1,29,20
"No","Male","[50, 59)","L","Eco",2,1,2,3,1,2,1,1,1,5,2,3,3,1,5,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,5,5,5,4,4,4,5,3,4,4,0,0
"No","Female","[50, 59)","L","Eco",2,4,2,2,4,4,4,3,3,2,3,4,3,5,1,0
"Yes","Male","[50, 59)","L","Business",0,4,0,4,3,4,5,1,1,1,1,1,1,2,73,79
"Yes","Female","[50, 59)","L","Business",0,0,0,4,3,5,5,3,3,3,3,3,3,4,82,78
"No","Male","[50, 59)","L","Business",4,4,4,4,3,4,4,2,2,2,4,3,2,2,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,2,5,4,5,5,4,5,5,5,4,0,0
"Yes","Female","[50, 59)","L","Business",1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0
"Yes","Female","[50, 59)","L","Business",5,4,5,2,4,5,4,2,2,5,2,3,2,3,0,0
"Yes","Female","[50, 59)","L","Business",1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0
"No","Male","[50, 59)","L","Eco",3,2,3,3,4,3,4,4,2,3,4,1,3,4,45,101
"No","Male","[50, 59)","L","Eco",3,1,3,2,1,3,1,1,2,1,2,2,2,1,0,0
"No","Female","[50, 59)","L","Business",3,2,2,2,5,2,2,3,3,3,3,1,3,3,0,0
"No","Female","[50, 59)","L","Business",2,3,3,3,4,3,3,2,2,2,2,2,2,1,0,44
"Yes","Female","[50, 59)","L","Business",4,4,4,4,5,5,5,5,5,5,5,3,5,5,0,9
"No","Female","[50, 59)","L","Eco",1,3,1,4,5,1,3,3,3,1,3,1,3,2,0,0
"Yes","Male","[50, 59)","L","Business",4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,24
"Yes","Male","[50, 59)","L","Business",1,1,1,1,5,5,5,2,2,2,2,4,2,3,0,5
"Yes","Female","[50, 59)","L","Business",2,2,2,2,3,5,5,5,5,5,5,4,5,5,3,0
"No","Female","[50, 59)","L","Eco",2,5,2,5,2,2,2,5,2,5,4,2,3,2,205,213
"Yes","Female","[50, 59)","L","Business",3,3,3,3,5,4,4,5,5,5,5,5,5,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,2,4,4,4,4,4,4,4,4,5,0,1
"No","Male","[50, 59)","L","Eco",3,5,3,4,1,3,1,1,3,3,5,4,5,1,0,0
"No","Male","[50, 59)","L","Eco Plus",1,5,0,4,5,0,1,5,5,5,3,4,5,5,0,0
"No","Female","[50, 59)","L","Eco",1,1,1,2,5,3,2,2,2,1,2,1,2,3,35,60
"No","Male","[50, 59)","L","Eco Plus",3,5,3,2,2,3,2,2,5,2,5,4,5,2,0,0
"No","Female","[50, 59)","NL","Eco",3,2,3,4,5,3,5,5,1,2,3,4,4,5,0,0
"Yes","Female","[50, 59)","L","Eco",2,1,5,1,3,4,3,2,2,2,2,2,2,1,5,0
"No","Male","[50, 59)","L","Eco Plus",3,5,3,2,3,4,4,5,5,5,5,4,3,4,67,143
"No","Female","[50, 59)","L","Eco",2,5,2,4,5,4,4,3,3,2,2,5,3,3,0,1
"Yes","Male","[50, 59)","L","Business",1,1,1,1,2,3,4,3,3,3,3,3,3,3,66,52
"No","Female","[50, 59)","L","Eco",3,1,3,1,4,1,1,1,1,3,1,3,1,1,0,0
"No","Male","[50, 59)","L","Eco",3,5,5,5,3,3,3,3,1,5,4,3,3,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,2,4,5,5,5,4,5,5,5,4,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,3,4,5,4,4,4,4,4,4,3,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,3,5,4,4,4,4,4,5,4,4,39,40
"Yes","Female","[50, 59)","L","Eco",4,4,4,4,3,2,4,4,4,4,4,4,4,5,2,0
"No","Female","[50, 59)","L","Business",3,5,5,5,1,3,3,3,3,3,3,2,3,4,0,0
"No","Female","[50, 59)","L","Business",1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,7
"No","Female","[50, 59)","L","Eco",3,1,3,3,2,3,3,1,1,3,1,3,1,2,0,1
"Yes","Female","[50, 59)","L","Business",4,4,4,4,5,4,4,4,4,5,4,5,4,4,72,76
"Yes","Male","[50, 59)","L","Business",5,5,4,5,2,4,5,4,4,4,4,4,4,3,0,0
"No","Male","[50, 59)","L","Eco",2,5,2,4,1,2,1,1,4,3,1,5,1,1,0,2
"Yes","Female","[50, 59)","L","Business",4,4,4,4,4,5,5,4,4,4,4,5,4,5,8,8
"Yes","Female","[50, 59)","L","Business",3,3,3,3,4,5,4,5,5,5,5,3,5,3,0,0
"No","Female","[50, 59)","L","Eco",1,5,1,5,5,4,5,5,5,1,5,3,5,3,0,0
"Yes","Female","[50, 59)","L","Eco",5,4,4,4,4,2,3,5,5,5,5,4,5,3,0,0
"Yes","Female","[50, 59)","L","Eco",5,5,5,5,4,3,4,4,4,5,4,2,4,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,2,4,4,2,2,2,2,4,2,3,26,58
"No","Male","[50, 59)","L","Eco",2,4,2,5,2,2,2,2,5,3,4,4,5,2,0,0
"Yes","Female","[50, 59)","L","Business",0,0,0,4,5,4,5,4,4,4,4,3,4,4,21,9
"No","Female","[50, 59)","L","Eco",3,5,3,2,5,5,5,5,5,3,5,3,5,4,0,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,5,4,5,5,5,5,4,3,5,4,3,5
"Yes","Male","[50, 59)","L","Business",0,0,0,3,2,5,2,3,3,3,3,1,3,5,0,0
"No","Male","[50, 59)","L","Business",1,5,5,5,1,4,4,1,1,2,1,4,1,4,104,106
"Yes","Male","[50, 59)","L","Eco",5,4,4,4,5,5,5,5,1,2,3,4,2,5,48,49
"No","Female","[50, 59)","L","Eco",4,2,2,2,4,4,4,2,3,2,4,4,2,4,0,0
"No","Male","[50, 59)","L","Business",1,0,1,4,2,5,4,2,2,1,2,3,2,3,60,106
"No","Female","[50, 59)","L","Business",5,4,4,4,1,2,3,5,5,4,5,4,5,4,0,0
"No","Male","[50, 59)","L","Eco",3,4,3,2,2,3,2,2,5,5,2,3,4,2,2,0
"Yes","Female","[50, 59)","L","Business",2,2,3,2,1,2,5,4,4,5,4,2,4,4,10,1
"Yes","Male","[50, 59)","L","Business",3,3,3,3,2,4,4,4,4,4,4,5,4,3,0,1
"No","Male","[50, 59)","L","Eco",1,5,1,1,1,1,1,1,5,2,4,5,4,1,0,0
"No","Female","[50, 59)","L","Eco",4,5,4,2,4,4,1,4,4,4,4,2,4,1,0,0
"No","Male","[50, 59)","L","Eco",4,1,4,4,2,4,2,2,1,2,4,1,4,2,20,7
"No","Female","[50, 59)","L","Eco",2,4,2,1,3,4,4,3,3,2,2,4,3,4,14,41
"Yes","Female","[50, 59)","L","Eco",4,5,5,5,3,4,4,4,4,4,4,1,4,3,20,22
"No","Female","[50, 59)","L","Eco Plus",1,4,1,4,1,3,4,1,1,1,1,3,1,3,21,14
"Yes","Female","[50, 59)","L","Business",5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,2
"Yes","Male","[50, 59)","L","Business",2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0
"Yes","Female","[50, 59)","L","Business",1,1,2,1,5,4,4,2,2,2,2,4,2,3,0,0
"Yes","Male","[50, 59)","L","Business",0,5,0,4,4,5,4,5,5,5,5,3,5,5,0,0
"No","Male","[50, 59)","L","Business",4,3,3,3,5,4,3,4,4,4,4,1,4,2,3,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,4,5,5,5,5,5,5,5,5,5,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,5,5,5,4,4,4,5,4,4,4,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,2,4,4,5,5,5,5,4,5,5,16,7
"Yes","Female","[50, 59)","L","Business",1,1,1,1,3,5,2,4,4,4,4,3,4,2,0,0
"No","Male","[50, 59)","L","Eco Plus",2,2,2,2,2,2,2,2,2,2,4,1,4,2,0,0
"No","Female","[50, 59)","L","Business",4,1,4,3,3,4,3,5,5,4,5,3,5,4,0,6
"Yes","Female","[50, 59)","L","Business",3,3,3,3,2,4,4,5,5,5,5,4,5,5,1,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,4,5,5,4,4,3,4,3,4,5,1,0
"No","Male","[50, 59)","L","Eco",1,5,2,4,5,2,1,5,5,3,4,3,5,5,45,19
"Yes","Female","[50, 59)","L","Business",4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0
"Yes","Female","[50, 59)","L","Business",5,5,4,5,3,3,4,5,5,5,5,5,5,2,0,0
"Yes","Male","[50, 59)","L","Business",4,4,4,4,3,5,4,4,4,4,4,5,4,5,0,0
"No","Female","[50, 59)","L","Eco",4,3,4,3,1,3,2,3,3,4,3,1,3,2,7,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,4,5,4,5,5,5,5,4,5,3,10,4
"Yes","Female","[50, 59)","L","Business",2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,25
"Yes","Male","[50, 59)","L","Business",5,5,5,5,3,1,5,5,5,5,5,5,5,2,0,0
