model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Q2,2020,Automatic,4000,Diesel,145,44.8,2,31990
 Q3,2020,Manual,1500,Petrol,145,40.4,1.5,32788
 Q5,2019,Automatic,5886,Petrol,135,117.7,0,44790
 Q3,2019,Automatic,1500,Diesel,145,47.1,0,32788
 A5,2016,Manual,13500,Diesel,145,53.3,2,19990
 A3,2017,Manual,30000,Diesel,145,67.3,1.6,17888
 A4,2019,Automatic,5324,Petrol,145,36.2,2,28343
 Q3,2015,Automatic,32500,Petrol,205,40.4,2,18990
 A3,2015,Manual,41173,Petrol,125,53.3,1.4,11499
 A1,2018,Manual,14500,Petrol,150,54.3,1.4,17444
 Q5,2015,Automatic,44523,Diesel,235,44.1,3,19990
 SQ7,2017,Automatic,12000,Diesel,145,39.2,4,52888
 A4,2016,Automatic,35064,Diesel,20,67.3,2,15988
 Q3,2020,Manual,1500,Petrol,145,40.9,0,29944
 Q3,2020,Automatic,1500,Diesel,145,47.1,0,33333
 Q3,2020,Automatic,1500,Petrol,145,32.5,0,29944
 Q3,2020,Automatic,1500,Petrol,145,30.7,0,37990
 A5,2020,Automatic,1500,Diesel,145,51.4,2,29888
 Q5,2020,Automatic,1500,Petrol,135,117.7,0,49790
 A1,2019,Semi-Auto,1548,Petrol,145,40.9,2,22900
 A6,2019,Semi-Auto,2956,Diesel,145,50.4,2,29900
 Q7,2019,Semi-Auto,1478,Diesel,145,32.1,3,56900
 Q5,2015,Semi-Auto,48389,Diesel,240,42.8,3,23900
 A6,2019,Semi-Auto,6314,Diesel,150,50.4,2,27900
 Q5,2019,Semi-Auto,1027,Diesel,150,38.2,2,37900
 A5,2019,Automatic,4199,Petrol,145,39.8,2,28995
 A8,2018,Automatic,20360,Diesel,145,50.4,3,49995
 S3,2017,Automatic,25000,Petrol,150,43.5,2,25850
 A3,2017,Manual,15000,Petrol,150,54.3,1.5,18250
 Q2,2017,Manual,21950,Petrol,150,50.4,1.4,18990
 A4,2015,Manual,46000,Diesel,30,61.4,2,14990
 A1,2018,Automatic,9000,Petrol,150,56.5,1.4,17444
 A3,2017,Manual,15000,Diesel,150,67.3,1.6,16990
 Q3,2016,Manual,29814,Diesel,165,49.6,2,18250
 A4,2016,Automatic,40882,Diesel,20,67.3,2,16500
 A1,2017,Manual,20000,Petrol,145,58.9,1.4,14990
 A1,2017,Manual,25168,Petrol,30,55.4,1.4,14500
 A3,2019,Automatic,14757,Petrol,145,42.2,1.5,21744
 A8,2019,Automatic,755,Diesel,145,39.2,3,47990
 Q3,2019,Manual,2001,Petrol,145,40.4,0,31888
 Q5,2016,Automatic,41000,Diesel,200,47.1,2,22888
 A6,2016,Manual,34345,Diesel,30,61.4,2,15744
 Q2,2020,Automatic,1500,Petrol,145,42.2,0,24988
 A3,2017,Manual,7110,Petrol,30,60.1,0,17390
 A3,2017,Manual,10000,Diesel,20,72.4,1.6,15450
 SQ7,2017,Automatic,30000,Diesel,145,39.2,4,51990
 A3,2016,Manual,34359,Petrol,125,52.3,1.4,14222
 A3,2017,Manual,22438,Petrol,145,50.4,2,16222
 Q7,2018,Automatic,52000,Diesel,145,47.9,3,33444
 A5,2016,Automatic,37000,Diesel,160,50.4,2,19444
 A5,2017,Automatic,16000,Diesel,145,62.8,2,22444
 A7,2019,Automatic,7656,Diesel,145,38.7,3,37995
 Q3,2019,Manual,5662,Diesel,145,42.8,2,24995
 Q3,2016,Semi-Auto,17989,Diesel,145,54.3,2,17995
 Q5,2020,Semi-Auto,1117,Diesel,145,38.2,2,35995
 Q2,2019,Manual,9388,Diesel,145,49.6,1.6,20995
 Q2,2019,Semi-Auto,4000,Petrol,145,33.2,2,29995
 A1,2019,Manual,5750,Petrol,145,51.4,1,19995
 Q3,2019,Manual,1688,Petrol,145,39.8,1.5,27995
 A3,2019,Manual,9597,Petrol,150,48.7,1,15850
 A3,2019,Manual,3856,Petrol,150,47.9,1,20500
 A4,2012,Manual,77500,Diesel,205,46.3,2,9399
 A1,2014,Manual,60128,Petrol,125,52.3,1.4,10500
 A1,2017,Manual,26000,Petrol,145,55.4,1.4,14444
 Q3,2016,Automatic,42147,Diesel,165,50.4,2,17888
 RS3,2017,Automatic,38000,Petrol,150,34,2.5,31888
 A6,2015,Manual,24000,Diesel,30,64.2,2,15990
 A3,2017,Manual,20472,Petrol,150,50.4,2,16222
 A3,2019,Automatic,14342,Petrol,145,42.2,1.5,22966
 A5,2019,Automatic,14649,Petrol,145,39.8,2,25871
 S3,2017,Manual,12500,Petrol,145,39.8,2,23990
 Q3,2017,Manual,20000,Petrol,145,49.6,1.4,19990
 Q3,2017,Automatic,25000,Petrol,145,42.8,2,20750
 A6,2017,Automatic,47887,Diesel,20,64.2,2,18000
 Q2,2017,Manual,24000,Diesel,30,61.4,1.6,18650
 Q3,2018,Manual,9600,Diesel,145,56.5,2,20844
 SQ7,2017,Automatic,20761,Diesel,145,39.2,4,44444
 A1,2017,Manual,9148,Petrol,150,56.5,1.4,13950
 A4,2018,Manual,8940,Petrol,145,52.3,1.4,18350
 A6,2016,Automatic,52000,Diesel,145,56.5,2,19444
 A3,2017,Manual,24000,Petrol,145,49.6,2,17888
 A1,2016,Automatic,21000,Petrol,30,58.9,1.4,14444
 A4,2020,Automatic,3000,Petrol,145,39.2,2,32000
 Q3,2020,Automatic,1500,Petrol,145,31.4,2,33444
 Q3,2020,Automatic,1500,Petrol,145,31.4,2,33444
 Q2,2019,Automatic,4000,Petrol,145,42.2,1.5,29444
 Q3,2020,Manual,1200,Petrol,145,40.9,1.5,27000
 Q5,2019,Automatic,6000,Petrol,145,32.1,2,36438
 Q5,2019,Automatic,45,Diesel,145,39.2,0,33390
 A3,2014,Manual,42000,Diesel,0,74.3,1.6,12490
 RS6,2015,Automatic,35000,Petrol,325,29.4,4,44944
 Q3,2017,Manual,14752,Petrol,150,49.6,1.4,19990
 A3,2019,Automatic,7141,Petrol,145,41.5,1.5,23668
 A5,2019,Automatic,12062,Petrol,145,39.8,2,24500
 A5,2019,Automatic,3571,Petrol,145,39.8,2,27637
 A3,2019,Manual,1500,Petrol,145,47.1,0,22000
 Q7,2018,Automatic,48700,Diesel,150,32.8,3,40444
 A5,2020,Automatic,3000,Petrol,145,40.4,2,30444
 A1,2017,Manual,17244,Petrol,145,56.5,1.4,16222
 Q3,2020,Manual,4000,Petrol,145,40.9,1.5,29888
 A3,2014,Manual,50143,Diesel,20,68.9,2,12750
 Q5,2019,Automatic,5689,Petrol,150,32.1,2,36650
 A4,2019,Automatic,14875,Petrol,145,38.2,2,26570
 A3,2019,Manual,3771,Diesel,145,51.4,1.6,21229
 Q3,2019,Automatic,7732,Petrol,145,32.5,2,28730
 A3,2019,Automatic,3565,Petrol,145,42.2,1.5,24646
 A4,2019,Manual,3134,Petrol,145,38.2,2,25472
 A3,2017,Automatic,10891,Diesel,145,57.7,2,22500
 Q3,2020,Automatic,1500,Petrol,145,31.4,0,32444
 Q7,2020,Automatic,1500,Diesel,145,33.2,3,57888
 Q2,2020,Manual,4000,Petrol,145,43.5,1.5,24888
 Q2,2020,Manual,4000,Petrol,145,43.5,1.5,24888
 SQ7,2016,Automatic,25514,Diesel,300,39.2,4,45990
 A5,2019,Automatic,1500,Petrol,145,39.8,2,27888
 A5,2019,Automatic,1500,Petrol,145,39.8,2,27444
 A5,2019,Automatic,1500,Diesel,145,51.4,2,27444
 A6,2015,Automatic,31224,Diesel,160,50.4,3,24450
 Q5,2019,Automatic,11254,Diesel,145,38.2,2,33850
 A4,2019,Automatic,2208,Petrol,145,39.2,2,24444
 A4,2019,Manual,11000,Petrol,150,39.2,2,21950
 A3,2019,Manual,4000,Diesel,150,51.4,1.6,20990
 A3,2017,Automatic,31376,Diesel,125,57.7,2,20990
 A3,2019,Automatic,1500,Petrol,145,44.1,0,23444
 Q3,2020,Automatic,1500,Petrol,145,31.4,0,32444
 Q3,2020,Automatic,1500,Petrol,145,30.7,0,37888
 Q2,2019,Manual,4000,Petrol,145,43.5,0,24444
 Q8,2020,Automatic,1500,Diesel,145,32.8,3,63888
 S4,2020,Automatic,1500,Diesel,145,39.2,3,45888
 A3,2019,Automatic,4000,Petrol,145,44.1,0,23444
 Q2,2020,Manual,1500,Petrol,145,43.5,0,24990
 A6,2019,Automatic,4000,Diesel,145,39.2,3,33990
 A3,2016,Manual,29500,Petrol,30,57.6,1.4,15444
 SQ7,2017,Automatic,42000,Diesel,300,39.2,4,47990
 Q5,2020,Automatic,1500,Petrol,145,32.1,2,39888
 Q3,2016,Automatic,33393,Petrol,145,47.9,1.4,18500
 A5,2019,Automatic,3731,Petrol,145,39.8,2,28990
 Q3,2016,Manual,16978,Diesel,160,49.6,2,20250
 Q3,2017,Automatic,31000,Petrol,145,47.9,1.4,18350
 S4,2020,Automatic,1500,Diesel,145,39.2,0,44888
 Q3,2019,Automatic,4000,Petrol,145,31.4,0,32000
 A5,2019,Automatic,1500,Petrol,145,39.2,2,30444
 SQ5,2019,Automatic,1500,Diesel,145,34.5,0,48800
 A5,2019,Automatic,1500,Petrol,145,39.8,2,27444
 Q3,2020,Manual,1500,Petrol,145,40.4,1.5,33888
 Q3,2020,Automatic,1500,Petrol,145,40.4,0,31990
 Q3,2020,Automatic,1500,Diesel,145,47.1,2,33990
 Q2,2020,Automatic,1500,Petrol,145,42.2,0,24888
 A3,2019,Automatic,1500,Petrol,145,39.2,2,25750
 Q5,2019,Automatic,1500,Diesel,145,38.2,2,35444
 Q3,2017,Automatic,13619,Petrol,145,47.9,1.4,21990
 A6,2015,Automatic,41800,Diesel,20,67.3,2,15990
 A3,2017,Automatic,24000,Petrol,30,56.5,1.4,19888
 Q3,2019,Automatic,7040,Petrol,145,30.7,2,35444
 Q5,2020,Automatic,3000,Diesel,145,38.2,2,36888
 Q5,2020,Automatic,3000,Petrol,145,32.1,2,37444
 A5,2018,Manual,5300,Petrol,145,48.7,2,23444
 Q3,2020,Automatic,1500,Petrol,145,31.4,0,32444
 Q2,2019,Automatic,4000,Petrol,145,42.2,1.5,23444
 A1,2016,Automatic,35500,Petrol,30,56.5,1.4,13650
 Q2,2020,Manual,1500,Petrol,145,43.5,0,24990
 A5,2019,Manual,4000,Petrol,145,40.4,2,26990
 A5,2019,Automatic,4000,Petrol,145,39.8,2,29450
 A5,2019,Automatic,4000,Diesel,145,51.4,2,27761
 Q2,2019,Manual,3635,Petrol,145,40.9,1.5,22850
 Q3,2020,Automatic,1500,Diesel,145,47.1,0,33990
 Q3,2020,Manual,1500,Petrol,145,40.9,0,30990
 Q3,2020,Automatic,1500,Petrol,145,31.4,0,32444
 Q3,2020,Automatic,285,Petrol,145,30.7,0,37888
 TT,2020,Automatic,2500,Petrol,150,40.9,2,31000
 Q3,2020,Automatic,1500,Petrol,145,31.4,2,32444
 Q3,2015,Manual,37182,Diesel,160,49.6,2,16450
 Q3,2017,Manual,30770,Petrol,125,51.4,1.4,16950
 A3,2016,Manual,41502,Diesel,0,74.3,1.6,11950
 Q3,2020,Automatic,1500,Petrol,145,31.4,0,33444
 Q3,2017,Automatic,19000,Petrol,145,47.9,1.4,21000
 Q3,2015,Manual,32850,Diesel,160,49.6,2,17750
 Q3,2017,Automatic,21090,Petrol,145,40.4,2,25500
 Q3,2016,Automatic,49841,Diesel,160,50.4,2,17650
 A3,2014,Manual,22014,Petrol,145,48.7,1.8,11650
 Q3,2019,Manual,3525,Petrol,145,40.9,1.5,24950
 Q3,2019,Manual,3811,Petrol,145,39.8,1.5,26850
 A5,2016,Automatic,48000,Diesel,160,52.3,2,16750
 A4,2014,Automatic,33894,Diesel,200,47.1,0,14950
 A3,2017,Manual,8600,Petrol,145,60.1,1.4,15990
 Q7,2019,Automatic,2086,Diesel,145,33.2,3,54950
 S4,2019,Automatic,4129,Diesel,145,40.4,0,39850
 R8,2014,Automatic,35000,Petrol,570,21.9,5.2,58450
 Q7,2019,Automatic,14495,Diesel,145,32.8,3,47555
 A3,2019,Automatic,13681,Petrol,145,42.2,1.5,21938
 A3,2019,Automatic,14373,Petrol,145,42.2,1.5,21874
 A3,2019,Automatic,14403,Petrol,145,42.2,1.5,22264
 Q3,2020,Manual,1500,Petrol,145,40.9,0,30990
 SQ5,2017,Automatic,24575,Petrol,145,34,3,38950
 A3,2018,Manual,7900,Petrol,145,47.1,1,19450
 Q3,2019,Automatic,10292,Petrol,145,31.7,2,29850
 Q3,2020,Automatic,1330,Petrol,145,30.7,0,36790
 A4,2019,Automatic,4000,Diesel,145,49.6,2,24950
 Q5,2019,Automatic,5225,Petrol,135,117.7,0,44450
 Q2,2019,Manual,4000,Diesel,145,47.9,1.6,22444
 A3,2019,Manual,4000,Petrol,145,47.1,1,21450
 Q7,2019,Automatic,7936,Diesel,145,33.6,3,41719
 RS6,2017,Automatic,22558,Petrol,145,29.4,4,61700
 A5,2019,Automatic,12099,Petrol,145,39.2,2,36200
 A5,2018,Manual,10559,Diesel,145,64.2,2,24700
 Q5,2013,Manual,26996,Petrol,235,37.7,2,19990
 A4,2016,Automatic,28325,Diesel,0,72.4,2,14444
 TT,2020,Automatic,2500,Petrol,150,34.9,2,33000
 S4,2019,Automatic,5600,Diesel,145,40.9,3,41000
 A5,2019,Manual,1325,Petrol,145,37.7,0,27000
 A6,2016,Automatic,28884,Diesel,30,61.4,2,19450
 A4,2017,Manual,21000,Diesel,150,64.2,2,19000
 RS4,2018,Automatic,12500,Petrol,145,32.1,2.9,50888
 A3,2019,Automatic,7145,Diesel,145,51.4,2,22849
 A4,2019,Automatic,3390,Petrol,145,39.2,2,29000
 A5,2019,Automatic,4012,Petrol,145,40.4,2,30000
 S4,2019,Automatic,4900,Diesel,145,40.4,0,45000
 A5,2019,Automatic,3010,Petrol,145,40.4,2,26000
 A5,2019,Automatic,2248,Petrol,145,39.8,2,28990
 A3,2019,Automatic,8176,Diesel,145,52.3,1.6,20888
 TT,2019,Automatic,4690,Petrol,145,38.7,2,29000
 A3,2019,Manual,6081,Diesel,145,55.4,2,24200
 Q2,2019,Manual,4100,Diesel,145,47.9,1.6,22000
 A4,2017,Automatic,29111,Diesel,145,54.3,3,25000
 A3,2019,Automatic,14508,Petrol,145,42.2,1.5,21432
 A5,2015,Automatic,43828,Diesel,145,53.3,2,16990
 SQ5,2020,Automatic,1500,Diesel,145,34.5,0,56450
 Q3,2019,Automatic,5252,Diesel,145,47.1,2,34780
 Q2,2020,Manual,4000,Petrol,145,43.5,1.5,26888
 TT,2020,Automatic,1500,Petrol,145,40.9,2,30000
 Q3,2020,Automatic,4000,Diesel,145,47.1,0,33990
 Q3,2020,Automatic,4000,Petrol,145,32.5,2,32000
 A4,2019,Automatic,9183,Petrol,145,38.7,2,24072
 Q5,2016,Manual,47505,Diesel,200,47.9,2,19990
 A3,2019,Manual,6500,Diesel,145,54.3,2,24888
 Q3,2019,Manual,6500,Diesel,145,40.9,2,28888
 A4,2015,Automatic,35000,Diesel,30,67.3,2,16000
 Q3,2020,Automatic,1500,Petrol,145,30.7,0,38888
 Q3,2020,Automatic,1500,Petrol,145,31,0,41888
 Q2,2019,Manual,1076,Petrol,145,43.5,0,23888
 A5,2016,Manual,33747,Diesel,125,57.6,2,17990
 Q3,2020,Automatic,1500,Diesel,145,47.1,0,29990
 Q7,2019,Automatic,676,Diesel,145,32.8,3,51990
 A4,2017,Manual,36700,Diesel,145,72.4,2,15990
 A3,2019,Automatic,5979,Petrol,145,42.2,1.5,20750
 A5,2012,Automatic,70000,Diesel,125,58.9,2,8499
 Q5,2020,Automatic,1500,Petrol,145,32.1,0,38444
 Q3,2020,Manual,1500,Petrol,145,40.9,0,29488
 A6,2003,Automatic,117000,Diesel,290,39.8,2.5,2495
 A3,2012,Manual,41000,Diesel,30,64.2,2,12595
 A3,2016,Automatic,29047,Diesel,125,57.6,2,18990
 A3,2019,Automatic,15481,Petrol,145,41.5,1.5,23434
 Q3,2017,Automatic,13250,Petrol,145,40.4,2,24990
 A3,2015,Automatic,46181,Diesel,30,61.4,2,14500
 A3,2016,Manual,38738,Petrol,20,60.1,1.4,13490
 Q3,2020,Automatic,1500,Petrol,145,30.7,2,39888
 A4,2017,Manual,27622,Petrol,125,53.3,1.4,14500
 Q2,2019,Automatic,7655,Petrol,145,40.9,1.5,23888
 Q7,2019,Automatic,14573,Diesel,145,32.8,3,46990
 Q3,2015,Manual,55000,Diesel,145,52.3,2,14990
 Q3,2020,Automatic,1500,Petrol,145,40.9,0,30000
 SQ5,2017,Automatic,22216,Petrol,145,34,3,36990
 Q7,2019,Automatic,8917,Diesel,145,32.1,3,56990
 Q3,2015,Manual,69072,Diesel,125,60.1,2,12990
 TT,2016,Manual,27203,Petrol,165,46.3,1.8,17900
 A3,2014,Manual,79283,Diesel,20,68.9,2,8291
 A3,2016,Manual,95856,Diesel,0,83.1,1.6,8490
 A4,2015,Manual,80950,Diesel,30,64.2,2,9690
 A3,2016,Manual,28000,Diesel,0,83.1,1.6,11477
 A3,2017,Semi-Auto,57000,Diesel,145,72.4,1.6,13977
 TT,2009,Manual,77000,Petrol,300,36.2,2,5995
 Q3,2020,Automatic,2700,Petrol,145,31.4,2,32444
 Q5,2016,Automatic,26500,Diesel,200,47.1,2,21500
 Q2,2019,Manual,975,Petrol,145,43.5,1.5,26444
 A1,2015,Manual,45551,Diesel,0,80.7,1.6,11000
 Q7,2014,Automatic,66000,Diesel,300,38.2,3,19995
 Q5,2012,Automatic,50000,Diesel,195,47.1,2,15999
 A6,2016,Manual,47796,Diesel,30,61.4,2,16744
 Q5,2018,Semi-Auto,24000,Diesel,145,56.5,2,27442
 A4,2018,Semi-Auto,17098,Petrol,145,42.8,2,27992
 A1,2017,Manual,22069,Petrol,200,40.4,2,16750
 A6,2016,Manual,34000,Diesel,30,64.2,2,16450
 A4,2018,Manual,13412,Petrol,145,51.4,1.4,20950
 S3,2017,Manual,21000,Petrol,145,39.8,2,25450
 A1,2016,Manual,27000,Petrol,30,55.4,1.4,12990
 A1,2018,Manual,61012,Diesel,150,76.4,1.6,10990
 A5,2014,Automatic,58953,Diesel,125,58.9,2,12743
 A3,2016,Manual,27519,Diesel,20,70.6,1.6,12950
 A1,2016,Manual,32000,Petrol,30,56.5,1.4,12450
 A1,2016,Manual,23100,Petrol,30,55.4,1.4,12950
 Q3,2019,Manual,2772,Petrol,150,39.8,1.5,26850
 A3,2018,Automatic,22494,Diesel,150,56.5,2,22450
 A4,2017,Manual,45500,Diesel,20,68.9,2,14800
 A3,2005,Manual,104000,Petrol,240,38.1,2,1975
 SQ5,2015,Automatic,37306,Diesel,265,41.5,3,23195
 A3,2017,Manual,11800,Diesel,145,70.6,2,13990
 A3,2014,Manual,58409,Petrol,125,53.3,1.4,11490
 A1,2015,Manual,42347,Diesel,0,74.3,1.6,10490
 A4,2016,Manual,57395,Petrol,125,53.3,1.4,10990
 A3,2016,Manual,38670,Diesel,125,57.6,2,15714
 Q5,2012,Manual,40316,Diesel,200,43.5,2,13590
 A3,2015,Manual,60000,Diesel,20,68.9,2,10977
 Q3,2013,Manual,73000,Diesel,145,54.3,2,11477
 Q5,2011,Automatic,92600,Diesel,265,40.4,2,10760
 Q5,2014,Automatic,42427,Diesel,200,47.1,2,16990
 A3,2013,Manual,59305,Diesel,20,67.3,2,8490
 A4,2018,Manual,18867,Diesel,145,62.8,2,18990
 A1,2015,Manual,20639,Petrol,0,67.3,1,10390
 A6,2014,Manual,38854,Diesel,30,62.8,2,12490
 Q3,2014,Manual,62926,Diesel,160,49.6,2,10990
 Q5,2017,Automatic,14475,Diesel,145,40.4,2,27995
 S3,2015,Automatic,37150,Petrol,200,39.8,2,19990
 RS3,2019,Automatic,4550,Petrol,150,29.7,2.5,41990
 A7,2014,Automatic,58732,Diesel,235,44.8,3,19975
 A6,2016,Semi-Auto,64919,Diesel,125,58.9,2,18275
 A3,2015,Manual,41354,Petrol,125,52.3,1.4,13995
 Q3,2019,Manual,6422,Petrol,145,40.9,1.5,23995
 Q2,2018,Manual,18554,Diesel,145,74.3,1.6,18495
 A1,2016,Automatic,8764,Petrol,30,57.6,1.4,12800
 A4,2017,Automatic,11750,Petrol,145,49.6,1.4,21000
 A1,2013,Automatic,24913,Petrol,20,60.1,1.4,10500
 Q3,2017,Manual,31638,Petrol,125,51.4,1.4,17000
 A3,2016,Manual,59800,Diesel,0,74.3,1.6,10495
 A3,2015,Manual,94806,Diesel,30,65.7,2,10995
 A4,2014,Manual,36790,Diesel,30,61.4,2,13975
 Q7,2014,Automatic,47522,Diesel,300,38.2,3,21975
 A3,2015,Semi-Auto,66269,Diesel,125,57.6,2,13975
 A3,2015,Semi-Auto,34987,Petrol,20,60.1,1.4,13775
 A3,2014,Manual,91395,Diesel,20,68.9,2,9795
 Q5,2016,Manual,32673,Diesel,200,47.9,2,19950
 A1,2017,Manual,37746,Petrol,30,55.4,1.4,11175
 A1,2016,Manual,27673,Petrol,0,67.3,1,11350
 A1,2018,Manual,20521,Petrol,150,47.9,1,14000
 A5,2015,Automatic,45104,Diesel,125,58.9,0,16700
 A5,2016,Manual,26237,Diesel,150,56.5,0,19000
 Q3,2017,Manual,16051,Diesel,150,52.3,0,19300
 A1,2015,Manual,27897,Petrol,30,55.4,1.4,10995
 A5,2016,Manual,30748,Diesel,145,54.3,2,16475
 A3,2016,Manual,15011,Petrol,20,60.1,1.4,15300
 A3,2016,Manual,31524,Petrol,30,60.1,1.4,16800
 A6,2016,Manual,29486,Diesel,30,61.4,2,18600
 Q5,2019,Semi-Auto,6150,Diesel,145,39.2,2,30950
 A1,2018,Manual,19500,Petrol,150,57.7,1.4,12950
 A6,2018,Automatic,22000,Petrol,145,29.4,4,59950
 A4,2008,Manual,146604,Diesel,160,51.4,2,4495
 A4,2017,Manual,27578,Petrol,145,51.4,1.4,15250
 A4,2016,Automatic,41000,Diesel,20,67.3,2,15990
 A4,2017,Automatic,25782,Diesel,145,72.4,2,18500
 A3,2012,Manual,49000,Petrol,145,47.1,1.6,7150
 Q3,2020,Manual,1700,Petrol,150,40.9,1.5,26700
 A1,2017,Manual,16400,Petrol,30,56.5,1.4,15990
 TT,2020,Automatic,2500,Petrol,150,40.9,2,30000
 A3,2013,Manual,59451,Diesel,20,67.3,2,11995
 A6,2016,Manual,43404,Diesel,30,64.2,2,15995
 A1,2017,Manual,27153,Petrol,0,67.3,1,11000
 A3,2015,Manual,27426,Diesel,0,74.3,1.6,10500
 A5,2015,Manual,33430,Diesel,30,60.1,2,13500
 A1,2019,Manual,5696,Petrol,145,50.4,0,19500
 A1,2016,Manual,28595,Petrol,30,55.4,1.4,13600
 TT,2016,Automatic,45182,Petrol,200,40.9,0,22500
 Q3,2017,Automatic,21981,Petrol,145,47.9,1.4,20000
 A5,2015,Automatic,29084,Diesel,235,42.8,3,18300
 A3,2016,Manual,55321,Petrol,200,40.4,0,18300
 A3,2016,Manual,41047,Diesel,30,65.7,2,15000
 A3,2016,Manual,37998,Diesel,20,70.6,1.6,12500
 A4,2019,Automatic,7000,Diesel,145,50.4,2,22250
 Q7,2013,Automatic,79000,Diesel,300,38.2,3,19950
 Q3,2017,Automatic,18000,Petrol,150,42.2,2,22000
 Q5,2019,Automatic,6700,Diesel,150,38.2,2,35000
 Q3,2017,Manual,27500,Petrol,150,51.4,1.4,16500
 A3,2017,Manual,47041,Diesel,20,65.7,2,13790
 Q2,2020,Semi-Auto,789,Diesel,145,47.9,1.6,24950
 Q5,2014,Automatic,96753,Diesel,265,41.5,3,17775
 A6,2016,Semi-Auto,27764,Diesel,30,61.4,2,19395
 Q3,2013,Manual,77120,Diesel,150,54.3,2,8975
 A1,2016,Manual,39151,Diesel,0,76.3,1.6,11000
 A5,2013,Manual,46197,Diesel,30,61.4,2,11500
 A1,2016,Automatic,12942,Diesel,20,72.4,1.6,14000
 Q3,2016,Manual,26325,Diesel,150,52.3,2,18600
 A3,2017,Manual,34668,Diesel,150,68.9,1.6,14000
 A3,2016,Manual,16793,Diesel,20,65.7,2,16600
 A6,2011,Automatic,116000,Diesel,200,47.1,3,8950
 RS5,2015,Automatic,66000,Petrol,555,26.9,4.2,25950
 A4,2018,Manual,14000,Petrol,145,51.4,1.4,18750
 A6,2017,Semi-Auto,44000,Diesel,145,61.4,2,21000
 S3,2014,Semi-Auto,63000,Petrol,200,40.9,2,17500
 A4,2016,Semi-Auto,82000,Diesel,30,62.8,2,15990
 A3,2014,Manual,49000,Petrol,20,60.1,1.4,13700
 A4,2016,Manual,22000,Petrol,145,51.4,1.4,14950
 TT,2011,Manual,80000,Diesel,145,53.3,2,10250
 Q3,2020,Automatic,1500,Petrol,145,31.4,0,32000
 Q3,2017,Manual,41381,Petrol,125,51.4,1.4,16000
 Q3,2017,Manual,21000,Diesel,150,57.7,2,18000
 A6,2016,Automatic,41000,Diesel,30,61.4,2,18990
 Q2,2017,Automatic,10681,Petrol,150,44.8,2,24500
 A6,2018,Automatic,16000,Petrol,150,42.2,2,22000
 S3,2016,Automatic,60000,Petrol,205,40.9,2,21950
 A1,2015,Manual,41000,Petrol,30,55.4,1.4,11850
 A3,2011,Manual,74000,Diesel,20,68.9,1.6,6500
 A1,2013,Manual,70000,Diesel,0,74.3,1.6,8990
 A4,2016,Manual,47000,Diesel,20,72.4,2,13750
 A1,2016,Manual,23000,Petrol,0,67.3,1,11250
 A1,2018,Manual,16000,Petrol,150,67.3,1,13500
 A4,2016,Automatic,56000,Diesel,30,67.3,2,15999
 A3,2016,Manual,46000,Petrol,20,60.1,1.4,14250
 A3,2016,Manual,51000,Diesel,20,72.4,1.6,12990
 A6,2017,Automatic,29000,Diesel,145,61.4,2,19990
 A3,2016,Automatic,40000,Petrol,160,44.1,2,20990
 A3,2015,Manual,43000,Petrol,30,58.9,1.4,10490
 A1,2016,Manual,27000,Petrol,0,67.3,1,8490
 A3,2015,Manual,84000,Diesel,20,68.9,2,6990
 A1,2014,Manual,80000,Diesel,20,68.9,2,6490
 A4,2016,Automatic,54000,Diesel,0,72.4,2,11490
 A1,2016,Manual,46000,Petrol,0,67.3,1,10800
 A1,2015,Manual,21000,Petrol,30,55.4,1.4,12990
 A3,2015,Manual,66000,Diesel,20,68.9,2,9400
 A4,2016,Manual,31000,Diesel,30,64.2,2,15490
 A4,2017,Manual,17000,Petrol,145,51.4,1.4,17999
 A4,2016,Manual,49000,Diesel,30,64.2,2,14850
 A1,2015,Manual,16000,Petrol,30,55.4,1.4,11700
 A4,2016,Manual,45000,Diesel,0,74.3,2,12990
 A4,2014,Manual,77000,Diesel,30,62.8,2,9990
 Q3,2016,Manual,32000,Diesel,30,61.4,2,13490
 A7,2014,Automatic,57000,Diesel,200,48.7,3,16990
 A8,2016,Automatic,70000,Diesel,200,47.9,3,17990
 A4,2017,Automatic,60000,Diesel,145,64.2,2,18990
 A6,2017,Manual,30000,Diesel,145,61.4,2,17990
 Q5,2015,Automatic,43000,Diesel,200,45.6,3,19990
 A1,2015,Manual,37000,Diesel,0,80.7,1.6,7490
 A3,2015,Automatic,43000,Petrol,20,60.1,1.4,11990
 A7,2015,Manual,47000,Diesel,160,52.3,3,21990
 A3,2017,Manual,24000,Diesel,30,67.3,1.6,16490
 A6,2015,Manual,25000,Diesel,30,65.7,2,13990
 TT,2016,Manual,25000,Diesel,30,62.8,2,16490
 A5,2015,Automatic,50000,Diesel,145,54.3,2,15490
 A3,2015,Manual,40000,Diesel,20,68.9,2,8490
 A3,2015,Manual,42000,Diesel,20,68.9,2,8990
 Q5,2015,Manual,55000,Diesel,200,47.9,2,14990
 A6,2014,Automatic,63000,Diesel,200,47.9,3,14490
 A4,2013,Automatic,89000,Diesel,125,58.9,2,6990
 A1,2014,Manual,78000,Diesel,0,74.3,1.6,5990
 A6,2016,Automatic,42000,Diesel,145,54.3,3,19990
