game_level,character_level,weekly_play_time,chat_activity,item_level,quest_completed,pvp_score,guild_rank,inactive_days
0,65,17.5,57,73,147,1717,28,8
1,60,11.8,67,43,105,1425,23,13
1,39,13.0,75,32,103,1245,28,15
1,40,13.6,58,26,146,1291,32,11
0,42,17.8,63,19,152,1350,22,15
1,58,25.3,138,53,117,1425,25,9
0,1,0.0,0,1,1,68,36,8
2,85,23.9,99,85,172,1712,17,10
1,54,16.3,100,42,136,1516,22,6
1,46,11.9,68,33,93,1097,25,18
1,68,20.6,76,74,136,1233,26,11
0,25,6.3,33,1,30,828,37,16
1,69,23.3,82,56,177,1471,19,8
0,12,10.0,57,10,62,744,47,12
0,66,14.3,49,53,121,1087,19,15
0,63,16.3,125,54,119,1337,26,13
0,16,6.3,39,14,61,584,34,18
0,34,7.5,23,35,102,930,27,18
0,25,15.2,61,14,83,776,27,13
2,103,20.8,155,115,231,2089,11,6
0,31,13.4,69,20,46,1171,25,11
0,26,4.5,45,4,26,1008,36,18
1,77,23.6,128,71,157,1714,15,7
0,22,8.7,56,6,46,544,35,6
0,73,17.7,123,53,172,1164,31,9
1,42,18.0,73,26,100,1285,22,5
1,70,25.4,103,79,173,1262,24,0
1,66,21.0,148,60,159,1507,14,13
1,43,8.0,64,33,134,889,33,8
0,27,5.4,42,1,22,757,24,13
1,85,31.3,187,86,215,1536,7,4
1,97,31.5,142,88,161,1912,11,5
0,34,4.5,89,24,81,1218,29,13
1,32,14.3,118,37,186,1821,22,8
0,54,20.1,52,54,130,840,23,7
1,91,29.8,125,86,213,1542,11,4
1,58,7.0,132,32,113,1310,22,8
0,65,19.8,61,62,191,1058,25,11
1,45,14.4,31,41,116,1152,33,7
1,81,18.0,155,90,150,1607,13,7
1,61,21.4,122,65,168,1430,21,7
1,81,27.6,145,71,205,1711,10,6
1,75,19.1,107,79,142,1036,25,6
1,98,36.7,158,102,254,1949,15,6
0,34,10.9,30,22,61,1021,28,16
0,35,12.5,52,17,74,863,33,8
1,69,16.2,131,76,158,1169,20,8
1,25,0.0,44,9,38,809,30,15
1,74,26.2,158,69,183,1787,18,9
0,55,14.8,102,52,143,1610,23,13
0,29,11.5,28,13,64,777,27,13
1,43,16.6,71,46,61,1463,21,6
0,11,8.1,39,1,36,716,32,11
1,58,26.4,64,76,120,1263,28,15
0,40,13.1,61,26,114,1224,41,13
1,60,21.2,126,53,173,1571,22,5
0,32,16.2,40,16,61,847,32,14
0,13,7.0,16,1,36,491,36,16
1,69,15.7,97,84,171,1183,20,11
1,59,20.2,67,78,132,1066,16,12
1,101,28.5,134,95,197,1446,14,6
0,1,3.3,0,1,0,328,43,20
0,53,18.6,54,51,168,1153,18,12
0,39,11.5,60,37,73,1179,32,9
1,44,18.0,96,30,126,1073,24,12
0,49,15.1,48,36,63,1087,32,8
1,29,10.8,50,11,112,826,33,12
0,1,0.0,0,1,0,444,44,16
1,80,24.8,86,84,173,1532,23,5
0,1,0.0,0,1,0,0,50,25
1,34,14.5,72,18,101,1037,18,12
2,104,31.2,150,114,236,2055,15,0
0,48,16.0,51,54,71,1040,30,15
0,25,1.2,23,16,95,873,24,14
0,17,3.6,40,11,41,621,44,20
1,58,13.8,63,40,121,1353,14,6
0,39,15.5,87,22,140,882,13,10
0,1,7.9,10,1,50,1102,41,9
0,32,5.6,16,5,45,872,28,14
0,1,0.0,13,1,2,649,38,18
0,3,3.5,0,1,1,277,45,14
1,83,15.7,141,83,188,1725,29,2
1,64,24.9,135,63,141,2013,13,11
0,53,13.6,53,35,46,1214,35,15
1,54,18.1,77,50,57,1259,25,8
0,25,6.3,41,16,45,655,38,11
0,20,2.1,18,12,45,1008,35,14
1,42,21.2,93,37,116,1185,29,8
1,92,27.8,200,96,182,2084,6,11
0,74,15.7,86,51,144,1619,23,12
0,24,7.4,54,1,160,868,28,16
0,7,6.0,11,1,18,640,37,16
1,78,22.5,98,98,166,1653,27,9
1,93,22.7,101,105,137,2019,18,5
0,1,0.2,0,1,15,111,45,19
0,1,0.7,18,1,34,899,42,9
1,90,23.7,137,87,175,1645,19,6
0,43,16.5,73,33,99,1220,31,10
0,34,16.5,53,21,92,1047,25,8
0,54,6.5,59,32,123,1160,30,15
1,44,8.2,8,15,134,718,23,10
1,109,35.6,206,103,252,1900,10,0
0,72,24.5,118,61,210,946,20,12
1,106,23.3,164,104,164,1897,21,7
0,4,2.2,0,1,0,86,44,19
0,1,6.9,0,1,42,341,48,12
0,1,5.2,17,1,50,538,37,15
1,54,23.8,125,47,138,1613,20,6
0,1,0.7,0,1,0,596,38,20
1,69,18.0,119,48,164,1317,6,7
2,121,33.0,206,118,257,2255,11,2
0,30,7.3,19,12,61,1044,34,11
0,4,0.1,0,1,50,764,39,12
0,16,6.3,25,7,34,849,40,13
1,68,19.8,123,69,128,1600,17,9
0,63,15.2,72,64,128,1275,25,8
0,45,23.7,52,43,83,1371,33,10
1,52,15.3,63,34,108,1144,19,12
1,40,15.8,75,44,79,1356,27,7
1,67,28.2,105,70,179,1684,10,11
0,1,0.0,0,1,13,171,44,16
0,37,18.3,106,42,84,1124,23,10
1,88,25.3,98,89,170,1654,21,12
1,88,26.3,181,79,234,2025,13,5
1,66,13.2,94,58,78,1396,13,10
0,19,7.9,24,5,16,1362,32,11
1,76,19.6,129,69,160,1910,18,8
0,4,3.1,49,1,75,957,39,15
0,1,0.0,0,1,7,402,48,22
1,41,12.7,103,39,118,1493,25,13
0,19,15.8,68,13,47,901,35,15
1,34,9.7,45,43,143,831,20,14
1,54,18.6,70,49,141,1524,32,7
0,7,0.0,0,1,49,483,44,18
2,92,30.6,211,100,242,1916,1,0
0,50,10.6,28,47,144,1547,29,6
0,44,15.2,45,39,52,1105,22,12
1,74,26.4,104,68,207,1316,23,8
1,83,24.2,131,81,195,1623,16,2
1,54,15.7,136,42,90,940,22,11
1,39,18.9,121,31,109,1327,23,6
0,91,20.5,89,90,136,1574,18,10
0,20,4.7,35,1,42,545,39,6
1,76,24.0,104,76,143,1191,17,5
1,71,25.2,137,83,173,1811,26,6
0,4,3.1,0,1,28,549,45,22
0,32,11.5,6,26,74,706,37,6
1,89,22.1,131,99,199,1626,16,2
0,6,6.6,15,8,66,937,33,15
1,86,28.5,138,86,181,1779,14,7
1,89,33.8,103,87,137,1477,13,2
0,35,6.1,93,49,81,1081,32,15
1,61,20.5,65,66,177,1249,20,11
0,54,21.3,97,46,103,1283,25,11
0,44,20.3,66,38,131,1350,16,10
2,94,28.3,159,95,223,1450,7,5
1,85,26.5,141,86,152,1852,11,5
0,26,5.6,53,24,51,1235,29,9
0,1,9.8,20,1,18,523,38,15
1,52,10.9,20,46,51,1505,37,9
0,43,12.7,68,23,79,1141,29,14
0,45,9.0,56,41,90,1035,28,12
0,40,10.4,36,30,67,1163,28,14
1,76,19.8,91,83,163,1007,25,7
1,53,21.0,78,50,104,976,17,7
1,57,22.8,130,58,70,1357,26,5
0,38,11.9,61,28,80,1143,36,9
1,85,27.7,136,93,226,1657,24,4
0,22,9.7,20,29,75,768,36,14
1,65,11.0,80,51,115,1080,28,7
1,77,15.1,145,74,145,1605,17,4
0,15,6.5,0,3,41,150,39,17
1,64,13.2,107,49,173,1113,26,13
0,61,18.7,95,44,112,1016,27,14
1,85,18.5,145,61,182,1838,10,8
0,2,5.2,0,1,0,492,36,16
1,88,26.9,83,91,171,1432,15,2
1,76,21.8,115,55,158,1533,28,10
1,62,22.1,119,56,148,727,21,9
1,69,25.0,158,68,175,1246,12,10
1,79,29.1,154,81,197,1736,10,6
1,98,23.6,192,104,226,1812,21,8
0,19,3.5,58,1,71,855,31,13
0,9,6.6,32,11,68,856,41,14
0,71,16.4,144,83,203,1847,18,6
0,38,7.1,45,14,134,699,31,14
1,68,17.5,102,65,145,1203,28,6
0,1,0.0,1,1,0,342,50,20
0,1,0.0,8,1,0,560,44,18
0,24,11.3,81,1,126,1136,29,8
1,88,26.9,158,77,205,1946,21,2
0,38,14.2,100,37,140,1130,28,10
1,27,12.9,53,27,88,1211,28,17
0,43,11.2,92,43,91,799,27,14
1,78,27.1,124,86,196,1280,19,7
1,47,12.1,91,44,67,815,24,15
0,17,11.0,12,1,74,554,32,19
1,101,26.8,184,92,216,1338,13,1
0,4,0.0,9,1,19,992,41,15
1,59,9.0,92,59,106,1245,30,8
0,40,10.5,76,29,120,1288,17,9
0,1,0.0,0,1,0,0,50,14
1,50,9.8,15,59,142,1064,32,11
0,32,2.6,21,23,100,823,35,13
1,83,18.7,136,68,183,1614,19,12
0,25,6.5,0,34,44,1029,38,9
0,30,4.5,30,30,65,762,28,15
1,59,22.4,90,68,84,1369,26,13
0,1,5.7,0,1,0,757,32,22
0,55,13.0,81,41,105,879,31,11
0,15,0.0,0,1,57,764,38,11
2,98,31.2,132,108,215,1442,10,0
1,40,7.2,49,22,82,747,41,10
0,56,17.9,69,62,196,1312,20,8
0,62,14.8,23,50,70,1348,27,13
1,61,22.0,120,62,186,1535,26,7
0,46,17.2,85,28,138,1172,28,11
0,5,11.1,62,4,59,932,41,15
0,12,13.1,44,1,0,343,26,16
0,1,0.7,0,1,0,420,41,15
1,91,30.9,162,81,213,1698,12,3
2,110,31.8,206,119,251,1900,16,5
1,81,19.3,112,94,130,1597,10,8
1,140,31.2,201,158,300,2615,12,0
1,61,18.7,113,55,120,1413,23,12
1,70,11.4,70,52,68,1392,25,11
1,105,20.3,133,114,198,1840,8,0
0,36,6.2,53,32,127,741,28,10
0,25,9.5,33,12,15,710,29,19
0,32,8.8,44,15,116,898,26,12
1,43,13.2,17,11,115,1066,36,7
1,37,18.0,29,30,59,1033,29,11
1,70,26.5,123,82,189,1499,19,6
0,66,21.1,74,49,103,1241,24,9
1,87,27.9,147,80,178,1205,19,0
1,94,21.9,165,117,222,1756,5,6
0,23,3.4,0,9,41,699,32,11
0,23,6.7,30,15,41,837,34,14
1,32,12.2,58,23,106,1245,21,6
0,5,6.1,33,3,6,558,35,17
0,62,23.1,103,63,181,1152,17,9
0,1,4.3,0,1,0,504,39,16
0,42,17.5,8,36,141,638,25,10
1,29,11.6,107,40,85,904,34,14
0,46,11.0,71,42,108,765,23,13
1,43,13.1,36,24,95,813,29,14
0,20,6.4,18,32,56,1109,34,15
0,49,15.5,20,42,131,1208,28,12
1,36,8.0,3,29,55,962,30,18
1,62,15.5,86,70,136,1439,28,7
0,1,0.0,0,1,0,200,50,19
1,86,15.2,153,103,194,1498,12,9
0,36,17.0,9,19,94,1298,35,11
1,35,9.0,38,15,66,1193,30,14
1,80,20.2,109,69,192,1664,14,3
0,6,7.2,77,1,26,847,31,17
1,53,22.0,113,44,79,842,25,12
0,36,9.5,1,21,102,1109,31,6
0,23,5.5,58,1,50,1025,26,11
1,105,21.1,198,106,228,1819,19,0
1,60,22.2,130,60,142,1099,17,10
1,88,29.9,99,90,169,1529,19,9
1,89,30.2,117,90,173,1647,7,8
1,79,19.4,130,77,170,1828,13,3
1,55,13.4,106,56,123,942,24,10
2,68,19.0,119,75,153,1782,19,5
0,49,11.0,32,44,74,1455,25,6
1,78,19.6,152,80,204,1548,20,1
1,56,25.1,103,53,215,1762,17,7
0,45,8.4,43,13,124,1012,23,12
0,22,8.5,47,17,68,985,30,9
2,74,21.8,191,54,200,1825,12,5
0,39,13.2,54,39,54,1017,31,9
1,84,27.9,87,83,159,1602,14,4
0,1,1.2,0,1,0,30,36,21
0,21,5.4,0,34,43,761,25,13
1,76,20.2,69,96,127,1656,28,14
0,39,12.4,16,15,138,1135,19,19
0,15,0.0,0,11,57,721,39,17
1,58,14.7,56,58,165,1099,17,11
0,28,11.7,89,30,90,994,29,18
1,72,16.3,154,78,153,1455,22,11
1,65,14.4,140,62,140,1636,24,6
0,1,15.8,25,1,102,1211,28,12
0,44,13.1,80,34,78,1463,34,7
1,58,14.0,108,47,64,1453,30,14
1,30,9.0,35,9,74,1102,34,12
1,36,17.7,88,34,114,1470,21,7
1,34,11.9,40,19,1,729,29,10
1,69,28.1,92,61,168,1590,9,7
0,24,8.9,1,18,93,1337,34,15
0,1,0.0,0,1,0,278,37,16
1,30,11.2,35,24,38,902,27,11
1,54,15.9,99,55,180,1334,26,14
0,35,9.8,68,26,95,1024,24,11
1,62,18.5,124,40,119,1442,26,7
1,51,18.2,110,53,134,1351,12,8
2,85,25.9,168,79,197,1278,14,10
1,55,17.7,92,56,104,1235,17,12
1,48,15.0,31,37,55,1174,27,13
0,42,13.6,76,33,73,873,31,12
1,78,19.5,190,75,138,1638,15,9
1,35,10.4,55,14,126,1146,31,8
1,75,18.3,110,75,177,1763,22,6
0,61,23.6,79,66,114,935,19,11
1,31,8.7,75,17,118,941,25,10
1,72,17.6,169,78,157,1723,19,6
0,9,0.2,0,13,108,907,31,10
0,8,9.3,20,17,43,984,31,14
0,7,3.0,10,1,31,691,42,18
1,72,20.5,108,78,176,1513,20,8
0,5,0.0,0,1,39,339,49,20
1,81,27.1,116,93,188,1528,10,5
1,54,18.1,158,52,182,1278,17,9
1,44,19.9,45,34,110,938,25,12
2,114,29.4,176,112,231,1879,13,1
1,48,12.4,90,35,98,1104,27,9
1,36,14.2,54,20,34,679,34,15
0,1,0.0,24,1,26,742,39,21
1,82,22.8,113,71,170,1824,10,9
2,105,31.9,184,114,208,2033,5,3
1,67,29.9,139,71,245,1906,14,5
2,78,21.4,132,87,253,1799,18,9
1,61,12.8,108,68,164,1304,24,1
1,55,16.5,56,47,100,1169,23,14
1,87,28.1,171,79,198,1639,10,2
1,12,9.5,40,2,113,616,25,11
0,71,17.9,150,75,201,1286,15,3
0,11,11.6,0,1,18,1120,49,12
1,47,18.8,78,39,136,1581,23,10
1,85,28.0,209,68,183,1780,16,0
0,13,12.2,0,18,21,1178,35,14
0,4,1.8,0,1,7,575,41,17
0,29,7.8,17,25,42,1163,31,10
1,82,14.4,83,50,205,1329,16,3
0,23,12.5,87,34,109,1048,35,14
0,65,16.7,107,51,156,1505,21,7
0,40,16.2,64,31,173,1098,26,11
1,60,14.9,98,74,129,1458,22,6
1,83,19.4,154,87,201,1171,19,7
0,69,20.4,69,66,117,1290,17,8
0,1,0.0,43,1,43,756,34,20
1,48,16.3,103,37,183,1201,17,9
1,81,18.6,109,75,162,1641,10,11
0,45,17.0,109,50,124,1165,31,10
0,33,10.8,75,33,99,916,24,15
0,54,18.7,78,63,116,1035,21,6
0,44,11.7,45,35,102,879,29,12
1,105,33.1,176,104,224,1721,19,4
0,1,-0.0,0,1,30,668,37,16
0,7,0.0,0,1,36,610,44,18
0,16,7.1,18,27,49,772,34,10
1,34,12.2,46,26,84,989,23,16
0,53,18.7,82,50,168,1163,25,7
1,90,22.7,116,87,243,1450,10,5
0,1,2.1,0,1,66,727,36,17
0,1,1.4,0,1,5,264,41,9
1,61,22.1,95,53,120,1096,18,9
1,54,17.0,57,51,101,1151,21,11
0,43,14.7,42,30,78,1197,32,12
0,63,11.2,123,51,123,1386,31,13
0,54,13.7,46,60,105,940,27,15
0,58,28.3,129,56,133,1363,26,7
0,48,12.6,68,36,119,937,19,4
2,81,28.3,148,88,189,1671,9,1
0,1,8.9,13,1,26,581,50,14
0,5,7.9,45,1,23,224,35,12
1,47,10.8,55,35,110,1270,27,12
0,1,0.0,7,1,0,736,41,18
0,60,15.3,94,53,130,1205,33,12
0,1,1.4,0,1,0,731,49,20
0,3,7.3,44,1,85,846,37,18
0,1,0.0,1,1,70,509,50,18
2,94,27.4,120,112,259,2086,2,5
1,70,22.4,139,88,212,1428,23,1
1,47,10.7,108,47,98,1363,29,8
0,40,8.3,56,28,23,808,27,11
0,1,-0.0,0,1,0,93,49,16
1,73,20.8,89,72,165,1455,19,7
1,95,25.4,161,93,165,1921,11,6
1,57,14.3,97,53,177,1283,20,10
2,119,30.6,233,128,234,2334,1,0
2,105,25.5,182,101,214,1647,13,4
1,97,27.9,149,102,225,1613,1,4
1,71,28.6,116,58,183,1319,16,9
2,79,22.5,167,82,169,1672,11,2
1,64,24.1,86,63,172,1171,14,7
0,15,4.7,12,1,100,941,34,12
1,73,22.0,94,69,112,1612,22,10
1,43,11.4,96,33,78,1487,22,7
0,22,9.8,7,20,70,762,35,16
0,9,2.8,0,1,53,535,38,11
0,12,9.3,75,9,80,884,35,16
0,11,4.2,0,1,48,627,40,15
1,64,24.1,52,52,168,1426,18,10
2,121,34.6,140,113,241,2018,11,0
0,26,0.4,10,14,40,604,42,13
0,36,5.1,88,33,155,1072,32,10
0,23,12.0,51,1,41,764,38,13
1,91,25.8,124,92,201,1960,20,7
1,70,26.3,152,68,172,1696,12,4
0,36,7.5,37,39,101,952,25,10
1,86,16.4,169,104,165,1471,20,4
0,52,15.3,84,34,109,1505,34,12
1,52,16.6,59,64,163,1320,25,13
1,97,24.0,180,111,186,1749,20,3
0,9,8.7,16,1,0,677,46,15
1,70,11.5,131,62,202,1088,17,6
1,51,16.3,75,37,122,1124,28,7
1,46,11.0,63,39,118,1095,24,11
2,134,36.2,235,138,252,2499,7,0
0,39,14.8,47,33,101,813,31,5
0,15,14.5,21,1,96,528,36,23
1,73,21.2,78,57,171,1620,21,6
0,80,15.5,132,77,197,1922,15,8
0,33,13.2,44,33,47,589,31,12
0,70,9.6,55,63,115,1671,17,7
1,54,14.6,55,45,108,1382,19,9
0,34,18.9,61,16,96,1006,28,12
1,19,9.8,20,8,8,370,22,14
1,92,21.7,134,91,192,1429,20,7
0,47,18.1,63,51,151,1185,25,4
1,94,27.1,164,99,153,1944,21,5
2,104,27.3,151,119,254,1893,14,4
1,66,16.4,119,62,162,1033,14,8
1,55,17.3,121,59,124,1461,24,5
1,38,7.4,28,30,97,727,35,10
1,60,17.6,86,51,152,1156,17,8
1,91,26.8,162,81,185,1693,22,9
0,41,6.1,0,17,47,969,35,16
1,77,20.7,123,76,163,1544,17,3
0,27,8.4,77,15,12,744,31,14
0,86,25.7,177,98,197,2064,12,7
2,99,25.9,148,102,180,2087,7,6
0,36,5.7,43,32,101,1058,35,16
0,43,12.4,7,22,65,924,38,11
1,63,10.3,96,64,170,1743,22,6
2,114,31.8,172,111,288,1758,8,3
1,43,15.6,29,29,81,1074,27,15
0,31,10.0,93,32,143,856,29,8
0,53,18.8,91,38,150,1250,13,10
1,80,18.9,123,88,203,1230,13,7
0,18,8.6,45,34,53,338,34,15
1,52,14.2,108,56,144,1033,11,10
1,52,17.2,12,53,125,1284,31,10
1,19,6.8,49,13,75,1084,36,14
1,84,16.6,92,71,193,1239,26,5
1,52,16.1,77,50,110,989,25,12
0,41,4.0,64,58,127,1247,23,11
1,61,22.8,102,67,162,1571,16,4
1,100,34.7,190,119,185,1831,16,8
2,102,36.9,173,118,219,1855,1,0
0,10,7.7,28,1,0,642,41,11
1,66,9.5,146,69,143,1374,23,10
1,54,16.4,91,48,150,1229,10,7
1,78,19.2,105,74,102,1740,20,2
0,31,13.1,49,22,95,1206,31,17
1,63,22.7,111,50,180,1585,19,8
1,67,20.3,122,64,138,1655,12,6
0,29,2.4,49,15,90,870,36,13
0,53,13.5,88,52,113,1238,25,13
1,85,21.0,125,100,129,1462,9,4
0,63,16.8,80,48,140,1415,28,6
2,104,27.1,210,115,257,1809,1,6
0,5,4.1,18,1,13,824,29,19
0,28,12.3,32,30,73,1018,23,11
0,10,3.3,0,1,19,976,43,14
1,72,22.8,123,68,135,1548,16,7
0,37,11.8,44,32,97,841,25,11
1,52,13.6,113,53,175,1763,21,10
0,8,2.0,0,9,22,309,46,19
1,67,15.7,92,65,112,1532,23,8
1,57,21.7,165,35,155,1475,21,8
0,22,1.8,14,1,23,1060,31,15
1,98,31.8,140,90,215,1876,17,5
1,77,21.6,121,60,230,1931,15,8
0,2,7.3,52,1,63,638,39,17
1,74,22.9,138,67,117,1418,17,8
0,13,3.9,0,28,48,711,37,18
1,56,13.7,89,54,141,835,21,13
0,48,14.1,92,42,117,975,21,10
1,80,25.3,182,86,226,1677,7,8
0,1,7.6,19,1,59,547,30,15
1,119,31.0,210,130,242,2154,5,2
1,68,17.4,116,60,150,1666,17,7
0,70,19.6,108,68,195,1495,18,6
1,63,16.5,56,51,169,1428,27,8
0,1,0.0,0,1,0,174,50,21
0,18,16.1,36,16,91,615,40,7
1,33,13.4,53,34,107,1423,29,18
1,29,7.1,33,16,95,1143,29,7
0,8,7.1,5,1,72,615,42,13
1,40,2.6,44,14,104,924,45,13
1,83,23.4,134,83,212,1756,17,7
1,77,29.4,109,84,238,1899,10,0
1,82,21.1,131,77,189,1818,14,5
0,1,4.8,0,1,4,598,41,15
0,46,12.6,76,34,101,1337,31,11
1,48,11.5,54,54,79,1386,32,7
1,80,19.5,120,84,170,1340,18,9
1,65,13.0,89,60,165,1379,12,11
1,38,15.1,90,46,98,945,32,14
1,90,31.2,150,92,158,1858,5,5
0,33,11.0,40,8,65,915,33,12
1,60,16.0,134,35,142,1599,20,10
1,70,24.9,154,87,220,2073,13,7
2,100,30.5,168,108,238,2231,7,0
0,39,13.5,90,43,133,1103,22,15
0,34,11.5,67,25,116,888,25,12
2,82,12.5,157,86,220,1906,14,3
0,24,8.6,93,18,75,1354,33,12
1,59,19.0,65,67,81,1546,22,15
1,42,11.4,65,22,172,1340,20,9
1,27,8.5,47,29,112,1084,36,15
1,77,23.9,120,91,103,1223,37,12
0,3,3.7,0,1,0,503,35,13
0,26,9.0,61,21,26,859,37,16
1,85,35.2,148,80,170,2136,2,6
0,20,0.0,30,1,0,514,48,15
0,44,15.8,125,30,103,1041,23,10
1,82,18.0,104,94,173,1623,9,8
0,35,14.3,17,22,86,1071,33,13
0,21,1.0,57,9,134,803,34,15
1,59,18.5,145,62,169,1392,18,6
1,66,23.9,132,74,213,1510,19,9
1,44,8.6,86,42,118,952,24,13
1,47,15.6,77,53,159,1529,38,13
0,1,0.0,0,1,0,227,50,24
1,71,25.9,139,71,162,1606,15,8
1,65,19.1,70,71,101,1076,22,10
1,109,27.8,190,104,206,1847,14,6
0,51,10.8,63,30,109,1160,38,15
1,60,18.9,87,51,127,1570,24,11
0,13,0.0,0,1,27,651,33,15
1,93,26.3,93,81,204,1288,18,3
1,98,25.3,81,107,195,1819,8,8
1,33,17.2,101,24,122,1343,20,8
0,58,22.8,114,35,195,1352,20,14
1,46,16.7,82,23,90,1146,28,12
0,48,11.4,42,47,70,1327,29,7
0,23,5.6,77,19,106,316,25,15
1,96,26.2,94,95,254,1890,9,6
1,67,29.1,144,66,179,1476,12,12
2,117,32.5,197,127,277,1876,4,6
2,95,32.0,128,107,182,2031,19,9
1,13,9.0,13,3,68,747,25,5
1,50,8.4,71,53,157,1625,31,11
1,62,17.4,107,78,140,1359,21,11
0,9,11.5,0,5,83,527,31,13
1,96,27.1,193,95,269,1586,11,4
0,51,12.3,103,21,122,889,21,11
1,27,11.6,58,2,54,1182,39,12
0,39,8.1,66,16,144,1084,34,8
1,42,17.4,115,33,82,1027,21,12
1,55,15.1,116,33,174,1040,16,11
0,20,5.3,23,1,50,695,31,19
1,34,13.5,35,15,88,927,26,12
0,58,19.0,84,59,128,1167,22,9
0,4,2.2,22,1,29,385,38,19
1,62,20.0,75,61,124,1333,33,10
1,69,19.8,148,76,214,1958,24,14
1,56,18.0,128,38,105,1001,28,6
1,77,23.4,134,66,164,1019,23,8
0,25,13.0,74,17,50,820,29,14
0,34,10.0,72,22,98,1159,35,12
0,6,4.9,41,1,107,562,38,12
1,78,24.1,91,86,158,1435,15,11
1,87,28.1,159,83,166,1730,17,3
0,22,8.0,8,14,27,973,31,10
0,31,7.4,11,36,111,956,36,12
0,50,18.7,63,23,84,1201,24,12
1,30,8.5,56,12,55,944,35,11
0,41,16.8,89,32,124,1549,23,10
0,52,14.8,55,67,108,1529,26,14
0,31,6.5,37,25,58,251,37,16
1,69,20.5,126,55,149,1666,21,4
0,46,15.9,85,46,135,1062,23,12
1,59,12.4,74,52,110,1590,24,7
0,57,8.1,114,53,73,1338,26,10
1,117,29.3,186,124,238,1945,1,1
1,42,10.9,46,30,82,1130,23,7
