학교명,학년,학생수,교사수
주학초등학교,6,14,1
죽도초등학교,1,16,1
죽도초등학교,2,11,1
죽도초등학교,3,10,1
죽도초등학교,4,15,1
죽도초등학교,5,17,1
죽도초등학교,6,10,1
죽리초등학교,1,30,2
죽리초등학교,2,23,2
죽리초등학교,3,35,2
죽리초등학교,4,23,2
죽리초등학교,5,31,2
죽리초등학교,6,27,4
죽림초등학교,1,373,16
죽림초등학교,2,410,18
죽림초등학교,3,398,17
죽림초등학교,4,443,18
죽림초등학교,5,471,20
죽림초등학교,6,524,20
죽백초등학교,1,32,2
죽백초등학교,2,44,2
죽백초등학교,3,30,2
죽백초등학교,4,36,2
죽백초등학교,5,38,2
죽백초등학교,6,37,3
죽변초등학교,1,22,1
죽변초등학교,2,25,1
죽변초등학교,3,24,2
죽변초등학교,4,30,2
죽변초등학교,5,35,2
죽변초등학교,6,31,2
죽산초등학교,1,27,2
죽산초등학교,2,29,2
죽산초등학교,3,35,3
죽산초등학교,4,30,2
죽산초등학교,5,45,3
죽산초등학교,6,48,4
죽성초등학교,1,15,1
죽성초등학교,2,17,1
죽성초등학교,3,19,1
죽성초등학교,4,6,1
죽성초등학교,5,8,1
죽성초등학교,6,17,2
죽왕초등학교,1,14,1
죽왕초등학교,2,4,1
죽왕초등학교,3,5,1
죽왕초등학교,4,10,1
죽왕초등학교,5,8,1
죽왕초등학교,6,7,1
죽전초등학교,1,60,3
죽전초등학교,2,63,3
죽전초등학교,3,56,3
죽전초등학교,4,45,2
죽전초등학교,5,40,2
죽전초등학교,6,60,3
죽천초등학교,1,10,1
죽천초등학교,2,10,1
죽천초등학교,3,11,1
죽천초등학교,4,13,1
죽천초등학교,5,18,1
죽천초등학교,6,6,1
죽향초등학교,1,31,2
죽향초등학교,2,31,2
죽향초등학교,3,42,2
죽향초등학교,4,31,2
죽향초등학교,5,45,3
죽향초등학교,6,62,4
죽화초등학교,1,5,1
죽화초등학교,2,6,1
죽화초등학교,3,7,1
죽화초등학교,4,3,1
죽화초등학교,5,11,1
죽화초등학교,6,9,1
줄포초등학교,1,3,1
줄포초등학교,2,9,1
줄포초등학교,3,13,1
줄포초등학교,4,5,1
줄포초등학교,5,6,1
줄포초등학교,6,12,2
중곡초등학교,1,122,7
중곡초등학교,2,163,7
중곡초등학교,3,126,5
중곡초등학교,4,148,6
중곡초등학교,5,163,7
중곡초등학교,6,162,7
중남초등학교,1,27,2
중남초등학교,2,39,2
중남초등학교,3,40,2
중남초등학교,4,40,3
중남초등학교,5,35,2
중남초등학교,6,57,3
중동초등학교,1,184,10
중동초등학교,2,166,9
중동초등학교,3,177,9
중동초등학교,4,177,8
중동초등학교,5,193,9
중동초등학교,6,210,12
중리초등학교,1,113,6
중리초등학교,2,159,8
중리초등학교,3,171,8
중리초등학교,4,167,8
중리초등학교,5,204,9
중리초등학교,6,202,10
중문초등학교,1,124,6
중문초등학교,2,115,5
중문초등학교,3,103,4
중문초등학교,4,126,5
중문초등학교,5,134,5
중문초등학교,6,134,5
중부초등학교,1,136,7
중부초등학교,2,140,6
중부초등학교,3,149,8
중부초등학교,4,149,7
중부초등학교,5,188,8
중부초등학교,6,194,10
중산초등학교,1,342,14
중산초등학교,2,355,14
중산초등학교,3,352,13
중산초등학교,4,314,12
중산초등학교,5,348,13
중산초등학교,6,308,13
중앙기독초등학교,1,135,5
중앙기독초등학교,2,142,6
중앙기독초등학교,3,138,5
중앙기독초등학교,4,145,6
중앙기독초등학교,5,143,5
중앙기독초등학교,6,149,6
중앙대학교사범대학부속초등학교,1,124,5
중앙대학교사범대학부속초등학교,2,122,5
중앙대학교사범대학부속초등학교,3,123,5
중앙대학교사범대학부속초등학교,4,119,5
중앙대학교사범대학부속초등학교,5,120,5
중앙대학교사범대학부속초등학교,6,120,5
중앙초등학교,1,503,25
중앙초등학교,2,540,24
중앙초등학교,3,590,25
중앙초등학교,4,539,25
중앙초등학교,5,609,29
중앙초등학교,6,611,28
중원초등학교,1,77,3
중원초등학교,2,78,3
중원초등학교,3,86,4
중원초등학교,4,96,4
중원초등학교,5,99,4
중원초등학교,6,116,6
중일초등학교,1,173,7
중일초등학교,2,177,7
중일초등학교,3,190,7
중일초등학교,4,194,8
중일초등학교,5,216,8
중일초등학교,6,213,9
중탑초등학교,1,101,6
중탑초등학교,2,89,4
중탑초등학교,3,85,4
중탑초등학교,4,79,3
중탑초등학교,5,88,4
중탑초등학교,6,75,3
중현초등학교,1,54,3
중현초등학교,2,68,4
중현초등학교,3,65,3
중현초등학교,4,68,3
중현초등학교,5,87,4
중현초등학교,6,90,4
중흥초등학교,1,117,5
중흥초등학교,2,131,5
중흥초등학교,3,138,5
중흥초등학교,4,140,5
중흥초등학교,5,144,6
중흥초등학교,6,138,5
증산초등학교,1,271,11
증산초등학교,2,294,13
증산초등학교,3,269,11
증산초등학교,4,288,13
증산초등학교,5,295,12
증산초등학교,6,327,14
증안초등학교,1,96,4
증안초등학교,2,107,5
증안초등학교,3,90,4
증안초등학교,4,124,5
증안초등학교,5,131,6
증안초등학교,6,159,7
증평초등학교,1,205,9
증평초등학교,2,165,7
증평초등학교,3,199,9
증평초등학교,4,197,10
증평초등학교,5,215,9
증평초등학교,6,191,9
증포초등학교,1,127,5
증포초등학교,2,134,5
증포초등학교,3,158,7
증포초등학교,4,133,5
증포초등학교,5,173,7
증포초등학교,6,186,8
지곡초등학교,1,30,3
지곡초등학교,2,34,3
지곡초등학교,3,32,3
지곡초등학교,4,43,4
지곡초등학교,5,42,5
지곡초등학교,6,37,4
지도초등학교,1,93,5
지도초등학교,2,97,5
지도초등학교,3,117,5
지도초등학교,4,116,6
지도초등학교,5,132,5
지도초등학교,6,134,6
지동초등학교,1,36,2
지동초등학교,2,43,2
지동초등학교,3,42,2
지동초등학교,4,43,2
지동초등학교,5,57,3
지동초등학교,6,69,5
지보초등학교,1,7,1
지보초등학교,2,7,1
지보초등학교,3,7,1
지보초등학교,4,7,1
지보초등학교,5,8,1
지보초등학교,6,11,2
지산초등학교,1,188,9
지산초등학교,2,220,11
지산초등학교,3,201,9
지산초등학교,4,214,10
지산초등학교,5,225,11
지산초등학교,6,246,10
지석초등학교,1,38,2
지석초등학교,2,53,3
지석초등학교,3,50,2
지석초등학교,4,64,3
지석초등학교,5,68,4
지석초등학교,6,68,3
지장초등학교,1,63,3
지장초등학교,2,68,4
지장초등학교,3,90,5
지장초등학교,4,80,3
지장초등학교,5,100,5
지장초등학교,6,79,3
지정초등학교,1,13,1
지정초등학교,2,19,3
지정초등학교,3,8,1
지정초등학교,4,5,1
지정초등학교,5,10,2
지정초등학교,6,15,2
지제초등학교,1,144,6
지제초등학교,2,98,4
지제초등학교,3,93,4
지제초등학교,4,86,3
지제초등학교,5,76,3
지제초등학교,6,86,4
지천초등학교,1,11,1
지천초등학교,2,6,1
지천초등학교,3,5,1
지천초등학교,4,5,1
지천초등학교,5,9,1
지천초등학교,6,6,1
지축초등학교,1,350,13
지축초등학교,2,289,11
지축초등학교,3,273,10
지축초등학교,4,199,8
지축초등학교,5,187,7
지축초등학교,6,183,9
지평초등학교,1,12,1
지평초등학교,2,12,1
지평초등학교,3,17,2
지평초등학교,4,20,1
지평초등학교,5,17,1
지평초등학교,6,27,2
지한초등학교,1,85,5
지한초등학교,2,89,4
지한초등학교,3,82,4
지한초등학교,4,69,3
지한초등학교,5,52,4
지한초등학교,6,47,2
지행초등학교,1,132,5
지행초등학교,2,155,6
지행초등학교,3,172,8
지행초등학교,4,165,6
지행초등학교,5,184,8
지행초등학교,6,171,8
지현초등학교,1,6,1
지현초등학교,2,13,1
지현초등학교,3,5,1
지현초등학교,4,5,1
지현초등학교,5,7,2
지현초등학교,6,7,1
직산초등학교,1,19,1
직산초등학교,2,18,2
직산초등학교,3,26,1
직산초등학교,4,23,2
직산초등학교,5,42,2
직산초등학교,6,26,1
직지초등학교,1,128,8
직지초등학교,2,104,5
직지초등학교,3,113,6
직지초등학교,4,114,6
직지초등학교,5,121,6
직지초등학교,6,113,5
진가초등학교,1,9,1
진가초등학교,2,12,1
진가초등학교,3,9,1
진가초등학교,4,13,1
진가초등학교,5,11,2
진가초등학교,6,12,1
진건초등학교,1,44,2
진건초등학교,2,48,2
진건초등학교,3,45,3
진건초등학교,4,64,4
진건초등학교,5,78,3
진건초등학교,6,65,3
진교초등학교,1,37,2
진교초등학교,2,25,2
진교초등학교,3,39,2
진교초등학교,4,37,2
진교초등학교,5,58,4
진교초등학교,6,45,3
진남초등학교,1,135,8
진남초등학교,2,167,8
진남초등학교,3,181,8
진남초등학교,4,185,8
진남초등학교,5,228,10
진남초등학교,6,257,12
진도초등학교,1,76,4
진도초등학교,2,86,5
진도초등학교,3,90,4
진도초등학교,4,87,4
진도초등학교,5,116,5
진도초등학교,6,111,6
진동초등학교,1,107,5
진동초등학교,2,121,5
진동초등학교,3,111,4
진동초등학교,4,120,5
진동초등학교,5,122,6
진동초등학교,6,104,4
진량초등학교,1,78,4
진량초등학교,2,83,4
진량초등학교,3,85,4
진량초등학교,4,63,3
진량초등학교,5,94,4
진량초등학교,6,80,3
진례초등학교,1,26,2
진례초등학교,2,23,1
진례초등학교,3,14,1
진례초등학교,4,16,1
진례초등학교,5,23,1
진례초등학교,6,16,1
진만초등학교,1,73,4
진만초등학교,2,62,3
진만초등학교,3,59,3
진만초등학교,4,67,3
진만초등학교,5,72,4
진만초등학교,6,62,3
진말초등학교,1,178,7
진말초등학교,2,167,6
진말초등학교,3,177,7
진말초등학교,4,163,6
진말초등학교,5,175,6
진말초등학교,6,163,6
진목초등학교,1,76,4
진목초등학교,2,87,4
진목초등학교,3,90,4
진목초등학교,4,104,4
진목초등학교,5,107,6
진목초등학교,6,126,6
진보초등학교,1,25,1
진보초등학교,2,31,2
진보초등학교,3,28,1
진보초등학교,4,28,1
진보초등학교,5,33,3
진보초등학교,6,30,2
진부초등학교,1,21,1
진부초등학교,2,26,2
진부초등학교,3,26,2
진부초등학교,4,29,2
진부초등학교,5,31,2
진부초등학교,6,35,3
진산초등학교,1,8,1
진산초등학교,2,6,1
진산초등학교,3,4,1
진산초등학교,4,5,1
진산초등학교,5,9,1
진산초등학교,6,11,2
진상초등학교,1,10,1
진상초등학교,2,6,1
진상초등학교,3,5,1
진상초등학교,4,8,1
진상초등학교,5,5,1
진상초등학교,6,17,2
진성초등학교,1,29,2
진성초등학교,2,30,3
진성초등학교,3,36,2
진성초등학교,4,28,3
진성초등학교,5,40,2
진성초등학교,6,30,2
진안중앙초등학교,1,16,1
진안중앙초등학교,2,20,1
진안중앙초등학교,3,27,2
진안중앙초등학교,4,25,1
진안중앙초등학교,5,41,2
진안중앙초등학교,6,41,3
진안초등학교,1,111,5
진안초등학교,2,113,5
진안초등학교,3,118,5
진안초등학교,4,138,7
진안초등학교,5,147,6
진안초등학교,6,146,7
진영금병초등학교,1,220,12
진영금병초등학교,2,196,8
진영금병초등학교,3,218,9
진영금병초등학교,4,227,9
진영금병초등학교,5,223,9
진영금병초등학교,6,234,9
진영대창초등학교,1,87,4
진영대창초등학교,2,78,3
진영대창초등학교,3,86,4
진영대창초등학교,4,95,4
진영대창초등학교,5,130,6
진영대창초등학교,6,112,5
진영대흥초등학교,1,117,6
진영대흥초등학교,2,132,6
진영대흥초등학교,3,99,4
진영대흥초등학교,4,101,4
진영대흥초등학교,5,101,5
진영대흥초등학교,6,96,5
진영장등초등학교,1,74,3
진영장등초등학교,2,67,3
진영장등초등학교,3,84,4
진영장등초등학교,4,49,2
진영장등초등학교,5,80,3
진영장등초등학교,6,40,2
진영중앙초등학교,1,234,11
진영중앙초등학교,2,214,9
진영중앙초등학교,3,229,9
진영중앙초등학교,4,223,9
진영중앙초등학교,5,232,9
진영중앙초등학교,6,225,8
진원동초등학교,1,8,2
진원동초등학교,2,6,1
진원동초등학교,3,13,1
진원동초등학교,4,10,1
진원동초등학교,5,8,1
진원동초등학교,6,12,1
진원초등학교,1,27,2
진원초등학교,2,30,2
진원초등학교,3,42,3
진원초등학교,4,36,2
진원초등학교,5,38,2
진원초등학교,6,42,2
진월초등학교,1,99,6
진월초등학교,2,109,6
진월초등학교,3,114,6
진월초등학교,4,136,6
진월초등학교,5,147,7
진월초등학교,6,112,7
진위초등학교,1,14,1
진위초등학교,2,19,1
진위초등학교,3,21,1
진위초등학교,4,24,1
진위초등학교,5,25,1
진위초등학교,6,54,3
진잠초등학교,1,66,4
진잠초등학교,2,62,3
진잠초등학교,3,70,4
진잠초등학교,4,87,4
진잠초등학교,5,78,4
진잠초등학교,6,99,6
진접초등학교,1,101,4
진접초등학교,2,137,5
진접초등학교,3,122,6
진접초등학교,4,142,6
진접초등학교,5,169,6
진접초등학교,6,174,8
진제초등학교,1,71,4
진제초등학교,2,92,4
진제초등학교,3,81,4
진제초등학교,4,81,4
진제초등학교,5,117,5
진제초등학교,6,127,6
진주교육대학교부설초등학교,1,81,4
진주교육대학교부설초등학교,2,79,4
진주교육대학교부설초등학교,3,80,4
진주교육대학교부설초등학교,4,92,4
진주교육대학교부설초등학교,5,96,5
진주교육대학교부설초등학교,6,95,4
진주초등학교,1,22,2
진주초등학교,2,52,4
진주초등학교,3,47,3
진주초등학교,4,47,3
진주초등학교,5,61,4
진주초등학교,6,98,6
진천삼수초등학교,1,101,5
진천삼수초등학교,2,125,6
진천삼수초등학교,3,105,5
진천삼수초등학교,4,111,5
진천삼수초등학교,5,149,8
진천삼수초등학교,6,143,6
진천상산초등학교,1,95,5
진천상산초등학교,2,113,5
진천상산초등학교,3,109,5
진천상산초등학교,4,112,5
진천상산초등학교,5,119,5
진천상산초등학교,6,154,8
진천상신초등학교,1,210,8
진천상신초등학교,2,220,9
진천상신초등학교,3,199,9
진천상신초등학교,4,209,9
진천상신초등학교,5,194,8
진천상신초등학교,6,125,6
진평초등학교,1,100,4
진평초등학교,2,112,5
진평초등학교,3,90,4
진평초등학교,4,118,5
진평초등학교,5,123,5
진평초등학교,6,116,5
진해남산초등학교,1,25,2
진해남산초등학교,2,43,2
진해남산초등학교,3,39,2
진해남산초등학교,4,38,2
진해남산초등학교,5,37,2
진해남산초등학교,6,54,3
진해냉천초등학교,1,216,10
진해냉천초등학교,2,199,8
진해냉천초등학교,3,196,9
진해냉천초등학교,4,201,8
진해냉천초등학교,5,191,8
진해냉천초등학교,6,192,8
진해신항초등학교,1,212,9
진해신항초등학교,2,231,10
진해신항초등학교,3,220,9
진해신항초등학교,4,172,8
진해신항초등학교,5,184,8
진해신항초등학교,6,174,7
진해중앙초등학교,1,38,2
진해중앙초등학교,2,48,2
진해중앙초등학교,3,45,2
진해중앙초등학교,4,49,3
진해중앙초등학교,5,62,4
진해중앙초등학교,6,57,3
진흥초등학교,1,82,4
진흥초등학교,2,104,5
진흥초등학교,3,99,4
진흥초등학교,4,108,6
진흥초등학교,5,98,4
진흥초등학교,6,116,6
집현초등학교,1,149,8
집현초등학교,2,131,7
집현초등학교,3,129,6
집현초등학교,4,95,5
집현초등학교,5,120,6
집현초등학교,6,113,7
차동초등학교,1,13,1
차동초등학교,2,13,1
차동초등학교,3,16,2
차동초등학교,4,13,1
차동초등학교,5,9,1
차동초등학교,6,33,2
차산초등학교,1,59,3
차산초등학교,2,60,3
차산초등학교,3,73,3
차산초등학교,4,85,4
차산초등학교,5,78,3
차산초등학교,6,110,5
참샘초등학교,1,70,4
참샘초등학교,2,101,6
참샘초등학교,3,84,4
참샘초등학교,4,81,4
참샘초등학교,5,103,4
참샘초등학교,6,108,5
창남초등학교,1,43,2
창남초등학교,2,52,2
창남초등학교,3,49,3
창남초등학교,4,57,3
창남초등학교,5,58,3
창남초등학교,6,55,4
창녕초등학교,1,81,4
창녕초등학교,2,87,4
창녕초등학교,3,91,4
창녕초등학교,4,89,4
창녕초등학교,5,108,5
창녕초등학교,6,103,6
창동초등학교,1,71,3
창동초등학교,2,69,3
창동초등학교,3,94,4
창동초등학교,4,105,5
창동초등학교,5,101,4
창동초등학교,6,124,6
창릉초등학교,1,115,5
창릉초등학교,2,133,6
창릉초등학교,3,118,5
창릉초등학교,4,88,4
창릉초등학교,5,85,4
창릉초등학교,6,66,3
창리초등학교,1,311,12
창리초등학교,2,299,11
창리초등학교,3,258,11
창리초등학교,4,252,10
창리초등학교,5,198,9
창리초등학교,6,181,7
창북초등학교,1,4,1
창북초등학교,2,8,1
창북초등학교,3,7,1
창북초등학교,4,11,2
창북초등학교,5,6,1
창북초등학교,6,10,1
창선초등학교,1,11,1
창선초등학교,2,6,1
창선초등학교,3,19,2
창선초등학교,4,11,1
창선초등학교,5,19,1
창선초등학교,6,15,1
창신초등학교,1,344,15
창신초등학교,2,338,15
창신초등학교,3,360,15
창신초등학교,4,350,14
창신초등학교,5,399,16
창신초등학교,6,396,17
창영초등학교,1,93,5
창영초등학교,2,92,4
창영초등학교,3,71,4
창영초등학교,4,121,5
창영초등학교,5,112,5
창영초등학교,6,129,5
창용초등학교,1,39,2
창용초등학교,2,39,2
창용초등학교,3,42,2
창용초등학교,4,29,2
창용초등학교,5,65,4
창용초등학교,6,51,2
창우초등학교,1,86,4
창우초등학교,2,85,3
창우초등학교,3,56,3
창우초등학교,4,77,4
창우초등학교,5,93,4
창우초등학교,6,77,4
창원남산초등학교,1,21,2
창원남산초등학교,2,24,2
창원남산초등학교,3,30,2
창원남산초등학교,4,20,1
창원남산초등학교,5,21,1
창원남산초등학교,6,35,3
창원상남초등학교,1,60,3
창원상남초등학교,2,72,3
창원상남초등학교,3,85,4
창원상남초등학교,4,79,4
창원상남초등학교,5,88,4
창원상남초등학교,6,86,4
창원신월초등학교,1,30,2
창원신월초등학교,2,35,2
창원신월초등학교,3,46,2
창원신월초등학교,4,40,2
창원신월초등학교,5,49,2
창원신월초등학교,6,63,4
창원초등학교,1,52,3
창원초등학교,2,68,4
창원초등학교,3,53,3
창원초등학교,4,83,5
창원초등학교,5,63,3
창원초등학교,6,66,3
창원한들초등학교,1,40,3
창원한들초등학교,2,34,2
창원한들초등학교,3,44,2
창원한들초등학교,4,42,2
창원한들초등학교,5,56,3
창원한들초등학교,6,45,2
창진초등학교,1,78,4
창진초등학교,2,96,5
창진초등학교,3,70,3
창진초등학교,4,63,3
창진초등학교,5,77,4
창진초등학교,6,81,4
창천초등학교,1,7,1
창천초등학교,2,5,1
창천초등학교,3,9,1
창천초등학교,4,4,1
창천초등학교,5,7,1
창천초등학교,6,8,1
창평초등학교,1,6,1
창평초등학교,2,12,1
창평초등학교,3,13,1
창평초등학교,4,9,1
창평초등학교,5,17,1
창평초등학교,6,14,1
창포초등학교,1,105,4
창포초등학교,2,96,4
창포초등학교,3,87,4
창포초등학교,4,119,5
창포초등학교,5,95,5
창포초등학교,6,81,4
창현초등학교,1,131,6
창현초등학교,2,110,4
창현초등학교,3,128,5
창현초등학교,4,128,5
창현초등학교,5,142,6
창현초등학교,6,139,5
창호초등학교,1,37,3
창호초등학교,2,17,2
창호초등학교,3,20,2
창호초등학교,4,20,3
창호초등학교,5,17,3
창호초등학교,6,14,2
채운초등학교,1,11,1
채운초등학교,2,18,1
채운초등학교,3,14,1
채운초등학교,4,10,1
채운초등학교,5,18,2
채운초등학교,6,12,1
척과초등학교,1,10,1
척과초등학교,2,9,1
척과초등학교,3,10,1
척과초등학교,4,8,1
척과초등학교,5,13,2
척과초등학교,6,7,1
천가초등학교,1,15,1
천가초등학교,2,10,1
천가초등학교,3,10,1
천가초등학교,4,11,1
천가초등학교,5,6,1
천가초등학교,6,21,2
천곡초등학교,1,113,6
천곡초등학교,2,144,7
천곡초등학교,3,169,7
천곡초등학교,4,167,7
천곡초등학교,5,185,9
천곡초등학교,6,193,9
천남초등학교,1,14,1
천남초등학교,2,12,1
천남초등학교,3,10,1
천남초등학교,4,10,1
천남초등학교,5,10,1
천남초등학교,6,24,2
천마초등학교,1,115,7
천마초등학교,2,126,6
천마초등학교,3,145,8
천마초등학교,4,137,6
천마초등학교,5,169,8
천마초등학교,6,202,10
천보초등학교,1,103,4
천보초등학교,2,76,3
천보초등학교,3,91,4
천보초등학교,4,94,4
천보초등학교,5,92,4
천보초등학교,6,74,4
천북초등학교,1,23,2
천북초등학교,2,20,2
천북초등학교,3,24,2
천북초등학교,4,19,2
천북초등학교,5,26,3
천북초등학교,6,30,3
천상초등학교,1,77,4
천상초등학교,2,68,3
천상초등학교,3,73,3
천상초등학교,4,83,3
천상초등학교,5,92,5
천상초등학교,6,101,4
천생초등학교,1,48,2
천생초등학교,2,67,3
천생초등학교,3,63,3
천생초등학교,4,68,4
천생초등학교,5,96,5
천생초등학교,6,107,4
천서초등학교,1,10,1
천서초등학교,2,10,1
천서초등학교,3,8,1
천서초등학교,4,7,1
천서초등학교,5,3,1
천서초등학교,6,8,1
천성초등학교,1,88,5
천성초등학교,2,83,4
천성초등학교,3,91,4
천성초등학교,4,96,4
천성초등학교,5,103,4
천성초등학교,6,117,6
천안가람초등학교,1,245,13
천안가람초등학교,2,180,8
천안가람초등학교,3,152,7
천안가람초등학교,4,116,5
천안가람초등학교,5,110,6
천안가람초등학교,6,60,3
천안가온초등학교,1,155,7
천안가온초등학교,2,153,6
천안가온초등학교,3,188,8
천안가온초등학교,4,172,7
천안가온초등학교,5,200,8
천안가온초등학교,6,211,9
천안구성초등학교,1,53,4
천안구성초등학교,2,75,3
천안구성초등학교,3,60,3
천안구성초등학교,4,74,3
천안구성초등학교,5,100,5
천안구성초등학교,6,97,4
천안남산초등학교,1,48,3
천안남산초등학교,2,55,3
천안남산초등학교,3,64,4
천안남산초등학교,4,54,3
천안남산초등학교,5,66,4
천안남산초등학교,6,71,3
천안능수초등학교,1,83,6
천안능수초등학교,2,66,5
천안능수초등학교,3,38,3
천안능수초등학교,4,36,4
천안능수초등학교,5,18,2
천안능수초등학교,6,12,2
천안두정초등학교,1,166,9
천안두정초등학교,2,171,7
천안두정초등학교,3,116,5
천안두정초등학교,4,142,6
천안두정초등학교,5,161,6
천안두정초등학교,6,126,5
천안미라초등학교,1,48,3
천안미라초등학교,2,59,3
천안미라초등학교,3,58,3
천안미라초등학교,4,50,2
천안미라초등학교,5,72,4
천안미라초등학교,6,53,2
천안백석초등학교,1,96,5
천안백석초등학교,2,142,7
천안백석초등학교,3,136,5
천안백석초등학교,4,135,5
천안백석초등학교,5,184,8
천안백석초등학교,6,179,8
천안봉명초등학교,1,40,2
천안봉명초등학교,2,46,2
천안봉명초등학교,3,49,3
천안봉명초등학교,4,43,2
천안봉명초등학교,5,41,2
천안봉명초등학교,6,50,3
천안봉서초등학교,1,99,5
천안봉서초등학교,2,75,3
천안봉서초등학교,3,99,5
천안봉서초등학교,4,108,4
천안봉서초등학교,5,111,5
천안봉서초등학교,6,100,4
천안부대초등학교,1,23,2
천안부대초등학교,2,35,2
천안부대초등학교,3,28,2
천안부대초등학교,4,23,2
천안부대초등학교,5,17,1
천안부대초등학교,6,28,3
천안부성초등학교,1,119,6
천안부성초등학교,2,113,5
천안부성초등학교,3,102,4
천안부성초등학교,4,106,5
천안부성초등학교,5,120,5
천안부성초등학교,6,121,6
천안부영초등학교,1,53,3
천안부영초등학교,2,54,3
천안부영초등학교,3,61,3
천안부영초등학교,4,50,2
천안부영초등학교,5,59,3
천안부영초등학교,6,69,4
천안불당초등학교,1,174,8
천안불당초등학교,2,173,7
천안불당초등학교,3,205,8
천안불당초등학교,4,196,9
천안불당초등학교,5,247,9
천안불당초등학교,6,267,10
천안불무초등학교,1,343,14
천안불무초등학교,2,353,12
천안불무초등학교,3,378,13
천안불무초등학교,4,343,12
천안불무초등학교,5,359,12
천안불무초등학교,6,307,12
천안삼거리초등학교,1,65,3
천안삼거리초등학교,2,71,4
천안삼거리초등학교,3,80,3
천안삼거리초등학교,4,86,4
천안삼거리초등학교,5,103,4
천안삼거리초등학교,6,92,4
천안새샘초등학교,1,199,9
천안새샘초등학교,2,207,8
천안새샘초등학교,3,196,8
천안새샘초등학교,4,229,9
천안새샘초등학교,5,220,8
천안새샘초등학교,6,250,10
천안서당초등학교,1,150,7
천안서당초등학교,2,133,5
천안서당초등학교,3,137,5
천안서당초등학교,4,162,7
천안서당초등학교,5,155,6
천안서당초등학교,6,158,7
천안서초등학교,1,73,4
천안서초등학교,2,70,3
천안서초등학교,3,95,5
천안서초등학교,4,85,4
천안서초등학교,5,113,5
천안서초등학교,6,115,6
천안성성초등학교,1,199,9
천안성성초등학교,2,234,9
천안성성초등학교,3,223,9
천안성성초등학교,4,177,7
천안성성초등학교,5,198,9
천안성성초등학교,6,163,8
천안성정초등학교,1,35,2
천안성정초등학교,2,40,2
천안성정초등학교,3,49,3
천안성정초등학교,4,57,3
천안성정초등학교,5,59,4
천안성정초등학교,6,59,3
천안수곡초등학교,1,105,5
천안수곡초등학교,2,110,4
천안수곡초등학교,3,102,4
천안수곡초등학교,4,109,5
천안수곡초등학교,5,113,5
천안수곡초등학교,6,124,6
천안신대초등학교,1,104,5
천안신대초등학교,2,107,5
천안신대초등학교,3,71,3
천안신대초등학교,4,97,4
천안신대초등학교,5,121,5
천안신대초등학교,6,113,6
천안신부초등학교,1,71,5
천안신부초등학교,2,92,4
천안신부초등학교,3,89,4
천안신부초등학교,4,105,4
천안신부초등학교,5,106,4
천안신부초등학교,6,120,5
천안신안초등학교,1,121,5
천안신안초등학교,2,94,4
천안신안초등학교,3,93,4
천안신안초등학교,4,95,4
천안신안초등학교,5,119,5
천안신안초등학교,6,112,5
천안신용초등학교,1,100,5
천안신용초등학교,2,106,6
천안신용초등학교,3,103,4
천안신용초등학교,4,124,5
천안신용초등학교,5,152,6
천안신용초등학교,6,152,6
천안신촌초등학교,1,29,2
천안신촌초등학교,2,24,2
천안신촌초등학교,3,36,2
천안신촌초등학교,4,24,1
천안신촌초등학교,5,28,2
천안신촌초등학교,6,45,4
천안쌍용초등학교,1,90,5
천안쌍용초등학교,2,93,4
천안쌍용초등학교,3,90,5
천안쌍용초등학교,4,100,4
천안쌍용초등학교,5,109,4
천안쌍용초등학교,6,117,5
천안쌍정초등학교,1,84,4
천안쌍정초등학교,2,87,4
천안쌍정초등학교,3,99,4
천안쌍정초등학교,4,111,6
천안쌍정초등학교,5,99,4
천안쌍정초등학교,6,84,4
천안아름초등학교,1,328,12
천안아름초등학교,2,388,12
천안아름초등학교,3,406,13
천안아름초등학교,4,404,12
천안아름초등학교,5,378,12
천안아름초등학교,6,374,13
천안업성초등학교,1,8,1
천안업성초등학교,2,8,1
천안업성초등학교,3,7,1
천안업성초등학교,4,8,1
천안업성초등학교,5,8,1
천안업성초등학교,6,12,1
천안오성초등학교,1,135,7
천안오성초등학교,2,152,6
천안오성초등학교,3,142,6
천안오성초등학교,4,157,6
천안오성초등학교,5,178,7
천안오성초등학교,6,208,8
천안와촌초등학교,1,33,2
천안와촌초등학교,2,54,2
천안와촌초등학교,3,34,2
천안와촌초등학교,4,34,2
천안와촌초등학교,5,41,2
천안와촌초등학교,6,48,2
천안용곡초등학교,1,125,6
천안용곡초등학교,2,130,6
천안용곡초등학교,3,125,5
천안용곡초등학교,4,134,6
천안용곡초등학교,5,153,6
천안용곡초등학교,6,160,6
천안용소초등학교,1,91,5
천안용소초등학교,2,130,5
천안용소초등학교,3,101,4
천안용소초등학교,4,139,5
천안용소초등학교,5,171,7
천안용소초등학교,6,164,6
천안용암초등학교,1,83,4
천안용암초등학교,2,78,3
천안용암초등학교,3,96,4
천안용암초등학교,4,113,5
천안용암초등학교,5,100,4
천안용암초등학교,6,113,5
천안월봉초등학교,1,100,6
천안월봉초등학교,2,105,5
천안월봉초등학교,3,132,7
천안월봉초등학교,4,133,6
천안월봉초등학교,5,145,7
천안월봉초등학교,6,182,8
천안일봉초등학교,1,61,3
천안일봉초등학교,2,63,4
천안일봉초등학교,3,70,3
천안일봉초등학교,4,56,3
