ID,height(cm),weight(kg)
17043,163.3,53.8
17044,172.1,61.8
17045,171.2,72.2
17046,163.2,71.0
17047,173.6,68.5
17048,167.1,75.0
17049,169.8,68.1
17050,173.6,67.3
17051,172.3,50.4
17052,176.6,71.6
17053,165.3,65.0
17054,166.5,68.3
17055,163.2,53.9
17056,170.4,60.4
17057,164.9,67.5
17058,163.2,62.8
17059,165.3,79.3
17060,154.7,60.2
17061,174.7,76.2
17062,172.5,44.4
17063,175.1,77.5
17064,180.7,90.8
17065,172.2,85.6
17066,172.4,56.3
17067,168.2,56.5
17068,160.8,56.1
17069,160.4,61.9
17070,182.5,68.4
17071,181.0,55.3
17072,173.0,46.7
17073,173.4,62.8
17074,157.3,43.5
17075,163.7,44.1
17076,173.8,74.8
17077,156.5,50.5
17078,163.9,58.9
17079,169.5,74.2
17080,179.7,80.8
17081,179.4,86.5
17082,157.2,48.2
17083,179.3,86.1
17084,182.2,82.2
17085,158.3,39.7
17086,160.9,51.2
17087,161.5,67.7
17088,172.4,68.6
17089,171.7,41.0
17090,162.1,62.7
17091,162.7,68.7
17092,170.9,62.9
17093,182.4,68.5
17094,170.6,60.6
17095,156.5,59.8
17096,164.0,60.4
17097,167.5,63.2
17098,159.8,59.9
17099,181.1,65.0
17100,161.0,54.8
17101,168.1,78.3
17102,172.0,61.7
17103,180.9,94.5
17104,163.4,73.8
17105,162.1,46.6
17106,175.1,67.9
17107,175.1,61.5
17108,182.3,60.8
17109,160.0,73.2
17110,169.2,90.9
17111,177.6,81.9
17112,170.2,58.9
17113,169.7,52.2
17114,161.7,61.4
17115,166.1,60.2
17116,176.9,63.0
17117,176.6,70.0
17118,175.3,69.6
17119,174.7,96.8
17120,177.4,103.6
17121,157.6,54.9
17122,172.9,72.0
17123,174.5,69.2
17124,165.6,66.5
17125,173.1,57.2
17126,175.6,66.1
17127,175.2,60.5
17128,174.9,72.3
17129,186.8,92.3
17130,171.6,63.5
17131,163.2,71.8
17132,171.8,83.6
17133,153.2,58.6
17134,183.7,45.3
17135,182.4,66.8
17136,148.1,59.1
17137,162.4,44.9
17138,176.4,61.7
17139,166.2,55.1
17140,180.9,83.5
17141,175.8,55.8
17142,178.5,56.8
17143,170.2,59.6
17144,173.9,73.2
17145,155.4,61.6
17146,161.6,40.5
17147,164.6,65.8
17148,172.5,58.3
17149,165.7,69.4
17150,123.0,27.2
17151,170.4,66.5
17152,164.3,52.8
17153,181.5,71.0
17154,159.6,81.3
17155,179.2,67.8
17156,147.5,46.3
17157,172.5,69.7
17158,175.3,65.0
17159,171.5,75.9
17160,168.9,54.0
17161,157.6,45.3
17162,156.2,55.5
17163,170.3,65.6
17164,169.7,75.6
17165,182.9,95.3
17166,156.3,47.0
17167,157.7,41.7
17168,185.3,111.1
17169,221.1,131.7
17170,162.9,50.5
17171,165.5,64.8
17172,156.4,53.3
17173,163.5,61.2
17174,173.6,66.0
17175,167.2,77.1
17176,179.3,70.3
17177,159.3,41.5
17178,162.2,64.2
17179,157.6,56.9
17180,180.9,44.5
17181,178.6,72.7
17182,169.6,54.1
17183,165.0,46.0
17184,182.7,69.2
17185,158.1,69.9
17186,164.6,61.4
17187,161.4,65.2
17188,163.4,73.4
17189,168.5,84.7
17190,157.6,57.9
17191,167.4,69.4
17192,177.4,84.0
17193,160.6,48.6
17194,163.2,80.2
17195,159.9,60.6
17196,183.4,80.6
17197,178.0,79.9
17198,163.0,53.8
17199,168.6,43.3
17200,223.3,106.2
17201,177.2,62.6
17202,172.1,86.7
17203,151.1,48.1
17204,178.8,56.0
17205,161.4,58.9
17206,167.0,42.6
17207,164.3,60.3
17208,170.9,71.9
17209,180.0,73.6
17210,166.7,57.0
17211,166.8,46.9
17212,167.1,64.3
17213,187.0,91.6
17214,171.6,67.6
17215,155.7,55.6
17216,177.0,74.5
17217,163.6,52.3
17218,163.6,58.3
17219,175.0,64.0
17220,173.0,49.9
17221,172.2,70.5
17222,173.8,76.6
17223,161.5,52.6
17224,162.4,66.0
17225,167.5,67.9
17226,161.5,61.7
17227,177.4,86.7
17228,173.3,89.4
17229,159.6,62.5
17230,155.5,55.5
17231,171.9,77.3
17232,154.9,42.8
17233,160.4,79.8
17234,164.8,51.6
17235,178.7,80.0
17236,158.3,67.7
17237,162.6,61.4
17238,158.3,60.0
17239,173.7,53.0
17240,153.4,30.2
17241,186.2,57.9
17242,167.1,71.9
17243,182.3,92.4
17244,168.7,73.6
17245,165.4,51.7
17246,163.1,55.4
17247,163.6,80.6
17248,176.1,56.5
17249,170.7,53.6
17250,164.1,67.2
17251,174.6,58.6
17252,176.4,66.9
17253,164.9,62.4
17254,163.5,64.0
17255,171.6,77.2
17256,171.7,64.8
17257,156.7,70.7
17258,155.6,41.9
17259,153.8,51.6
17260,170.4,72.8
17261,165.7,70.3
17262,171.9,69.6
17263,165.6,45.5
17264,171.9,75.3
17265,155.3,47.9
17266,162.8,56.6
17267,183.3,90.8
17268,162.5,53.1
17269,170.9,51.6
17270,169.8,76.3
17271,172.6,42.5
17272,181.6,70.1
17273,177.4,88.4
17274,173.8,84.6
17275,170.5,72.7
17276,168.2,60.0
17277,113.9,37.0
17278,161.7,37.8
17279,171.3,48.8
17280,174.4,73.1
17281,179.9,78.6
17282,172.5,77.1
17283,166.7,64.4
17284,163.5,79.6
17285,163.2,63.2
17286,171.7,70.3
17287,172.3,56.3
17288,161.7,67.1
17289,161.5,57.9
17290,172.8,66.8
17291,164.4,57.0
17292,175.4,66.4
17293,155.5,76.8
17294,173.4,60.3
17295,180.5,63.2
17296,164.2,60.3
17297,180.4,77.2
17298,174.3,50.2
17299,176.0,57.3
17300,173.9,81.8
17301,166.7,48.0
17302,157.2,64.2
17303,151.7,43.5
17304,178.9,83.0
17305,167.6,56.6
17306,178.8,77.3
17307,173.8,79.3
17308,182.4,82.3
17309,160.5,47.8
17310,163.4,70.9
17311,166.7,75.6
17312,156.3,46.6
17313,174.6,65.8
17314,160.1,52.6
17315,180.4,92.6
17316,179.2,72.0
17317,158.3,64.1
17318,173.5,59.9
17319,162.5,45.1
17320,160.5,58.5
17321,166.1,58.6
17322,173.1,63.2
17323,159.4,76.2
17324,173.7,68.2
17325,164.5,51.4
17326,165.7,70.5
17327,184.5,80.5
17328,175.1,82.9
17329,177.0,76.0
17330,159.6,45.2
17331,175.9,55.4
17332,156.3,53.0
17333,163.9,74.3
17334,162.8,64.0
17335,172.8,75.2
17336,160.6,68.5
17337,184.7,64.4
17338,158.4,78.0
17339,177.2,54.3
17340,157.1,62.5
17341,161.5,77.1
17342,172.7,65.3
17343,123.70000000000002,30.3
17344,167.8,56.6
17345,164.2,59.5
17346,158.6,62.3
17347,172.7,59.3
17348,174.7,45.1
17349,162.1,87.2
17350,170.6,52.9
17351,170.1,73.6
17352,171.0,67.8
17353,164.2,51.9
17354,164.0,58.1
17355,155.1,59.7
17356,164.4,46.3
17357,185.8,67.2
17358,171.8,60.5
17359,176.4,68.6
17360,157.1,48.2
17361,175.7,77.6
17362,169.3,72.6
17363,179.6,113.2
17364,161.9,73.9
17365,179.6,72.9
17366,163.4,63.7
17367,173.3,68.0
17368,166.7,80.2
17369,165.6,61.9
17370,161.2,48.7
17371,160.6,54.6
17372,160.1,44.0
17373,160.4,78.2
17374,163.4,54.1
17375,174.4,70.4
17376,162.7,74.2
17377,152.0,63.0
17378,169.2,50.1
17379,163.6,74.3
17380,182.5,93.6
17381,165.9,51.7
17382,179.3,72.2
17383,185.5,99.3
17384,169.8,68.6
17385,166.5,60.6
17386,175.0,81.9
17387,173.3,70.6
17388,172.5,69.3
17389,175.6,49.2
17390,156.3,56.0
17391,161.6,59.9
17392,167.7,52.3
17393,162.7,65.4
17394,162.5,74.3
17395,182.3,81.2
17396,183.7,83.5
17397,166.0,34.4
17398,182.2,77.1
17399,162.2,70.3
17400,167.9,66.9
17401,163.1,56.5
17402,166.3,60.3
17403,160.9,46.6
17404,167.8,54.5
17405,176.2,72.7
17406,159.6,42.4
17407,178.7,79.4
17408,176.5,54.1
17409,165.1,68.0
17410,175.0,66.5
17411,154.3,60.3
17412,157.6,78.3
17413,170.8,69.2
17414,169.9,69.8
17415,161.0,47.3
17416,180.4,86.9
17417,154.9,64.3
17418,168.0,51.4
17419,173.2,58.2
17420,159.4,55.6
17421,159.9,44.3
17422,179.3,67.2
17423,156.5,30.1
17424,164.2,60.7
17425,160.5,58.0
17426,157.7,63.4
17427,155.7,53.6
17428,162.1,49.4
17429,177.7,92.7
17430,179.6,66.1
17431,177.6,63.5
17432,174.1,65.8
17433,155.7,48.7
17434,169.4,60.6
17435,166.3,67.2
17436,157.3,67.0
17437,169.0,40.6
17438,157.6,53.8
17439,168.5,78.1
17440,169.1,78.7
17441,170.4,69.3
17442,172.3,71.9
17443,173.5,61.4
17444,179.0,70.1
17445,165.5,66.9
17446,217.1,113.2
17447,158.9,66.3
17448,178.9,92.2
17449,186.6,66.3
17450,162.1,60.4
17451,163.1,61.7
17452,170.6,65.6
17453,171.2,63.6
17454,174.6,69.6
17455,178.2,72.0
17456,170.8,56.5
17457,163.5,54.4
17458,165.8,74.1
17459,159.9,72.2
17460,166.9,63.0
17461,175.3,73.4
17462,163.4,70.1
17463,166.0,57.9
17464,158.5,62.9
17465,184.5,73.5
17466,163.8,63.3
17467,181.8,59.7
17468,162.5,65.3
17469,167.7,49.6
17470,171.6,84.2
17471,172.5,56.7
17472,172.4,63.4
17473,172.3,68.0
17474,154.3,67.7
17475,175.6,67.3
17476,173.8,57.0
17477,173.2,85.2
17478,173.7,75.2
17479,172.4,65.6
17480,222.8,164.0
17481,181.4,55.6
17482,161.1,83.9
17483,186.2,81.7
17484,163.4,58.2
17485,179.5,48.1
17486,166.0,58.7
17487,167.9,74.2
17488,189.8,62.4
17489,177.2,48.8
17490,165.0,81.7
17491,160.3,79.9
17492,157.3,53.7
17493,159.2,51.4
17494,160.5,63.0
17495,158.4,68.9
17496,157.0,58.8
17497,185.7,67.4
17498,163.4,57.2
17499,176.2,89.6
17500,163.3,51.6
17501,160.2,57.9
17502,159.8,75.4
17503,175.2,68.4
17504,167.0,61.1
17505,181.9,68.3
17506,169.7,74.5
17507,179.4,79.4
17508,159.7,62.9
17509,162.3,56.3
17510,160.1,78.4
17511,175.1,72.6
17512,176.5,76.1
17513,156.6,54.7
17514,164.3,68.3
17515,175.3,67.0
17516,177.6,59.5
17517,163.8,60.5
17518,176.3,86.6
17519,155.9,51.5
17520,177.4,88.4
17521,177.4,93.1
17522,175.3,78.3
17523,167.7,58.5
17524,180.0,68.8
17525,157.2,56.5
17526,181.8,52.1
17527,168.2,45.5
17528,165.3,69.7
17529,169.3,83.8
17530,175.5,93.3
17531,173.2,88.9
17532,172.3,57.6
17533,163.0,51.9
17534,155.4,62.7
17535,167.1,64.1
17536,175.8,82.4
17537,172.4,74.1
17538,165.0,69.1
17539,159.0,59.2
17540,162.5,69.4
17541,180.0,79.4
17542,173.8,55.3
17543,163.2,65.3
17544,175.1,74.4
17545,184.5,54.8
17546,159.5,68.7
17547,161.5,46.5
17548,177.1,86.0
17549,162.6,51.6
17550,168.8,58.9
17551,170.2,56.0
17552,155.7,53.1
17553,158.8,39.8
17554,161.4,59.9
17555,162.8,70.3
17556,176.1,50.6
17557,171.6,50.4
17558,152.4,45.3
17559,179.1,77.9
17560,181.9,64.4
17561,177.4,61.9
17562,159.9,67.0
17563,178.9,83.3
17564,164.8,73.0
17565,173.2,64.0
17566,158.4,46.6
17567,149.2,61.4
17568,179.7,90.3
17569,152.9,48.5
17570,173.1,97.5
17571,147.3,46.3
17572,172.6,63.2
17573,166.5,58.3
17574,175.7,57.5
17575,163.2,60.2
17576,177.1,90.0
17577,177.7,48.4
17578,167.1,72.0
17579,166.3,44.3
17580,175.2,47.9
17581,164.6,72.9
17582,172.5,77.6
17583,180.6,62.1
17584,155.2,48.9
17585,159.9,63.9
17586,168.6,66.0
17587,168.4,61.8
17588,177.1,51.9
17589,158.8,55.5
17590,161.6,50.3
17591,170.2,65.4
17592,175.3,62.6
17593,176.8,59.7
17594,179.1,66.6
17595,167.3,65.2
17596,162.3,50.5
17597,185.7,66.5
17598,154.4,54.1
17599,168.6,70.5
17600,162.5,69.4
17601,170.7,73.4
17602,185.5,81.8
17603,173.0,80.0
17604,179.2,67.0
17605,176.5,79.7
17606,171.7,62.3
17607,158.6,50.6
17608,185.0,88.5
17609,171.1,76.5
17610,164.5,68.5
17611,158.7,47.8
17612,155.5,46.4
17613,176.2,89.5
17614,162.9,66.9
17615,167.0,51.1
17616,151.1,55.7
17617,162.5,55.9
17618,180.9,77.7
17619,164.5,56.6
17620,163.5,47.1
17621,156.9,56.6
17622,181.8,60.9
17623,155.8,77.6
17624,156.5,57.0
17625,180.6,88.2
17626,178.7,98.3
17627,159.5,49.1
17628,167.7,64.4
17629,177.4,73.1
17630,179.6,63.1
17631,148.1,43.3
17632,178.8,81.1
17633,161.4,47.1
17634,159.7,69.1
17635,160.0,57.8
17636,159.9,64.1
17637,166.3,78.4
17638,153.5,46.6
17639,171.3,60.5
17640,166.2,64.7
17641,176.9,86.3
17642,165.9,58.5
17643,161.5,70.5
17644,174.3,74.1
17645,165.3,71.8
17646,170.1,67.1
17647,175.4,71.2
17648,165.6,69.4
17649,186.0,70.6
17650,159.7,45.7
17651,163.7,57.8
17652,168.9,45.2
17653,174.7,87.7
17654,168.1,85.8
17655,173.0,65.0
17656,167.5,66.4
17657,157.9,65.9
17658,173.0,71.8
17659,171.4,81.6
17660,154.4,67.4
17661,174.6,72.2
17662,173.8,80.8
17663,167.6,55.3
17664,174.7,58.7
17665,166.0,60.8
17666,177.6,58.6
17667,167.7,66.0
17668,173.2,75.0
17669,170.1,63.6
17670,166.7,66.0
17671,174.4,73.6
17672,166.0,69.4
17673,173.1,58.1
17674,164.5,84.3
17675,159.6,53.2
17676,158.6,53.8
17677,172.2,88.7
17678,174.8,62.0
17679,156.6,61.3
17680,172.7,80.3
17681,182.8,84.9
17682,176.1,73.3
17683,172.6,89.6
17684,175.8,68.7
17685,183.9,89.3
17686,170.0,55.7
17687,170.1,64.8
17688,175.8,63.3
17689,163.6,57.4
17690,159.4,53.3
17691,166.1,63.3
17692,182.3,66.4
17693,160.2,55.5
17694,175.9,79.0
17695,158.7,59.8
17696,171.2,71.7
17697,157.2,42.8
17698,168.0,79.3
17699,172.4,62.0
17700,177.1,68.4
17701,165.2,54.3
17702,170.7,67.6
17703,173.3,78.3
17704,160.5,65.7
17705,181.0,59.2
17706,170.0,72.0
17707,158.2,49.4
17708,166.9,53.4
17709,180.5,85.7
17710,177.8,97.5
17711,155.6,42.4
17712,167.3,48.0
17713,165.5,73.5
17714,179.2,72.7
17715,175.2,42.9
17716,174.8,62.6
17717,167.6,71.3
17718,170.4,62.1
17719,154.4,70.3
17720,182.8,68.7
17721,155.5,49.1
17722,168.9,44.4
17723,174.1,56.1
17724,183.1,48.6
17725,168.1,40.7
17726,171.8,69.3
17727,156.9,57.9
17728,175.2,71.8
17729,156.7,48.9
17730,179.8,75.8
17731,158.9,57.4
17732,184.9,74.2
17733,170.2,59.0
17734,160.1,49.8
17735,173.6,44.1
17736,169.3,63.1
17737,176.2,63.6
17738,174.2,90.6
17739,177.1,83.5
17740,173.5,94.3
17741,161.0,67.0
17742,162.1,52.8
17743,181.5,85.7
17744,164.6,63.4
17745,167.2,54.3
17746,164.9,65.7
17747,181.7,100.3
17748,154.6,47.5
17749,158.8,45.3
17750,157.2,60.1
17751,166.5,64.6
17752,157.8,50.0
17753,163.2,67.3
17754,169.4,79.6
17755,158.6,56.9
17756,179.6,78.4
17757,180.9,95.9
17758,161.1,59.1
17759,171.0,68.1
17760,164.2,79.7
17761,190.0,70.2
17762,158.0,73.5
17763,173.0,78.7
17764,171.7,72.2
17765,170.9,79.3
17766,177.5,84.5
17767,155.2,74.3
17768,163.6,60.1
17769,171.9,61.9
17770,164.9,72.1
17771,160.3,53.0
17772,155.2,52.9
17773,160.5,62.0
17774,173.4,61.6
17775,175.3,50.8
17776,181.0,76.3
17777,181.8,81.1
17778,167.1,81.5
17779,159.0,49.5
17780,161.5,65.8
17781,174.2,59.1
17782,160.4,86.4
17783,178.1,81.2
17784,160.3,64.1
17785,178.3,70.3
17786,173.3,82.4
17787,170.3,70.0
17788,159.9,56.5
17789,178.5,74.6
17790,175.2,74.6
17791,177.5,70.7
17792,170.0,46.6
17793,165.1,66.4
17794,171.5,62.9
17795,176.4,71.7
17796,160.5,50.5
17797,179.4,70.3
17798,161.5,61.3
17799,179.8,57.2
17800,180.6,50.6
17801,168.9,73.0
17802,169.2,61.3
17803,171.6,74.1
17804,176.1,62.5
17805,182.2,55.3
17806,173.3,73.3
17807,175.4,66.3
17808,165.3,57.7
17809,166.1,56.5
17810,165.0,51.5
17811,219.19999999999996,113.5
17812,166.1,63.9
17813,171.1,86.3
17814,176.8,71.9
17815,181.3,79.7
17816,150.0,33.6
17817,166.6,62.1
17818,166.3,54.8
17819,160.3,54.1
17820,167.2,73.7
17821,182.9,76.7
17822,159.6,61.1
17823,174.3,84.1
17824,161.1,43.0
17825,179.1,87.1
17826,173.1,68.7
17827,158.8,57.1
17828,163.4,80.8
17829,170.8,54.7
17830,172.8,62.5
17831,163.5,62.7
17832,157.6,33.2
17833,173.0,87.3
17834,164.4,53.6
17835,181.5,92.9
17836,180.2,54.3
17837,170.3,79.1
17838,183.9,96.9
17839,174.2,72.4
17840,172.3,63.3
17841,168.4,99.4
17842,166.9,63.5
17843,171.9,59.9
17844,176.4,70.8
17845,166.4,46.0
17846,163.6,53.7
17847,185.6,73.5
17848,161.4,50.6
17849,112.6,11.3
17850,163.8,79.6
17851,155.5,37.1
17852,167.1,52.4
17853,184.6,85.4
17854,161.1,55.3
17855,169.4,87.3
17856,164.3,63.5
17857,156.5,48.2
17858,176.9,80.5
17859,168.6,55.9
17860,170.6,67.4
17861,177.4,89.7
17862,153.5,56.4
17863,186.1,89.9
17864,161.3,54.4
17865,161.1,53.5
17866,162.7,50.3
17867,161.3,57.2
17868,174.8,70.3
17869,124.29999999999998,36.0
17870,174.5,61.7
17871,167.4,54.3
17872,175.2,70.7
17873,149.9,47.5
17874,154.0,45.1
17875,167.0,46.8
17876,167.3,75.0
17877,160.5,50.3
17878,155.7,60.6
17879,168.1,70.8
17880,180.7,77.7
17881,159.9,56.8
17882,156.1,47.9
17883,161.8,26.7
17884,167.9,70.4
17885,160.3,60.7
17886,168.3,54.9
17887,157.1,71.7
17888,165.3,73.9
17889,156.7,55.9
17890,155.4,55.6
17891,185.5,62.1
17892,166.5,56.7
17893,168.6,77.3
17894,172.2,61.8
17895,165.1,65.8
17896,161.8,55.6
17897,157.5,66.5
17898,157.9,60.3
17899,159.9,50.5
17900,163.0,66.0
17901,171.0,63.2
17902,155.9,66.2
17903,177.7,72.6
17904,169.9,55.8
17905,179.3,73.0
17906,183.0,103.2
17907,183.5,70.7
17908,162.5,59.1
17909,159.5,63.8
17910,179.7,83.9
17911,165.0,56.3
17912,164.9,60.4
17913,157.9,66.6
17914,168.2,71.6
17915,154.2,64.2
17916,159.4,69.3
17917,163.7,58.4
17918,161.5,55.2
17919,172.5,61.5
17920,164.2,74.7
17921,162.1,56.8
17922,171.2,72.7
17923,184.2,81.9
17924,157.0,52.3
17925,161.6,65.5
17926,159.0,52.4
17927,174.6,89.7
17928,171.8,60.5
17929,163.5,50.2
17930,177.8,94.2
17931,169.7,46.5
17932,168.7,52.8
17933,162.8,71.5
17934,172.3,74.2
17935,158.1,55.9
17936,163.5,63.1
17937,174.5,70.0
17938,178.1,82.2
17939,156.1,52.6
17940,175.3,65.1
17941,171.9,62.2
17942,156.8,60.0
17943,163.1,39.3
17944,154.5,60.3
17945,159.0,49.4
17946,160.4,81.4
17947,174.4,81.2
17948,184.1,91.5
17949,167.6,68.8
17950,157.2,63.8
17951,177.4,61.2
17952,171.0,84.0
17953,173.4,61.0
17954,170.2,63.7
17955,160.8,43.5
17956,175.8,64.1
17957,173.2,69.3
17958,157.6,63.7
17959,163.4,67.0
17960,163.2,58.7
17961,165.7,69.1
17962,163.1,70.1
17963,159.8,44.2
17964,182.4,77.6
17965,161.3,75.8
17966,173.0,69.6
17967,162.3,73.9
17968,182.5,81.3
17969,173.7,97.7
17970,165.6,72.8
17971,170.1,75.1
17972,157.5,57.7
17973,157.0,72.1
17974,157.2,39.9
17975,172.3,53.0
17976,177.2,80.1
17977,160.6,64.5
17978,175.0,47.6
17979,176.8,71.3
17980,166.9,63.0
17981,163.2,63.1
17982,170.6,66.5
17983,167.5,48.5
17984,159.2,87.0
17985,182.6,78.2
17986,181.9,97.3
17987,183.0,68.8
17988,176.5,44.8
17989,166.3,35.9
17990,172.8,87.4
17991,147.8,45.9
17992,163.5,45.6
17993,165.7,39.0
17994,157.2,70.7
17995,168.6,74.8
17996,156.5,56.6
17997,180.0,77.5
17998,163.9,47.0
17999,167.5,54.2
18000,173.9,72.9
18001,176.7,75.0
18002,172.0,54.9
18003,164.2,70.4
18004,171.1,80.1
18005,178.5,65.8
18006,176.0,52.7
18007,172.1,55.0
18008,172.8,51.1
18009,171.3,74.9
18010,160.8,58.4
18011,168.7,48.0
18012,179.4,73.0
18013,177.1,53.9
18014,156.8,54.2
18015,163.7,45.1
18016,174.0,60.1
18017,165.2,60.1
18018,168.1,56.7
18019,177.2,51.7
18020,180.7,93.6
18021,171.3,72.8
18022,164.9,59.3
18023,160.3,67.3
18024,168.5,66.0
18025,171.9,43.3
18026,160.9,47.7
18027,165.0,60.5
18028,152.7,57.8
18029,164.8,70.2
18030,168.4,52.6
18031,176.4,73.4
18032,174.2,79.9
18033,151.2,53.9
18034,160.5,53.5
18035,168.6,58.3
18036,157.9,61.3
18037,179.2,81.6
18038,158.2,53.5
18039,165.9,40.6
18040,157.7,45.9
18041,165.3,63.2
18042,180.8,73.4
18043,176.8,86.1
18044,176.6,66.0
18045,158.8,67.0
18046,164.4,57.0
18047,174.6,76.6
18048,226.6,128.0
18049,171.7,82.2
18050,173.7,67.7
18051,165.7,64.6
18052,161.7,54.8
18053,170.8,61.6
18054,171.7,69.2
18055,162.9,67.0
18056,164.5,67.8
18057,161.9,66.7
18058,161.7,64.3
18059,166.5,54.7
18060,163.2,68.0
18061,167.2,65.2
18062,154.7,49.0
18063,160.5,76.7
18064,170.9,62.6
18065,160.4,58.8
18066,157.3,56.1
18067,161.3,50.5
18068,162.6,65.9
18069,166.0,66.4
18070,172.1,72.9
18071,180.6,75.9
18072,170.2,45.1
18073,178.7,77.7
18074,163.5,67.2
18075,161.6,76.8
18076,166.7,40.0
18077,162.6,61.3
18078,180.0,84.6
18079,163.0,80.0
18080,155.4,73.4
18081,161.1,65.5
18082,175.0,45.6
18083,152.1,62.5
18084,176.5,89.8
18085,167.3,82.2
18086,174.5,62.0
18087,167.4,70.6
18088,152.8,47.0
18089,178.7,38.5
18090,158.7,48.9
18091,168.8,75.7
18092,176.3,73.8
18093,170.8,76.2
18094,169.6,82.4
18095,161.5,51.7
18096,166.0,50.1
18097,170.0,52.8
18098,151.7,65.6
18099,175.9,88.7
18100,155.5,35.9
18101,167.1,61.3
18102,160.5,79.1
18103,165.0,57.6
18104,170.4,87.9
18105,170.9,67.3
18106,166.2,45.0
18107,158.2,68.5
18108,162.2,66.1
18109,180.6,64.4
18110,163.4,45.5
18111,172.5,67.3
18112,179.5,70.9
18113,177.0,69.9
18114,169.8,58.8
18115,177.6,78.7
18116,158.1,59.0
18117,171.3,66.7
18118,154.8,57.4
18119,160.0,52.4
18120,152.3,52.4
18121,157.3,53.0
18122,165.8,53.5
18123,174.0,81.6
18124,177.2,79.6
18125,175.3,73.5
18126,170.0,52.3
18127,157.7,71.5
18128,174.3,80.7
18129,163.8,55.2
18130,167.8,52.8
18131,156.0,49.7
18132,163.5,76.8
18133,174.9,74.3
18134,167.6,69.5
18135,161.6,95.5
18136,170.6,71.9
18137,175.3,73.1
18138,178.6,87.3
18139,171.3,70.7
18140,155.6,57.9
18141,170.4,91.1
18142,165.0,77.5
18143,177.5,77.3
18144,177.0,70.3
18145,158.9,57.7
18146,154.4,56.5
18147,169.0,47.8
18148,174.4,44.1
18149,179.2,91.2
18150,159.1,55.5
18151,170.4,73.8
18152,169.2,76.0
18153,161.6,70.9
18154,161.5,79.9
18155,181.1,63.6
18156,171.3,72.4
18157,161.9,59.3
18158,166.9,66.9
18159,171.9,66.7
18160,164.7,73.4
18161,184.9,58.1
18162,173.1,61.6
18163,158.8,44.9
18164,154.7,54.6
18165,172.0,64.9
18166,165.0,54.3
18167,173.7,54.8
18168,178.4,73.1
18169,170.1,64.5
18170,178.5,68.2
18171,177.7,63.6
18172,165.3,95.3
18173,172.4,84.0
18174,163.0,74.4
18175,179.8,97.3
18176,161.9,70.9
18177,178.2,78.7
18178,170.4,49.6
18179,167.5,63.8
18180,173.9,76.9
18181,173.0,82.8
18182,177.0,82.9
18183,162.7,49.9
18184,174.9,57.6
18185,178.9,72.5
18186,184.0,95.6
18187,167.6,70.7
18188,176.6,86.4
18189,175.9,56.8
18190,169.0,74.5
18191,167.9,68.5
18192,156.6,52.8
18193,125.49999999999999,40.9
18194,166.3,47.6
18195,161.7,75.9
18196,166.1,74.4
18197,150.0,53.5
18198,170.4,64.9
18199,164.0,41.2
18200,163.4,56.4
18201,168.7,57.1
18202,177.0,85.0
18203,166.0,74.6
18204,160.7,55.3
18205,173.9,60.0
18206,155.8,36.0
18207,176.1,76.0
18208,162.3,59.5
18209,176.7,51.8
18210,167.0,73.4
18211,171.7,45.9
18212,180.4,83.1
18213,163.8,64.7
18214,169.2,69.3
18215,157.0,58.2
18216,172.6,52.9
18217,179.7,59.2
18218,171.2,67.3
18219,163.5,75.4
18220,162.1,77.1
18221,167.0,76.7
18222,163.9,57.7
18223,184.2,78.7
18224,174.0,75.0
18225,175.5,85.8
18226,167.3,80.0
18227,157.6,63.0
18228,178.0,67.1
18229,174.1,43.4
18230,163.3,53.2
18231,167.6,63.5
18232,163.1,69.5
18233,188.3,92.9
18234,162.4,70.0
18235,159.9,52.0
18236,169.2,77.1
18237,159.3,52.1
18238,159.8,63.5
18239,169.0,77.0
18240,175.4,80.5
18241,178.0,49.0
18242,162.3,65.1
18243,155.6,40.9
18244,176.9,55.3
18245,174.7,68.6
18246,166.6,70.4
18247,170.3,58.1
18248,181.9,53.2
18249,156.2,58.6
18250,177.3,80.3
18251,171.5,45.9
18252,166.4,63.7
18253,175.7,52.6
18254,161.3,48.7
18255,153.3,41.3
18256,160.1,39.3
18257,172.5,67.2
18258,180.5,59.7
18259,182.3,70.4
18260,165.9,75.6
18261,175.7,61.6
18262,180.6,85.7
18263,159.1,54.1
18264,161.7,59.5
18265,179.2,64.4
18266,169.5,79.2
18267,168.1,82.2
18268,165.8,67.4
18269,157.9,55.2
18270,170.0,65.9
18271,171.6,57.2
18272,165.2,66.6
18273,181.4,85.9
18274,181.5,84.2
18275,176.6,49.0
18276,163.9,50.7
18277,160.1,61.9
18278,158.4,65.2
18279,156.2,63.0
18280,175.1,97.5
18281,173.4,83.1
18282,151.9,82.4
18283,153.8,58.3
18284,164.2,68.3
18285,163.9,66.1
18286,171.8,61.5
18287,169.1,59.9
18288,162.7,60.7
18289,174.3,68.1
18290,158.4,60.4
18291,166.9,71.7
18292,174.3,79.2
18293,168.6,76.4
18294,155.3,71.5
18295,159.5,72.2
18296,161.0,48.4
18297,117.0,38.3
18298,181.5,82.8
18299,174.8,70.2
18300,173.7,68.1
18301,163.2,65.2
18302,165.8,74.1
18303,157.2,70.4
18304,165.4,55.4
18305,155.7,62.2
18306,156.6,56.8
18307,163.2,62.5
18308,163.0,54.0
18309,162.8,53.1
18310,164.1,51.0
18311,157.6,71.6
