ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
10437,A,Ship,5,4,171,3,low,F,1,5011,0
9376,B,Ship,4,1,233,6,medium,F,2,5406,0
7233,A,Ship,5,2,174,4,medium,M,8,5627,1
5379,A,Ship,5,4,203,2,high,F,2,4190,1
6885,A,Ship,6,3,139,6,medium,F,8,1284,1
748,B,Ship,4,4,177,2,low,M,6,1112,1
9486,F,Ship,3,5,98,3,medium,F,3,5553,1
6797,C,Ship,4,1,186,2,low,M,4,4686,1
6239,C,Ship,4,4,268,4,low,M,5,5647,0
2338,B,Flight,3,4,226,3,medium,F,22,3593,1
10522,B,Ship,3,2,221,2,medium,M,9,4466,0
10867,D,Ship,4,3,185,2,low,M,3,5914,1
8955,A,Ship,3,2,271,5,low,M,5,4880,0
4950,F,Ship,5,5,137,3,low,M,5,5914,1
9560,F,Ship,4,3,173,3,medium,M,5,5331,1
4768,B,Ship,4,1,194,3,medium,F,9,5804,0
1400,F,Ship,5,2,165,2,medium,F,18,1918,1
870,F,Ship,3,1,196,3,low,F,64,2911,1
573,A,Ship,3,4,234,2,medium,M,46,3108,1
8818,B,Ship,6,3,137,8,low,F,6,5992,1
6092,F,Ship,3,3,225,4,low,F,9,5468,1
4987,D,Ship,7,1,278,4,low,M,10,1508,1
8940,F,Ship,4,3,208,3,medium,F,7,4525,1
3217,D,Ship,3,4,154,2,medium,M,5,5735,1
2364,F,Ship,5,5,141,2,medium,M,14,1114,1
4793,C,Flight,5,3,272,2,low,F,4,5112,0
6290,F,Road,6,5,309,4,low,M,6,1463,1
2194,B,Flight,3,2,272,3,medium,F,40,3766,1
8566,B,Ship,3,4,165,2,medium,M,1,5745,0
2493,A,Ship,5,1,222,4,low,M,63,3506,1
4007,C,Ship,4,4,202,4,medium,M,4,4053,0
3920,F,Ship,4,1,260,2,low,F,1,5001,1
5752,B,Flight,4,1,212,2,medium,F,7,5864,0
4943,C,Flight,5,2,156,5,low,M,9,5237,0
2806,B,Ship,3,2,192,3,medium,F,64,3233,1
8386,B,Ship,4,5,231,3,low,F,4,5174,1
5566,B,Ship,4,1,173,2,medium,F,8,4893,0
5986,B,Ship,4,3,184,8,low,M,4,4686,0
1618,B,Road,3,2,204,3,medium,M,48,2792,1
5013,A,Ship,7,3,278,4,low,F,8,1909,1
7218,F,Ship,7,4,251,5,low,M,3,1433,0
5486,F,Flight,4,5,113,3,medium,F,10,4053,1
8455,D,Ship,2,4,176,3,low,M,1,4509,0
5269,D,Ship,7,2,296,4,low,F,6,1005,1
2376,F,Ship,3,2,183,3,medium,F,25,2023,1
1041,A,Ship,2,1,189,2,high,M,48,2429,1
10814,F,Road,4,3,207,3,medium,F,5,4847,1
8562,F,Ship,5,1,271,5,low,F,5,1869,1
5385,A,Ship,5,4,248,4,medium,F,5,4271,1
8847,A,Ship,5,1,258,3,medium,F,8,5694,0
7948,B,Flight,4,1,254,7,low,M,5,4104,1
450,F,Ship,4,3,140,2,low,F,22,1248,1
6330,F,Ship,4,3,228,3,medium,F,1,5129,1
9125,C,Ship,4,5,233,3,medium,F,2,4501,0
1687,D,Ship,2,2,219,3,low,F,56,3608,1
7541,C,Flight,5,5,201,3,medium,F,10,5121,1
5936,F,Ship,4,1,271,4,low,M,9,5853,1
2303,C,Road,5,2,234,6,low,F,58,2448,1
7238,F,Road,3,1,238,3,medium,F,6,5092,0
3854,F,Ship,3,3,232,3,low,F,9,5016,1
6839,C,Road,4,3,207,10,low,F,9,4179,0
8289,A,Ship,5,4,145,3,low,M,2,4492,1
10743,A,Ship,5,3,219,6,low,F,9,1019,0
3497,C,Ship,4,3,228,2,high,F,4,4719,1
2689,D,Ship,2,2,137,3,low,F,20,1823,1
5948,F,Ship,4,1,269,2,medium,F,8,4930,0
8072,F,Road,4,1,241,2,low,M,3,5672,0
393,A,Road,4,4,178,4,medium,F,13,1614,1
1985,C,Ship,3,3,154,2,low,F,57,1096,1
6157,D,Road,3,4,273,4,medium,M,4,5361,0
3858,F,Ship,5,1,245,2,medium,F,2,4882,1
8565,A,Ship,3,2,193,2,low,M,3,4799,1
8434,B,Ship,3,2,256,3,low,M,1,4932,0
5386,B,Ship,3,2,238,4,low,F,7,5254,0
5020,B,Ship,6,4,291,4,low,F,5,1327,0
4293,A,Ship,3,2,133,3,medium,M,1,5026,1
5681,C,Ship,3,1,180,2,high,M,10,4200,0
10901,C,Ship,5,5,196,4,medium,M,8,4604,1
2525,C,Ship,4,2,191,3,high,M,3,2353,1
2481,A,Flight,5,5,209,3,low,M,49,3893,1
197,C,Ship,2,2,135,3,low,M,15,1339,1
8103,A,Ship,5,3,113,3,medium,F,5,4743,0
9832,B,Ship,2,3,269,2,low,M,3,5976,0
7284,F,Ship,4,3,151,3,medium,F,9,4908,0
7548,F,Flight,4,2,149,2,low,M,2,4026,1
3672,F,Ship,4,4,245,4,medium,M,4,5203,1
7705,D,Ship,4,1,263,5,low,M,1,1605,1
7868,F,Ship,4,3,213,3,medium,M,4,4367,0
5007,A,Ship,3,4,165,3,high,M,10,4910,0
9324,F,Flight,4,2,262,3,low,M,6,5381,0
6296,F,Road,4,3,240,5,medium,F,5,1301,0
8206,B,Road,4,5,177,3,medium,M,7,4031,1
265,D,Road,5,3,271,5,high,M,9,1813,1
7634,F,Ship,4,5,111,4,medium,M,7,5988,1
3579,A,Flight,3,2,169,2,medium,F,10,4038,1
5297,C,Ship,3,1,137,5,low,F,8,4980,1
4691,C,Ship,3,1,245,3,medium,F,1,5325,0
5008,B,Ship,3,3,156,7,medium,M,2,5467,0
8579,C,Ship,4,5,253,3,low,F,1,5402,0
7710,F,Ship,5,3,242,5,medium,F,5,1820,0
5608,B,Road,3,1,166,2,medium,F,9,5853,1
4442,F,Ship,6,4,218,6,medium,M,1,4625,1
2435,C,Ship,3,5,181,2,low,M,29,2217,1
3484,B,Ship,4,1,273,3,low,F,5,5323,0
6567,A,Road,4,4,249,6,low,F,1,1398,1
173,C,Ship,3,4,148,3,low,M,56,1550,1
4865,C,Ship,5,4,215,3,low,F,5,5552,1
7814,F,Flight,4,1,240,3,low,F,4,4787,0
1848,F,Ship,5,1,269,3,medium,F,2,2136,1
9514,B,Ship,3,3,249,4,low,M,7,5868,1
8828,F,Ship,4,3,246,5,low,M,7,1134,0
2032,B,Road,3,2,143,4,medium,F,22,1249,1
1301,C,Ship,4,2,235,3,low,F,21,3088,1
867,A,Ship,4,1,199,2,low,F,46,3371,1
7747,D,Ship,4,3,228,5,low,F,9,1044,0
254,F,Road,2,5,160,3,low,F,19,1399,1
9355,D,Ship,6,4,276,4,low,M,4,1662,1
86,F,Ship,3,4,197,3,medium,M,13,2148,1
9724,B,Flight,3,2,140,3,medium,M,8,5724,0
9960,F,Ship,5,5,230,5,low,F,8,1067,0
10140,F,Flight,4,5,258,5,low,M,3,1162,0
10837,D,Flight,6,4,186,2,low,M,5,4851,1
9092,F,Ship,4,3,251,5,medium,M,2,1482,0
8973,A,Ship,4,5,243,4,low,F,1,5328,0
10456,B,Ship,5,1,263,6,low,F,3,1665,1
9109,D,Ship,4,5,184,2,medium,F,2,4429,0
5000,F,Ship,3,3,134,3,medium,F,8,4950,0
1789,D,Flight,4,1,242,3,medium,F,35,3556,1
6911,C,Ship,5,5,240,5,medium,M,10,1574,1
7566,F,Ship,4,2,236,3,low,M,4,4800,0
442,B,Ship,5,3,190,3,high,M,45,2628,1
8713,D,Ship,4,2,133,6,medium,F,9,4879,0
5283,A,Ship,6,3,259,5,medium,F,1,1271,0
207,A,Ship,2,2,157,3,low,M,1,1477,1
3983,C,Flight,3,2,224,3,medium,M,1,5343,1
1813,D,Ship,4,2,185,2,medium,M,4,2212,1
2930,F,Ship,6,5,213,6,low,M,7,2709,1
4358,F,Road,5,1,201,3,low,M,4,5166,1
1963,D,Ship,2,1,165,4,low,F,57,1881,1
3912,F,Ship,4,3,104,4,medium,M,3,4548,0
5341,D,Flight,4,1,249,5,low,M,9,4396,0
7660,B,Road,3,5,159,2,high,F,9,4099,1
5559,A,Ship,4,3,148,4,low,F,1,4243,0
7076,F,Ship,4,3,245,4,medium,M,8,5982,1
8747,C,Road,4,2,112,2,medium,F,8,4599,0
6165,A,Flight,3,5,151,3,low,F,1,4088,0
4271,C,Ship,5,3,101,5,medium,F,1,4014,1
5931,A,Ship,4,3,109,2,medium,F,4,5407,0
1122,F,Ship,2,1,264,3,medium,M,10,3409,1
10446,F,Ship,5,5,239,6,low,M,9,1417,1
2381,C,Ship,4,1,228,3,low,F,53,2021,1
4762,B,Ship,5,5,276,4,low,M,2,1411,1
6372,F,Ship,3,3,249,2,medium,M,9,4034,1
10156,B,Ship,4,4,170,3,medium,M,4,4062,0
6422,F,Road,4,2,150,4,low,F,1,5922,1
7694,F,Ship,5,1,216,10,medium,F,2,5672,0
10642,B,Ship,3,4,133,4,low,F,10,4571,0
3899,C,Ship,4,4,155,2,medium,F,9,4932,1
26,F,Ship,3,1,225,4,low,M,29,3496,1
1784,F,Flight,5,4,206,3,low,M,53,2182,1
10972,B,Flight,5,5,221,5,low,M,8,1718,0
4525,D,Flight,2,4,170,5,low,M,10,5448,0
10809,A,Road,2,4,155,5,low,M,9,1740,1
4002,F,Ship,2,3,205,3,low,M,1,5137,0
3209,C,Ship,5,1,149,2,low,M,9,5435,0
1743,A,Ship,4,4,192,3,low,F,25,2443,1
5328,F,Road,3,2,254,2,medium,F,10,5608,0
7293,A,Ship,3,2,221,2,medium,M,10,4715,1
1852,B,Ship,3,1,169,10,medium,F,15,1107,1
6731,C,Ship,3,5,161,2,medium,M,9,4623,0
2258,F,Ship,4,5,178,3,low,F,5,1012,1
4339,D,Ship,4,4,233,4,low,M,3,5849,1
47,C,Ship,3,4,169,4,medium,F,32,1245,1
3070,B,Ship,4,4,162,2,medium,M,8,1386,1
3519,A,Ship,3,1,148,2,medium,M,5,4082,1
1579,D,Ship,5,4,153,6,medium,M,35,1082,1
436,B,Ship,3,1,112,2,high,M,22,1846,1
5162,F,Ship,4,3,130,3,medium,F,3,4317,0
2818,B,Ship,5,2,157,3,low,M,1,1798,1
7592,F,Ship,5,2,169,3,medium,M,3,5692,0
428,F,Flight,5,4,197,4,low,F,40,3303,1
6582,F,Flight,5,3,248,5,low,F,7,1475,1
420,F,Flight,4,2,134,2,low,F,43,1714,1
5323,D,Road,3,3,199,3,low,M,7,5258,1
10697,C,Flight,3,1,143,4,low,M,6,5474,0
9130,B,Ship,3,1,225,4,low,F,10,4080,1
1993,D,Ship,4,2,172,3,low,M,1,1182,1
3676,B,Road,4,5,148,3,low,M,5,4913,0
6368,F,Ship,3,1,266,3,low,M,5,5154,0
7439,C,Ship,3,5,275,4,medium,M,10,5066,0
10864,B,Ship,4,2,261,3,low,M,4,5345,1
9489,A,Ship,3,3,203,3,medium,F,4,5548,0
6770,F,Ship,5,5,195,4,low,F,1,4393,1
4884,F,Ship,2,1,138,2,low,M,8,4932,1
8415,A,Ship,5,1,205,2,low,F,3,5682,1
4899,A,Ship,4,5,159,5,low,F,7,4063,0
7680,F,Flight,3,1,159,2,medium,F,3,5691,0
6196,B,Ship,4,3,210,3,low,M,9,5556,0
6724,B,Flight,5,4,99,2,high,F,4,4259,0
6860,F,Flight,5,4,259,5,low,M,10,1177,0
4845,A,Ship,5,3,263,2,low,M,3,4474,1
7321,D,Ship,5,4,273,6,medium,F,7,4058,1
8458,B,Ship,3,2,179,3,low,M,4,4102,1
3424,B,Flight,3,4,213,3,low,F,4,5481,1
4136,F,Ship,3,2,156,3,medium,M,2,4681,0
4186,B,Ship,5,5,228,4,low,M,6,4946,1
4782,F,Road,3,4,233,3,medium,F,10,4626,0
5829,A,Ship,3,3,261,4,low,F,9,4529,1
1603,D,Ship,6,4,241,6,high,F,61,2806,1
9753,A,Ship,2,3,258,2,low,M,4,5052,1
4016,F,Ship,2,5,116,3,low,F,1,4091,1
2463,A,Flight,5,2,224,4,medium,M,43,2336,1
8099,C,Flight,2,2,242,3,high,M,9,4717,0
6896,F,Ship,5,5,237,5,high,F,2,1593,1
6430,B,Road,5,1,203,3,low,F,2,4162,1
2053,D,Flight,3,5,162,2,low,M,28,1948,1
8018,F,Ship,4,5,237,5,low,M,2,1357,1
5375,C,Ship,3,1,219,2,medium,F,10,4390,1
9528,F,Ship,4,1,164,4,medium,M,3,5318,1
10503,A,Ship,3,1,248,3,medium,M,7,5588,0
3864,F,Ship,2,4,143,6,medium,F,1,5514,0
8653,D,Ship,4,2,235,5,low,M,8,1021,0
10404,F,Road,4,4,264,6,medium,F,6,1748,1
5652,F,Ship,4,3,200,3,medium,M,5,5108,0
2579,C,Road,3,4,150,2,medium,M,64,1777,1
10177,D,Ship,6,3,277,4,medium,F,6,1433,0
5354,F,Flight,4,3,167,3,medium,F,1,4621,1
7691,C,Ship,4,4,140,8,medium,F,2,5481,0
10314,F,Ship,3,2,229,6,medium,F,3,5689,1
3141,A,Road,3,3,256,4,medium,M,3,4732,0
4012,B,Ship,2,4,238,3,medium,M,4,5782,1
6622,B,Ship,4,5,234,3,low,F,4,5100,1
5060,F,Road,4,3,143,3,low,F,2,4693,0
7743,A,Ship,6,2,301,4,medium,M,10,1747,1
8812,B,Ship,6,1,189,3,medium,F,9,5316,0
2444,F,Road,2,5,116,3,low,F,3,1688,1
1792,B,Flight,4,4,137,2,medium,M,37,1447,1
4110,F,Flight,4,1,223,3,medium,F,4,4972,1
1885,D,Ship,5,4,269,3,medium,F,51,3415,1
7699,D,Ship,3,4,252,2,low,M,6,4630,1
10903,D,Ship,5,3,210,3,medium,M,9,5912,0
6837,A,Road,4,3,247,3,high,F,1,5214,0
3314,F,Ship,4,4,212,2,medium,F,6,4117,1
726,F,Ship,3,4,207,7,medium,F,46,2670,1
5944,B,Ship,5,5,158,2,low,M,8,4743,0
8351,C,Road,6,2,286,4,low,F,5,1248,1
4444,B,Ship,3,2,256,2,medium,F,9,4228,1
6666,F,Ship,4,5,157,3,medium,M,2,5791,1
3923,C,Ship,5,4,117,3,medium,F,4,5332,0
5966,F,Ship,4,5,239,6,low,M,2,1879,0
10044,F,Ship,4,2,232,2,low,M,5,4907,0
8464,B,Ship,4,1,202,2,medium,M,10,5428,1
1608,F,Ship,3,3,233,3,medium,M,35,2204,1
8793,A,Ship,3,1,160,3,medium,F,5,5524,0
7608,F,Ship,3,3,201,2,low,F,2,5361,0
6822,F,Ship,6,3,260,4,low,M,9,1131,1
2155,D,Ship,3,3,211,4,high,F,22,2942,1
619,D,Ship,4,1,133,4,medium,M,64,1834,1
7777,D,Ship,5,1,249,3,low,F,8,5940,0
3208,B,Ship,6,4,227,5,medium,F,8,4388,0
10133,C,Road,6,2,137,10,low,F,5,4510,0
9225,A,Ship,3,1,178,4,medium,M,9,5727,1
627,A,Ship,5,2,236,3,low,F,51,3402,1
3373,D,Ship,3,2,234,4,high,F,7,4568,1
10358,F,Ship,2,4,226,3,low,M,9,4098,1
10931,C,Ship,4,4,253,5,low,F,2,1709,0
5706,F,Ship,4,5,164,3,high,M,3,4454,0
2820,F,Ship,4,4,174,2,low,F,11,1577,1
138,F,Flight,3,5,162,2,medium,M,7,1739,1
290,F,Flight,4,2,172,3,medium,F,59,1858,1
6472,B,Ship,4,4,266,3,low,M,3,5531,1
10015,D,Flight,3,3,185,2,low,M,4,4746,0
5334,F,Road,3,2,158,3,medium,M,4,5335,0
5351,C,Flight,5,5,103,6,medium,F,2,4860,0
3029,C,Flight,5,2,172,4,high,F,61,1161,1
5249,C,Ship,4,1,229,4,medium,F,2,5378,1
795,A,Ship,4,5,255,4,low,M,14,3099,1
3321,A,Ship,2,4,194,2,low,F,4,4803,1
5111,C,Ship,3,4,256,3,low,M,7,5013,1
2742,F,Flight,4,2,171,3,low,F,40,1021,1
68,F,Ship,3,3,158,3,low,F,6,1878,1
134,F,Flight,5,4,280,6,medium,F,51,3582,1
5044,B,Road,4,2,224,2,low,M,9,5603,1
4936,B,Flight,3,2,178,3,low,M,4,5119,1
9196,B,Flight,5,1,236,5,low,M,8,1441,0
917,C,Ship,5,5,261,8,medium,M,39,2103,1
9812,F,Ship,4,3,274,3,low,F,5,4409,0
9642,F,Ship,3,2,264,2,low,M,6,5702,1
8235,A,Flight,6,3,229,8,medium,M,6,4600,0
902,F,Ship,5,3,208,3,medium,M,35,3884,1
2996,F,Road,6,5,130,6,low,F,60,1971,1
10145,C,Flight,5,1,233,5,medium,M,4,1622,0
3366,F,Ship,4,4,256,3,medium,M,1,5784,1
5213,C,Flight,4,2,229,4,medium,M,3,5340,0
6398,F,Ship,4,3,250,3,high,F,4,5272,1
457,D,Ship,3,3,254,2,high,M,17,3153,1
3730,B,Ship,4,3,146,3,low,F,8,5673,1
1933,D,Flight,4,2,164,2,medium,F,43,1976,1
2372,F,Ship,4,5,152,3,medium,M,25,1222,1
4175,C,Ship,6,1,215,5,medium,F,5,4362,0
669,A,Road,5,1,179,3,low,F,62,1945,1
8215,D,Road,3,5,172,3,medium,F,7,4929,0
9882,F,Ship,5,4,267,5,low,M,9,1113,0
1327,D,Ship,3,1,255,5,low,F,1,2713,1
1272,F,Ship,5,3,236,6,medium,M,9,3715,1
3257,C,Ship,5,2,137,3,low,M,6,4883,0
4519,D,Flight,4,4,244,2,medium,F,7,5543,1
7023,A,Ship,3,1,179,2,medium,F,10,4828,0
4530,F,Flight,4,5,142,10,high,F,5,4147,1
10175,C,Ship,4,4,196,3,medium,F,2,4320,1
4185,A,Ship,4,3,153,2,medium,M,1,4366,1
59,C,Ship,5,5,141,3,high,M,41,1367,1
8633,C,Flight,7,1,255,4,medium,F,3,1450,0
4044,F,Ship,3,3,185,3,medium,F,10,4387,0
6756,F,Ship,2,5,189,3,low,F,5,5320,0
7665,A,Road,2,2,149,4,medium,M,7,4598,0
10889,C,Ship,4,4,192,2,low,M,1,4429,0
7093,D,Ship,3,1,167,2,low,M,1,5749,0
4395,A,Flight,5,3,175,3,low,M,7,4833,1
3238,B,Ship,3,4,177,3,low,F,6,4445,0
9068,F,Ship,4,2,184,2,medium,F,10,5959,0
6318,F,Flight,5,3,238,5,medium,M,2,1150,1
1015,D,Ship,2,2,153,2,low,M,46,1130,1
7849,D,Ship,3,5,211,3,medium,M,5,4058,1
4302,F,Ship,3,2,204,2,high,F,2,5526,0
537,A,Road,2,3,154,4,high,F,17,1897,1
9594,F,Flight,5,4,205,3,low,F,3,4157,1
3339,A,Ship,3,4,255,2,medium,F,7,4332,1
2114,F,Ship,6,4,164,5,low,M,20,1555,1
6920,F,Ship,6,1,288,4,medium,M,8,1806,1
4394,F,Flight,3,4,270,2,low,M,4,4681,0
1202,F,Ship,6,1,213,3,low,M,63,1548,1
9110,F,Ship,5,4,231,2,medium,F,7,5491,1
9039,A,Flight,4,1,179,2,medium,F,7,4605,0
4942,B,Flight,5,2,275,5,low,F,9,5168,1
988,B,Ship,3,3,202,2,medium,M,39,3857,1
1027,D,Ship,3,1,138,5,medium,F,8,1349,1
9330,F,Flight,5,4,235,4,low,M,5,4506,0
5500,B,Ship,6,4,256,4,low,F,9,1676,0
10377,A,Ship,4,3,169,3,low,F,8,4613,0
2302,B,Ship,4,5,113,3,low,F,52,1741,1
3929,C,Ship,4,3,206,4,medium,M,1,4812,1
10991,C,Ship,5,4,219,6,low,M,3,1098,0
1389,A,Ship,5,1,230,3,low,F,43,2994,1
9552,F,Ship,3,1,274,4,low,M,3,5979,0
8317,D,Ship,6,5,263,4,low,M,10,1669,0
3221,C,Ship,3,1,263,2,medium,M,9,4868,1
9955,D,Ship,6,2,260,4,low,F,8,1522,0
104,F,Ship,5,1,144,4,low,M,37,1658,1
6871,D,Ship,6,3,260,4,low,F,10,1140,0
9821,C,Ship,4,2,161,2,high,F,8,5654,1
5330,F,Road,5,1,234,3,high,F,9,5548,0
9165,A,Road,4,2,232,5,medium,M,3,1197,0
7427,C,Ship,2,3,130,4,medium,M,10,4363,0
4540,B,Ship,2,4,255,7,low,M,10,5875,0
7720,B,Ship,5,1,239,5,low,M,1,1239,0
6327,A,Ship,2,5,252,3,medium,M,7,5281,0
1471,D,Ship,2,3,123,2,medium,M,11,1383,1
10,B,Flight,3,2,164,3,medium,F,29,1187,1
3978,F,Flight,5,5,255,2,medium,M,1,4604,1
9415,D,Ship,7,1,301,4,low,M,10,1869,0
9142,B,Ship,5,3,240,5,low,M,6,1489,0
6079,D,Ship,4,1,239,4,high,M,2,5502,0
1684,B,Ship,3,3,250,3,medium,M,9,2752,1
2293,D,Ship,3,5,268,4,high,M,5,3446,1
1914,F,Flight,4,3,246,2,low,M,60,2086,1
10939,D,Road,4,2,255,5,medium,M,2,1186,1
6129,A,Ship,3,3,132,2,medium,M,1,4687,0
2060,F,Flight,5,2,265,3,medium,F,33,2734,1
3662,F,Ship,4,1,271,2,low,F,1,4866,0
5302,B,Ship,5,4,244,3,medium,F,3,4015,0
4246,B,Flight,3,1,191,3,low,M,1,4705,0
2418,F,Ship,3,4,228,2,medium,M,65,3943,1
10496,F,Ship,4,2,214,6,medium,M,9,4736,1
10198,B,Ship,5,5,245,5,low,M,5,1252,0
5985,A,Ship,4,5,198,7,medium,M,9,4249,1
6946,B,Ship,4,1,219,3,low,F,5,5632,0
6449,C,Flight,3,4,150,2,low,F,6,5987,0
5997,A,Ship,6,5,249,4,medium,M,3,1710,1
3269,C,Road,5,4,217,3,medium,F,8,4949,1
257,C,Road,2,2,127,3,low,M,13,1128,1
4699,D,Ship,4,3,213,3,low,F,2,5722,0
4868,F,Ship,3,3,166,2,medium,F,8,5871,0
4511,C,Road,4,2,108,10,medium,M,5,4645,0
5618,F,Flight,5,4,281,3,low,F,10,5675,0
49,D,Ship,5,4,190,2,medium,M,9,3753,1
6353,C,Ship,3,2,253,2,medium,F,2,4567,0
2692,B,Ship,5,5,133,2,low,F,18,1134,1
8884,B,Road,5,3,270,5,medium,M,9,1764,1
8169,A,Ship,5,5,193,4,medium,M,8,5714,0
10025,C,Ship,5,1,258,3,medium,M,7,4466,1
5760,F,Flight,6,5,268,4,low,F,2,1324,0
4190,F,Ship,4,1,190,2,medium,F,4,4501,0
2472,F,Flight,5,2,143,3,medium,M,12,1802,1
10455,A,Ship,5,5,259,6,low,M,5,1382,1
9358,B,Ship,6,1,283,5,low,F,9,1311,1
5831,C,Ship,3,1,133,3,medium,M,8,4634,0
8615,C,Road,6,3,260,4,low,M,4,1358,0
385,D,Road,4,3,236,2,high,M,23,3123,1
4350,F,Ship,5,4,237,3,high,M,9,5401,0
4165,D,Ship,5,4,157,4,low,M,9,4840,0
2457,A,Road,2,3,142,3,low,F,46,1694,1
7003,D,Flight,4,1,173,4,low,F,5,5530,1
6483,A,Ship,3,2,177,3,medium,M,8,5006,1
1241,C,Flight,4,5,210,4,medium,F,28,3905,1
9653,C,Ship,3,2,158,2,medium,M,9,4881,0
8584,B,Ship,4,3,134,4,low,M,8,4879,1
9431,C,Road,7,5,301,4,low,M,9,1660,1
2529,A,Ship,2,3,139,8,medium,M,21,1033,1
7598,F,Ship,5,4,201,3,low,F,5,5137,0
7121,C,Flight,4,4,260,3,low,M,9,4224,0
3462,F,Ship,3,3,144,2,low,M,6,5994,1
949,D,Road,3,3,255,2,medium,M,3,2894,1
3038,F,Ship,5,4,135,2,medium,F,20,1908,1
1581,A,Ship,3,5,270,5,low,M,31,3737,1
6589,D,Flight,6,1,273,4,medium,F,6,1524,0
1502,F,Road,3,1,269,2,medium,M,38,2195,1
6891,A,Ship,6,3,247,4,medium,M,3,1903,0
10785,A,Ship,5,3,137,4,low,F,2,1034,0
7074,F,Ship,4,3,195,4,medium,F,1,5004,0
1128,F,Ship,4,4,136,3,high,F,35,1234,1
7718,F,Ship,6,5,276,4,low,M,3,1136,0
9420,F,Ship,7,3,300,4,medium,F,5,1244,0
10398,F,Road,5,2,171,3,low,M,6,4656,1
4328,F,Ship,5,3,104,4,low,M,3,4885,1
9719,C,Road,3,4,257,5,medium,M,10,4901,1
9033,A,Road,4,5,180,4,high,F,10,5176,1
8305,D,Ship,3,2,245,3,medium,F,7,4121,0
7873,D,Ship,3,1,224,3,low,M,8,4908,0
7396,B,Flight,5,2,223,5,low,F,5,1010,1
9190,B,Flight,5,1,232,5,medium,F,7,1069,1
6026,F,Flight,5,3,267,5,low,M,6,1119,1
3336,F,Ship,3,4,179,2,low,F,2,4931,1
10802,F,Road,5,3,234,5,low,M,7,1691,1
4995,A,Ship,3,3,269,3,high,F,6,4260,1
1437,A,Ship,4,3,142,6,low,M,6,1459,1
377,C,Ship,2,3,157,2,low,M,45,1965,1
9662,F,Ship,7,2,300,4,medium,M,3,1070,1
3307,D,Ship,4,3,223,3,medium,F,9,5897,0
6796,B,Ship,3,4,178,8,medium,F,6,4146,0
9338,F,Ship,4,3,184,7,medium,M,5,5920,1
1560,F,Ship,3,1,171,2,low,M,1,1629,1
3773,C,Ship,3,5,156,8,medium,F,9,4733,1
5592,F,Road,2,3,201,3,medium,M,5,5733,1
1589,C,Ship,5,4,185,4,medium,M,31,3565,1
6428,F,Road,3,5,172,3,medium,M,1,5024,1
8757,A,Road,3,1,154,3,medium,M,4,4631,0
5449,D,Ship,6,4,157,6,low,F,9,5354,1
3981,A,Flight,5,3,244,2,low,M,5,4713,0
400,B,Road,3,1,220,2,high,F,40,3773,1
6970,B,Road,4,4,192,4,low,F,2,5856,1
3295,D,Flight,4,1,155,3,low,F,5,4283,1
2791,D,Ship,2,5,282,5,low,M,63,1173,1
38,F,Ship,2,4,181,6,medium,F,16,3605,1
3673,D,Road,4,1,251,3,low,F,4,4374,1
3,A,Flight,2,2,183,4,low,M,48,3374,1
9579,A,Road,3,1,236,3,medium,F,8,5341,1
514,B,Ship,5,3,250,5,low,M,12,2722,1
6169,D,Flight,5,2,197,4,high,M,4,4339,1
6615,A,Ship,7,3,307,4,low,M,4,1653,0
9600,F,Flight,4,1,149,3,low,M,2,4499,0
8720,F,Ship,4,4,265,4,medium,F,6,4607,1
3175,D,Ship,3,2,207,3,high,F,3,4909,1
4405,D,Ship,3,4,246,3,low,M,1,4020,1
894,F,Ship,3,2,232,2,low,F,39,2139,1
9658,B,Ship,4,3,275,5,medium,M,5,1329,0
6002,F,Road,4,3,270,5,low,F,3,1786,1
9857,C,Road,4,4,185,2,medium,F,1,4729,0
1913,C,Road,3,5,226,3,medium,M,5,3914,1
7229,C,Ship,3,5,268,2,low,F,4,5909,0
5110,B,Ship,5,3,163,6,low,M,6,4349,0
7538,F,Flight,3,1,214,2,low,F,3,5595,1
8002,B,Ship,7,2,285,4,low,M,2,1491,1
7073,C,Ship,3,1,150,2,low,F,6,5355,0
10756,B,Ship,4,1,300,5,medium,M,6,1027,0
4038,F,Ship,5,5,243,6,medium,F,9,4587,0
8979,A,Ship,5,4,191,4,low,M,8,4566,1
9666,F,Ship,7,5,289,4,low,F,10,1074,1
618,F,Ship,5,3,245,2,medium,F,8,3231,1
5441,C,Ship,3,1,225,2,high,M,6,5274,1
10207,D,Ship,4,2,259,5,medium,F,2,1054,0
5914,B,Ship,3,5,284,2,low,M,10,5619,0
623,C,Ship,3,4,253,3,low,M,6,3788,1
10732,B,Ship,4,3,253,5,low,F,10,1464,0
2760,F,Ship,3,1,206,3,medium,M,28,2892,1
6016,B,Road,4,2,227,5,low,M,7,1354,1
1012,B,Ship,4,5,262,4,low,M,16,2871,1
9066,F,Ship,4,2,263,3,medium,M,4,4935,1
999,A,Ship,3,3,141,2,medium,F,48,1758,1
5135,C,Ship,4,4,197,2,medium,F,1,5211,0
6791,C,Ship,4,4,201,10,low,M,3,4202,0
1456,B,Ship,4,5,241,4,medium,M,58,2874,1
