ID,calls,rating,purchases,gender,status
8255,3,4,245,F,0
8256,5,3,254,M,0
8257,5,3,252,M,1
8258,6,4,254,M,0
8259,4,3,263,F,0
8260,5,1,256,F,0
8261,6,5,264,F,1
8262,4,2,237,M,1
8263,4,1,226,F,0
8264,7,1,289,F,1
8265,7,1,281,F,0
8266,5,5,258,M,1
8267,6,4,263,M,0
8268,5,3,245,F,0
8269,7,3,296,F,0
8270,7,4,286,M,1
8271,6,3,252,M,1
8272,6,5,301,F,1
8273,7,4,290,F,1
8274,7,2,247,F,1
8275,3,1,138,F,1
8276,5,4,262,F,0
8277,4,2,245,F,0
8278,3,1,224,F,1
8279,3,1,186,F,1
8280,4,1,282,M,0
8281,5,4,266,M,1
8282,4,5,256,F,1
8283,3,1,155,F,0
8284,2,5,142,M,0
8285,6,5,229,F,1
8286,4,3,211,F,0
8287,5,5,264,M,1
8288,6,4,217,F,1
8289,5,4,145,M,1
8290,3,5,185,M,0
8291,4,5,221,M,0
8292,4,2,208,M,0
8293,4,4,260,M,0
8294,4,5,177,F,0
8295,4,1,144,M,0
8296,3,3,174,F,0
8297,3,2,215,M,1
8298,4,1,270,F,1
8299,3,4,209,F,0
8300,5,1,103,M,0
8301,5,2,184,F,0
8302,5,3,226,F,0
8303,5,4,158,F,1
8304,3,1,274,M,0
8305,3,2,245,F,0
8306,5,4,254,M,1
8307,5,4,252,M,1
8308,6,2,254,F,0
8309,4,1,263,M,0
8310,5,5,256,F,1
8311,6,3,264,M,0
8312,4,1,237,F,0
8313,4,1,226,M,0
8314,7,4,289,M,0
8315,7,2,281,F,1
8316,5,5,258,F,1
8317,6,5,263,M,0
8318,5,3,245,F,0
8319,7,3,296,F,1
8320,7,3,286,M,1
8321,6,5,299,F,1
8322,6,4,253,M,0
8323,7,5,269,F,0
8324,5,1,267,F,1
8325,5,4,226,F,0
8326,6,4,278,M,1
8327,4,4,232,M,0
8328,6,4,287,F,1
8329,4,2,228,M,0
8330,5,1,232,M,0
8331,6,5,308,M,1
8332,7,5,287,F,0
8333,6,3,246,F,0
8334,4,1,262,M,1
8335,6,4,275,M,0
8336,5,4,236,F,1
8337,5,2,221,M,1
8338,5,4,271,M,0
8339,4,4,229,M,0
8340,5,1,291,F,1
8341,5,5,261,F,0
8342,6,4,285,F,0
8343,6,4,262,M,0
8344,4,5,219,M,0
8345,6,1,302,F,1
8346,4,4,269,F,0
8347,5,4,260,M,1
8348,7,2,297,F,1
8349,6,1,278,M,0
8350,5,3,265,F,1
8351,6,2,286,F,1
8352,6,2,248,F,1
8353,6,5,302,F,0
8354,6,1,272,F,0
8355,6,4,279,F,1
8356,4,2,255,M,0
8357,5,4,245,F,1
8358,4,5,247,M,0
8359,6,4,275,F,0
8360,6,3,255,F,0
8361,6,2,243,M,1
8362,4,1,234,M,0
8363,5,2,276,F,0
8364,5,1,228,F,0
8365,5,5,232,M,1
8366,5,1,248,F,1
8367,5,4,136,M,0
8368,4,3,240,F,0
8369,4,4,147,M,1
8370,4,1,222,F,1
8371,3,3,163,M,0
8372,5,4,254,F,1
8373,4,2,246,M,0
8374,2,1,168,M,0
8375,4,1,145,M,0
8376,5,2,224,M,1
8377,4,5,248,F,0
8378,3,3,212,M,0
8379,5,5,268,F,0
8380,4,1,200,F,1
8381,5,2,246,F,0
8382,4,3,142,M,0
8383,4,3,173,M,0
8384,5,3,156,F,0
8385,3,1,223,M,1
8386,4,5,231,F,1
8387,2,4,264,F,1
8388,4,4,175,M,1
8389,2,4,149,F,0
8390,3,1,226,M,0
8391,3,1,133,F,0
8392,5,2,190,M,0
8393,3,5,238,M,0
8394,6,4,152,M,1
8395,3,4,249,F,1
8396,4,3,181,F,1
8397,3,3,239,F,0
8398,3,1,167,M,1
8399,3,5,246,M,1
8400,5,1,139,F,1
8401,5,1,150,F,0
8402,3,3,151,F,0
8403,4,1,186,F,0
8404,3,4,250,M,0
8405,4,1,162,M,1
8406,5,3,135,F,0
8407,3,1,238,M,1
8408,6,5,167,M,1
8409,4,1,269,M,1
8410,4,2,187,M,1
8411,3,3,241,M,1
8412,3,2,168,M,1
8413,4,4,273,M,1
8414,4,3,257,M,1
8415,5,1,205,F,1
8416,4,1,260,M,1
8417,2,1,207,F,0
8418,3,1,202,M,0
8419,5,1,224,M,1
8420,5,1,193,M,0
8421,5,3,199,F,1
8422,4,3,187,M,1
8423,5,2,208,M,1
8424,3,5,228,F,0
8425,3,3,160,F,0
8426,3,1,195,F,0
8427,3,4,240,F,0
8428,2,2,271,M,0
8429,4,1,236,F,0
8430,3,2,199,F,0
8431,3,1,246,F,0
8432,3,1,250,F,1
8433,4,1,188,M,1
8434,3,2,256,M,0
8435,3,5,147,M,1
8436,3,3,234,F,0
8437,3,1,247,F,1
8438,5,1,267,M,0
8439,6,5,246,F,1
8440,4,1,284,F,1
8441,3,3,142,F,1
8442,3,1,132,M,0
8443,3,5,252,M,1
8444,4,1,243,F,0
8445,6,4,281,F,0
8446,3,5,142,M,1
8447,3,1,209,F,0
8448,3,3,157,F,1
8449,5,1,267,M,1
8450,5,5,177,F,1
8451,4,3,214,F,0
8452,4,3,247,F,1
8453,3,1,268,M,1
8454,5,3,242,F,1
8455,2,4,176,M,0
8456,5,5,231,F,0
8457,3,5,124,M,1
8458,3,2,179,M,1
8459,4,3,207,F,1
8460,4,2,128,M,1
8461,3,5,167,F,0
8462,3,2,243,M,1
8463,4,5,252,F,0
8464,4,1,202,M,1
8465,4,3,241,M,1
8466,4,5,182,F,1
8467,2,2,156,F,1
8468,4,4,266,F,1
8469,4,1,228,F,0
8470,4,5,210,M,1
8471,3,5,135,M,0
8472,4,5,248,M,1
8473,3,3,227,M,0
8474,3,2,257,M,1
8475,4,5,199,M,0
8476,4,3,232,M,0
8477,5,1,258,F,0
8478,5,1,268,F,0
8479,3,4,260,M,0
8480,4,2,190,F,1
8481,5,5,176,F,1
8482,3,2,227,M,0
8483,6,4,150,F,0
8484,3,2,160,M,0
8485,6,3,113,F,1
8486,5,1,145,F,0
8487,4,4,206,M,1
8488,3,1,207,F,1
8489,3,3,133,M,0
8490,3,5,261,F,1
8491,4,1,194,F,0
8492,3,1,244,M,1
8493,4,5,150,M,0
8494,3,1,267,M,1
8495,3,2,251,F,0
8496,4,2,185,M,1
8497,2,1,112,F,0
8498,3,2,264,M,0
8499,5,4,274,M,1
8500,4,5,234,F,1
8501,3,1,157,M,0
8502,6,1,247,F,0
8503,5,1,179,M,1
8504,3,1,202,F,1
8505,4,2,148,M,0
8506,5,1,183,F,0
8507,3,2,229,M,1
8508,3,4,196,M,1
8509,3,3,264,F,1
8510,3,2,233,M,0
8511,3,1,166,F,0
8512,5,3,185,M,0
8513,3,5,184,F,1
8514,6,3,98,M,1
8515,3,2,177,F,1
8516,3,5,193,F,0
8517,3,3,165,M,0
8518,4,4,183,F,1
8519,4,4,161,M,0
8520,2,1,238,F,0
8521,3,5,191,M,1
8522,3,2,165,M,0
8523,3,5,233,M,0
8524,4,1,234,M,1
8525,4,1,252,M,0
8526,3,1,155,F,0
8527,3,5,269,M,0
8528,4,5,224,M,0
8529,5,3,230,F,0
8530,4,5,253,F,0
8531,5,2,181,M,0
8532,4,2,233,F,0
8533,4,1,243,F,1
8534,5,4,271,F,1
8535,4,3,134,F,1
8536,3,5,154,F,1
8537,6,1,222,M,0
8538,3,4,251,F,1
8539,4,3,239,M,0
8540,5,4,211,M,0
8541,3,4,195,M,1
8542,4,4,224,F,0
8543,4,5,144,F,1
8544,4,2,167,M,0
8545,3,1,188,F,1
8546,2,4,245,F,1
8547,2,5,212,F,0
8548,3,3,240,F,1
8549,5,2,226,M,0
8550,6,5,278,M,1
8551,4,2,232,F,0
8552,6,3,287,M,0
8553,4,4,228,F,1
8554,5,4,232,M,0
8555,6,5,308,M,1
8556,7,4,287,M,1
8557,6,4,246,M,0
8558,4,5,262,M,0
8559,6,1,275,M,0
8560,5,1,236,F,0
8561,5,4,221,M,1
8562,5,1,271,F,1
8563,4,4,229,M,1
8564,3,2,177,M,0
8565,3,2,193,M,1
8566,3,4,165,M,0
8567,4,5,183,M,0
8568,4,2,161,F,0
8569,2,5,238,F,1
8570,3,5,191,M,1
8571,3,1,165,M,0
8572,3,5,233,F,0
8573,4,4,234,F,0
8574,4,3,252,F,1
8575,3,2,155,M,1
8576,3,1,269,F,0
8577,4,1,224,F,1
8578,5,4,230,M,0
8579,4,5,253,F,0
8580,5,1,181,F,0
8581,4,2,233,F,0
8582,4,4,243,M,0
8583,5,5,271,M,1
8584,4,3,134,M,1
8585,3,2,154,F,1
8586,6,4,222,F,1
8587,3,5,251,M,0
8588,4,5,239,M,1
8589,5,1,211,M,1
8590,3,2,195,F,0
8591,4,5,224,F,1
8592,4,4,144,M,1
8593,4,1,167,M,0
8594,3,3,188,M,1
8595,2,4,245,F,0
8596,2,1,212,F,0
8597,3,5,240,F,0
8598,5,1,226,M,0
8599,6,3,278,F,0
8600,4,1,232,M,0
8601,6,5,287,M,0
8602,4,5,228,M,1
8603,5,5,232,M,0
8604,6,5,308,M,0
8605,7,1,287,M,0
8606,6,5,246,M,0
8607,4,1,262,F,1
8608,6,5,275,F,0
8609,5,3,236,M,0
8610,5,2,221,M,1
8611,5,4,228,F,1
8612,4,5,234,F,1
8613,5,1,242,M,0
8614,7,1,307,F,0
8615,6,3,260,M,0
8616,4,5,239,M,0
8617,6,4,305,F,0
8618,5,2,254,F,0
8619,2,1,258,F,1
8620,5,3,267,M,0
8621,4,2,246,F,0
8622,4,2,246,M,1
8623,4,2,261,M,1
8624,5,1,239,F,0
8625,5,3,245,M,0
8626,5,3,237,F,1
8627,7,3,307,M,1
8628,5,2,252,F,0
8629,5,5,225,M,0
8630,6,4,258,F,1
8631,7,1,254,M,1
8632,5,3,232,F,1
8633,7,1,255,F,0
8634,5,1,235,F,0
8635,7,5,269,M,0
8636,6,2,243,M,0
8637,7,2,253,M,1
8638,5,1,266,F,0
8639,5,3,154,F,1
8640,4,3,245,M,0
8641,4,5,275,F,1
8642,6,1,261,M,1
8643,4,5,273,M,0
8644,6,4,303,M,1
8645,5,1,255,M,1
8646,4,4,225,F,1
8647,4,5,233,M,0
8648,6,1,285,F,1
8649,5,5,272,M,1
8650,7,5,273,M,1
8651,4,3,253,F,1
8652,6,2,279,F,0
8653,4,2,235,M,0
8654,4,1,255,F,1
8655,7,5,301,F,0
8656,7,1,245,M,1
8657,7,5,265,F,0
8658,4,4,252,M,1
8659,6,1,281,M,0
8660,6,2,269,F,0
8661,4,2,271,M,1
8662,5,2,239,F,1
8663,7,5,293,F,1
8664,4,1,165,F,1
8665,3,3,202,F,0
8666,4,4,201,F,0
8667,5,5,161,F,0
8668,5,5,193,F,0
8669,3,1,152,M,1
8670,4,4,189,M,1
8671,3,1,159,M,1
8672,5,1,259,M,0
8673,3,2,224,M,0
8674,4,4,172,F,1
8675,4,5,148,F,0
8676,4,3,274,F,0
8677,3,1,207,F,0
8678,4,5,159,F,1
8679,3,1,198,M,1
8680,4,5,196,F,0
8681,5,1,137,M,1
8682,3,3,192,M,0
8683,3,4,214,F,0
8684,6,3,267,M,1
8685,3,5,205,F,1
8686,2,4,102,F,0
8687,3,2,150,M,0
8688,5,1,176,M,0
8689,3,3,169,M,0
8690,4,4,151,F,0
8691,3,5,243,M,0
8692,4,2,150,F,0
8693,4,3,229,M,1
8694,6,2,164,M,0
8695,3,5,220,F,1
8696,3,1,187,M,0
8697,5,4,255,F,1
8698,5,4,252,M,0
8699,5,5,242,F,0
8700,3,1,162,M,0
8701,3,2,219,M,1
8702,4,2,248,M,1
8703,4,3,228,F,1
8704,4,4,149,F,0
8705,3,5,206,F,0
8706,3,1,204,M,1
8707,5,3,222,M,0
8708,3,5,248,M,1
8709,3,3,225,F,1
8710,3,2,244,F,0
8711,2,3,184,M,0
8712,4,5,223,M,1
8713,4,2,133,F,0
8714,4,3,164,M,0
8715,3,5,222,F,0
8716,2,1,198,M,0
8717,5,5,198,F,1
8718,5,1,193,F,0
8719,5,1,149,F,1
8720,4,4,265,F,1
8721,3,3,187,F,0
8722,4,5,198,F,0
8723,3,4,177,F,0
8724,5,3,255,F,0
8725,3,2,141,F,0
8726,3,2,180,F,1
8727,3,4,254,M,1
8728,2,3,211,M,0
8729,3,4,238,M,0
8730,4,4,239,M,0
8731,4,3,175,M,1
8732,5,2,238,M,0
8733,6,4,268,M,1
8734,4,5,142,M,1
8735,3,2,186,M,0
8736,4,3,154,F,1
8737,4,4,229,F,1
8738,3,4,264,M,1
8739,4,3,196,F,0
8740,5,2,169,M,1
8741,3,5,168,M,0
8742,3,4,226,F,0
8743,5,4,189,F,1
8744,4,4,183,F,1
8745,3,1,228,F,0
8746,3,2,260,M,1
8747,4,2,112,F,0
8748,5,5,221,M,0
8749,4,5,258,M,1
8750,4,2,133,F,0
8751,3,1,139,F,0
8752,5,1,251,M,0
8753,5,1,258,M,0
8754,4,2,229,F,1
8755,6,4,220,M,1
8756,5,3,160,F,1
8757,3,1,154,M,0
8758,5,3,197,F,0
8759,4,4,141,M,0
8760,3,2,199,F,1
8761,4,3,187,F,0
8762,3,4,136,M,0
8763,3,4,232,M,0
8764,3,2,257,F,1
8765,4,1,156,M,0
8766,3,5,179,M,0
8767,5,5,182,F,0
8768,4,4,209,F,0
8769,5,5,137,F,0
8770,5,2,174,M,0
8771,3,4,251,M,1
8772,5,4,220,M,0
8773,3,3,196,F,1
8774,3,1,162,F,0
8775,4,2,242,F,1
8776,4,3,226,M,0
8777,3,1,101,M,1
8778,5,2,226,F,0
8779,5,3,280,M,0
8780,4,2,257,M,1
8781,5,5,185,M,0
8782,3,2,199,F,0
8783,3,2,273,M,1
8784,4,5,229,F,0
8785,3,3,199,F,1
8786,3,1,151,F,0
8787,5,1,213,F,1
8788,3,4,151,F,0
8789,4,2,212,M,0
8790,4,3,175,F,1
8791,3,3,182,F,1
8792,5,2,211,F,0
8793,3,1,160,F,0
8794,3,5,268,F,0
8795,3,5,188,M,0
8796,3,2,234,M,1
8797,5,1,151,M,0
8798,3,3,150,M,0
8799,3,5,268,F,1
8800,2,4,248,F,0
8801,3,3,232,F,1
8802,5,2,164,F,0
8803,3,3,211,M,1
8804,3,5,195,F,0
8805,4,5,208,F,0
8806,3,1,176,F,0
8807,5,2,258,F,0
8808,4,4,224,F,0
8809,4,4,263,M,1
8810,3,1,203,F,1
8811,4,4,266,F,0
8812,6,1,189,F,0
8813,3,1,242,F,0
8814,4,2,265,F,1
8815,3,2,138,M,1
8816,4,4,268,F,1
8817,4,3,211,M,1
8818,6,3,137,F,1
8819,4,5,234,F,1
8820,5,4,242,M,1
8821,7,2,307,M,0
8822,6,1,260,F,0
8823,4,4,239,F,0
8824,6,2,305,F,0
8825,5,2,254,M,0
8826,2,1,258,M,1
8827,5,3,267,F,1
8828,4,3,246,M,0
8829,4,3,246,F,1
8830,4,4,261,F,1
8831,5,5,239,M,1
8832,5,5,245,M,1
8833,5,1,237,F,1
8834,7,3,307,F,1
8835,5,4,252,M,1
8836,5,2,225,M,0
8837,6,4,258,M,0
8838,7,5,254,F,1
8839,5,1,232,M,0
8840,7,1,255,F,1
8841,5,3,235,M,0
8842,7,1,269,M,1
8843,3,1,211,M,1
8844,3,4,195,F,0
8845,4,5,208,M,0
8846,3,5,176,F,1
8847,5,1,258,F,0
8848,4,3,224,F,1
8849,4,3,263,M,0
8850,3,5,203,F,0
8851,4,4,266,M,1
8852,6,3,189,F,0
8853,3,1,242,M,0
8854,4,2,265,F,1
8855,3,1,138,F,1
8856,4,3,268,F,0
8857,4,1,211,M,1
8858,6,4,137,F,1
8859,4,5,234,F,1
8860,5,1,242,F,0
8861,7,1,307,M,1
8862,6,3,260,F,0
8863,4,5,239,M,0
8864,6,2,305,M,0
8865,5,1,254,M,0
8866,2,3,258,F,0
8867,5,1,267,M,0
8868,4,5,246,F,1
8869,4,3,246,M,0
8870,4,4,261,F,0
8871,5,3,239,M,0
8872,5,5,245,M,1
8873,5,3,237,F,0
8874,7,1,307,M,0
8875,5,1,252,M,0
8876,5,4,225,F,0
8877,6,3,281,F,0
8878,6,5,269,F,1
8879,4,1,271,F,0
8880,5,2,239,F,1
8881,7,5,308,M,1
8882,6,1,256,F,1
8883,4,5,251,F,1
8884,5,3,270,M,1
8885,6,4,289,F,0
8886,6,4,253,F,0
8887,7,3,305,F,0
8888,3,4,219,F,0
8889,4,1,231,F,0
8890,6,4,298,F,1
8891,6,5,282,M,0
8892,5,3,240,M,0
8893,5,2,223,F,0
8894,4,1,226,M,0
8895,5,5,253,F,0
8896,6,4,249,M,0
8897,6,4,294,M,0
8898,5,1,225,M,0
8899,6,5,253,M,1
8900,5,1,236,M,0
8901,7,2,284,F,1
8902,5,2,244,M,1
8903,6,3,269,F,1
8904,6,5,308,F,0
8905,6,4,270,F,0
8906,5,3,238,M,1
8907,4,5,295,F,0
8908,2,2,310,M,1
8909,6,2,290,M,0
8910,7,2,288,M,0
8911,6,5,299,M,0
8912,6,5,243,F,1
8913,5,3,229,F,0
8914,6,2,288,M,1
8915,6,3,276,M,1
8916,7,4,270,F,0
8917,4,3,246,M,1
8918,5,5,269,M,0
8919,5,3,241,F,1
8920,4,4,248,M,0
8921,6,2,271,M,0
8922,4,5,250,M,0
8923,5,5,229,M,1
8924,7,3,296,M,0
8925,6,1,307,F,0
8926,7,1,258,F,0
8927,6,2,255,F,0
8928,5,3,163,M,0
8929,5,5,265,M,1
8930,4,3,269,M,1
8931,6,3,273,M,1
8932,5,5,257,M,0
8933,6,3,258,M,0
8934,5,3,140,F,0
8935,5,2,268,F,1
8936,6,4,279,F,0
8937,4,3,225,M,0
8938,6,4,296,M,1
8939,5,3,162,F,0
8940,4,3,208,F,1
8941,4,2,185,F,0
8942,4,4,270,F,0
8943,3,1,266,F,0
8944,4,5,148,M,1
8945,4,5,201,F,1
8946,4,1,171,F,0
8947,4,3,236,M,0
8948,4,4,220,F,0
8949,4,2,161,F,1
8950,5,1,241,M,0
8951,5,4,208,M,0
8952,6,5,150,M,0
8953,4,3,233,F,0
8954,2,2,98,M,0
8955,3,2,271,M,0
8956,2,2,247,F,1
8957,3,5,218,M,0
8958,5,3,182,M,1
8959,4,2,261,F,1
8960,5,1,167,M,0
8961,3,3,206,F,1
8962,6,4,257,F,0
8963,4,3,185,F,0
8964,5,2,183,F,0
8965,5,1,185,F,1
8966,3,5,178,F,0
8967,4,4,258,M,1
8968,4,1,238,F,0
8969,3,2,209,M,0
8970,2,3,260,F,0
8971,4,5,247,F,0
8972,3,3,261,M,1
8973,4,5,243,F,0
8974,5,1,160,M,0
8975,5,2,203,F,1
8976,3,5,220,F,0
8977,3,2,233,M,0
8978,4,4,101,F,0
8979,5,4,191,M,1
8980,3,3,265,F,1
8981,4,3,249,M,0
8982,4,4,184,F,1
8983,5,5,182,F,0
8984,5,5,198,M,0
8985,3,1,110,F,1
8986,4,3,268,F,1
8987,4,3,146,F,0
8988,5,2,235,F,0
8989,5,2,270,M,1
8990,4,4,174,F,1
8991,4,2,239,F,1
8992,3,4,236,F,0
8993,4,5,162,F,1
8994,3,4,260,F,0
8995,3,1,217,F,1
8996,5,3,232,M,0
8997,4,5,260,F,0
8998,4,2,184,F,1
8999,5,4,145,M,0
9000,5,1,189,M,0
9001,5,3,150,F,0
9002,3,3,200,M,0
9003,5,1,133,M,0
9004,4,2,260,M,1
9005,4,2,195,M,0
9006,4,3,245,M,0
9007,6,3,166,M,1
9008,3,5,245,M,0
9009,6,2,130,M,0
9010,3,5,204,M,1
9011,4,2,210,M,1
9012,3,5,264,F,0
9013,5,2,141,F,0
9014,3,5,162,F,0
9015,4,5,137,M,1
9016,4,3,141,F,0
9017,6,3,127,F,1
9018,2,2,270,M,0
9019,3,4,185,F,0
9020,4,1,241,M,0
9021,3,2,124,M,0
9022,3,4,228,M,0
9023,5,4,140,M,0
9024,6,3,192,M,1
9025,4,2,253,F,1
9026,3,4,287,F,0
9027,3,4,162,F,1
9028,3,4,156,M,0
9029,4,3,187,M,0
9030,6,3,171,F,0
9031,6,2,240,M,1
9032,3,3,250,M,0
9033,4,5,180,F,1
9034,3,1,242,M,1
9035,3,1,162,F,0
9036,5,5,210,M,1
9037,4,1,189,M,0
9038,4,5,187,M,1
9039,4,1,179,F,0
9040,2,1,199,F,0
9041,5,1,158,F,1
9042,3,4,181,M,1
9043,3,5,238,F,0
9044,5,5,225,F,1
9045,5,1,172,F,0
9046,4,2,199,M,0
9047,4,4,248,F,0
9048,3,2,226,F,0
9049,4,1,177,F,0
9050,3,4,238,M,1
9051,4,5,161,F,0
9052,2,1,271,M,0
9053,5,2,254,F,1
9054,4,2,238,M,0
9055,5,5,169,M,1
9056,3,3,168,M,1
9057,2,5,243,M,0
9058,4,5,195,M,0
9059,3,2,227,M,1
9060,3,2,199,F,1
9061,3,2,160,F,0
9062,2,2,160,F,1
9063,4,4,251,F,0
9064,6,2,225,M,1
9065,4,3,260,F,0
9066,4,2,263,M,1
9067,5,5,196,M,1
9068,4,2,184,F,0
9069,5,5,231,F,0
9070,3,1,153,M,1
9071,3,1,173,F,0
9072,3,1,159,F,0
9073,5,4,137,M,1
9074,3,1,249,M,1
9075,3,5,247,M,1
9076,3,2,205,M,1
9077,3,2,209,M,0
9078,3,2,247,M,0
9079,4,3,225,F,1
9080,3,5,150,M,0
9081,5,2,210,F,1
9082,3,2,247,F,0
9083,5,5,167,M,1
9084,4,5,233,F,1
9085,2,5,204,F,0
9086,5,5,140,M,1
9087,6,3,218,M,0
9088,3,3,250,M,0
9089,3,4,225,M,1
9090,7,1,308,F,0
9091,6,5,256,F,0
9092,4,3,251,M,0
9093,5,3,270,F,0
9094,6,5,289,M,1
9095,6,3,253,F,0
9096,7,2,305,M,0
9097,3,3,219,M,0
9098,4,2,231,M,0
9099,6,5,298,F,0
9100,6,5,282,M,1
9101,5,1,240,M,1
9102,5,3,223,M,0
9103,4,4,226,M,0
9104,5,3,253,M,0
9105,6,4,249,M,0
9106,6,5,294,M,1
9107,4,4,263,F,0
9108,5,2,196,M,1
9109,4,5,184,F,0
9110,5,4,231,F,1
9111,3,1,153,M,0
9112,3,2,173,F,0
9113,3,1,159,M,1
9114,5,4,137,F,1
9115,3,1,249,F,1
9116,3,4,247,M,0
9117,3,3,205,M,1
9118,3,3,209,F,0
9119,3,3,247,F,1
9120,4,1,225,M,1
9121,3,2,150,F,0
9122,5,3,210,F,0
9123,3,1,247,M,0
9124,5,5,167,M,0
9125,4,5,233,F,0
9126,2,4,204,F,1
9127,5,1,140,M,0
9128,6,3,218,F,1
9129,3,1,250,F,0
9130,3,1,225,F,1
9131,7,5,308,M,0
9132,6,3,256,F,1
9133,4,5,251,F,0
9134,5,1,270,M,0
9135,6,1,289,M,1
9136,6,5,253,M,1
9137,7,3,305,F,0
9138,3,5,219,M,0
9139,4,1,231,M,0
9140,6,5,298,F,1
9141,6,1,282,M,0
9142,5,3,240,M,0
9143,5,5,223,M,0
9144,5,2,140,M,0
9145,5,3,268,M,0
9146,6,3,279,M,1
9147,4,3,225,F,0
9148,6,3,296,M,0
9149,5,5,162,M,0
9150,6,5,255,F,1
9151,7,5,255,F,0
9152,6,2,286,M,1
9153,7,2,267,M,0
9154,5,1,226,M,0
9155,6,5,285,F,1
9156,6,3,276,F,1
9157,6,2,257,F,1
9158,6,4,287,F,1
9159,6,1,283,F,1
9160,6,3,309,M,1
9161,4,3,274,F,1
9162,7,4,244,F,1
9163,5,3,222,M,0
9164,6,1,264,M,0
9165,4,2,232,M,0
9166,5,2,227,F,0
9167,6,4,294,M,0
9168,6,4,260,F,0
9169,4,3,260,F,0
9170,6,1,277,F,1
9171,5,3,257,F,1
9172,5,5,271,M,1
9173,6,1,308,F,1
9174,7,2,281,F,0
9175,5,4,307,M,0
9176,5,3,224,M,1
9177,5,5,233,F,1
9178,3,4,179,M,0
9179,4,3,267,F,0
9180,5,3,218,F,1
9181,7,3,302,F,0
9182,7,3,247,M,0
9183,6,3,266,F,0
9184,5,1,247,M,1
9185,4,3,219,F,1
9186,7,1,287,M,1
9187,6,3,297,F,0
9188,5,5,273,M,1
9189,5,5,219,M,0
9190,5,1,232,F,1
9191,4,4,264,M,0
9192,6,3,266,F,1
9193,7,1,280,M,1
9194,7,4,264,M,0
9195,4,2,258,F,0
9196,5,1,236,M,0
9197,5,5,262,M,0
9198,5,3,255,F,0
9199,4,4,267,F,1
9200,4,1,240,M,1
9201,4,2,215,F,1
9202,5,5,252,M,0
9203,4,5,136,M,0
9204,3,4,225,F,0
9205,3,3,187,F,0
9206,4,4,144,M,1
9207,3,2,226,M,0
9208,5,2,229,F,0
9209,3,3,255,M,1
9210,5,3,227,F,0
9211,5,1,248,M,1
9212,3,2,151,F,0
9213,4,5,188,M,0
9214,4,2,160,M,1
9215,4,2,156,F,0
9216,3,4,162,M,0
9217,4,4,270,F,0
9218,4,5,200,F,0
9219,3,3,224,M,0
9220,4,4,146,M,1
9221,5,3,156,F,1
9222,4,3,235,F,1
9223,4,1,231,M,1
9224,4,5,141,F,1
9225,3,1,178,M,1
9226,5,4,244,F,0
9227,4,2,247,M,1
9228,3,1,132,F,0
9229,4,5,190,M,1
9230,3,2,113,M,0
9231,5,5,253,F,0
9232,4,3,235,F,0
9233,3,3,264,M,0
9234,3,5,286,M,0
9235,4,3,141,F,0
9236,4,2,243,M,0
9237,5,4,209,F,0
9238,4,4,246,F,1
9239,4,3,257,M,1
9240,4,2,217,F,1
9241,4,4,246,M,0
9242,4,4,166,F,1
9243,3,3,183,F,0
9244,4,5,136,M,1
9245,4,1,224,M,1
9246,4,3,174,M,1
9247,4,5,209,F,0
9248,4,3,256,F,1
9249,4,2,231,M,0
9250,2,1,228,F,0
9251,4,2,198,M,1
9252,5,5,223,F,0
9253,3,4,257,F,0
9254,4,4,265,M,0
9255,3,3,258,F,1
9256,3,2,272,M,1
9257,5,3,273,M,0
9258,3,5,287,M,1
9259,5,1,176,F,1
9260,5,4,136,M,0
9261,3,5,204,F,1
9262,4,3,213,M,1
9263,3,3,160,M,0
9264,3,5,148,F,1
9265,4,3,255,F,0
9266,3,3,212,M,1
9267,3,3,217,M,0
9268,4,2,145,F,0
9269,3,1,170,F,0
9270,3,2,244,F,1
9271,3,1,151,M,0
9272,4,1,202,M,0
9273,4,1,195,M,0
9274,3,3,150,M,0
9275,4,3,225,F,1
9276,4,5,142,F,0
9277,3,3,262,M,0
9278,3,1,251,M,0
9279,5,5,221,M,1
9280,3,2,202,F,0
9281,4,3,216,M,0
9282,4,2,239,F,0
9283,2,3,192,M,0
9284,3,4,185,M,0
9285,5,4,235,M,1
9286,3,2,253,M,0
9287,3,4,180,M,1
9288,3,5,150,M,0
9289,4,2,168,F,0
9290,5,4,274,F,0
9291,3,2,179,M,1
9292,6,1,237,M,1
9293,3,4,160,M,0
9294,4,1,225,M,0
9295,4,2,217,M,0
9296,3,5,263,M,0
9297,4,4,128,F,0
9298,3,3,167,F,0
9299,3,2,221,F,0
9300,3,3,173,M,0
9301,4,2,149,F,0
9302,3,5,234,F,1
9303,3,3,237,M,0
9304,2,4,269,M,1
9305,3,5,182,M,1
9306,6,3,199,F,0
9307,4,1,264,F,0
9308,6,5,167,F,1
9309,4,4,155,F,1
9310,5,1,274,F,1
9311,4,1,213,M,0
9312,3,2,204,M,1
9313,5,2,259,M,0
9314,3,1,174,F,0
9315,3,1,230,F,1
9316,5,4,260,M,1
9317,4,5,176,F,0
9318,5,2,217,F,1
9319,4,2,219,F,0
9320,4,1,189,M,0
9321,4,1,252,F,1
9322,3,2,189,F,1
9323,5,2,159,M,0
9324,4,2,262,M,0
9325,6,1,191,M,1
9326,4,1,271,F,1
9327,4,5,196,F,0
9328,4,3,261,F,0
9329,4,5,233,M,0
