name,temp,rain_1h,snow_1h,clouds_all,weather_main,year,month,hour,weekday,traffic_volume
A,270.65,0.0,0.0,90,Clouds,2017,1,11,Thu,141300
B,298.65,0.0,0.0,40,Clouds,2018,7,15,Sun,139710
A,289.99,0.0,0.0,1,Mist,2014,8,3,Thu,12720
A,289.76,0.0,0.0,20,Clouds,2018,7,7,Tue,192510
B,293.95,0.0,0.0,75,Clouds,2017,8,11,Sun,129510
B,287.86,0.0,0.0,20,Clouds,2017,7,7,Sat,40950
A,256.74,0.0,0.0,64,Clouds,2014,1,7,Thu,185700
A,268.46,0.0,0.0,1,Clear,2016,12,23,Tue,36330
A,273.71,0.0,0.0,1,Clear,2016,11,3,Tue,10200
A,286.64,0.0,0.0,90,Mist,2013,5,15,Wed,173430
A,280.94,0.0,0.0,1,Clear,2016,5,3,Thu,10530
A,297.82,0.0,0.0,40,Clouds,2018,7,23,Mon,43830
B,278.96,0.0,0.0,64,Clouds,2013,11,19,Fri,107370
A,270.94,0.0,0.0,75,Fog,2016,2,11,Mon,137520
A,258.75,0.0,0.0,90,Clouds,2016,2,11,Wed,134670
A,274.0,0.0,0.0,40,Clouds,2018,1,3,Mon,9750
B,289.79,0.0,0.0,90,Mist,2016,5,23,Sat,64020
A,272.22,0.0,0.0,90,Clouds,2018,2,19,Thu,103890
B,291.94,0.0,0.0,1,Clear,2018,7,3,Sun,10320
B,294.68,0.0,0.0,40,Thunderstorm,2017,7,23,Sun,35160
A,288.28,0.0,0.0,1,Drizzle,2018,9,15,Thu,176760
A,292.82,0.0,0.0,56,Clouds,2013,7,11,Wed,151470
A,273.15,0.0,0.0,90,Snow,2017,10,23,Mon,29940
A,274.29,0.0,0.0,90,Clouds,2018,3,11,Tue,133980
A,273.3,0.25,0.0,1,Rain,2014,3,11,Tue,134760
A,292.22,0.0,0.0,1,Clear,2015,7,3,Wed,11430
A,284.46,0.0,0.0,1,Clear,2013,10,7,Thu,200040
A,300.72,0.0,0.0,75,Clouds,2018,5,15,Thu,178500
A,289.54,0.0,0.0,92,Rain,2016,9,19,Thu,91740
B,276.43,0.0,0.0,90,Clouds,2012,10,19,Fri,124320
B,280.1,0.0,0.0,92,Mist,2012,10,23,Fri,61530
A,271.47,0.25,0.0,64,Rain,2014,1,15,Mon,167280
B,250.9,0.0,0.0,75,Clouds,2014,1,15,Sun,95910
B,271.47,0.0,0.0,75,Clouds,2013,2,15,Sun,122190
A,274.15,0.0,0.0,90,Mist,2018,3,23,Mon,26310
B,289.02,0.0,0.0,1,Clear,2016,11,15,Sun,117330
B,282.341,0.0,0.0,0,Clear,2016,10,23,Sun,28470
A,291.8,0.0,0.0,20,Mist,2018,8,23,Mon,30150
A,271.75,0.0,0.0,90,Fog,2016,2,15,Tue,100260
A,265.3,0.0,0.0,90,Snow,2017,12,3,Thu,11160
A,275.82,0.0,0.0,90,Snow,2016,3,3,Thu,10110
A,298.42,0.0,0.0,75,Clouds,2017,6,19,Wed,104970
B,287.47,0.0,0.0,1,Clear,2017,5,3,Sun,12300
A,294.33,0.0,0.0,80,Clouds,2013,7,7,Mon,189090
A,290.08,0.0,0.0,40,Clouds,2017,8,3,Wed,11430
B,276.87,0.0,0.0,1,Clear,2018,1,19,Fri,109140
A,283.03,0.0,0.0,1,Clear,2012,11,15,Thu,171390
B,274.47,0.0,0.0,90,Snow,2013,5,11,Sat,146430
B,297.75,0.0,0.0,75,Clouds,2017,8,19,Sat,111480
A,274.88,0.0,0.0,40,Clouds,2018,1,11,Tue,134190
B,278.74,0.0,0.0,1,Clear,2013,5,23,Sun,26340
A,266.95,0.0,0.0,90,Clouds,2018,1,15,Tue,171030
A,272.82,0.0,0.0,1,Fog,2018,4,3,Wed,11220
A,272.93,0.0,0.0,90,Snow,2013,4,11,Mon,136560
B,283.42,0.0,0.0,90,Thunderstorm,2017,10,11,Fri,153390
B,254.38,0.0,0.0,1,Clear,2013,12,23,Sat,54930
A,267.27,0.0,0.0,90,Snow,2012,11,23,Mon,72270
B,286.724,0.0,0.0,20,Clouds,2017,2,11,Sun,125370
A,299.49,0.0,0.0,1,Clear,2017,7,23,Thu,44460
B,288.85,0.0,0.0,24,Clouds,2014,5,7,Sat,52620
A,288.11,0.93,0.0,90,Rain,2014,5,3,Mon,9450
A,276.15,0.0,0.0,90,Clouds,2016,1,23,Wed,28650
A,276.793,0.0,0.0,64,Clouds,2014,1,19,Thu,92190
B,294.39,0.0,0.0,75,Mist,2015,9,7,Fri,187290
A,280.15,0.0,0.0,90,Clouds,2016,3,19,Thu,107040
B,302.84,0.0,0.0,75,Clouds,2016,5,19,Fri,110550
A,271.79,0.0,0.0,40,Clouds,2013,1,19,Tue,84150
B,264.44,0.0,0.0,40,Clouds,2017,12,3,Sun,11220
A,249.89,0.0,0.0,1,Clear,2014,2,3,Wed,9720
B,297.46,0.0,0.0,40,Clouds,2014,5,23,Fri,65130
B,270.62,0.0,0.0,90,Snow,2016,3,7,Sat,58230
A,286.79,0.0,0.0,90,Clouds,2013,5,11,Mon,82350
A,292.47,0.0,0.0,1,Clear,2013,5,23,Thu,39390
A,292.01,0.0,0.0,1,Fog,2018,8,7,Thu,189390
A,297.888,0.0,0.0,0,Clear,2016,7,19,Tue,89760
A,275.29,0.0,0.0,90,Clouds,2017,2,3,Tue,10050
B,273.29,0.0,0.0,90,Clouds,2017,11,15,Sun,135750
B,301.9,0.0,0.0,68,Clouds,2013,7,19,Sun,113220
A,279.08,0.0,0.0,90,Rain,2017,4,11,Thu,150690
A,291.87,0.9,0.0,1,Rain,2016,7,3,Mon,10110
A,260.77,0.0,0.0,75,Clouds,2014,3,7,Wed,179760
A,298.98,0.0,0.0,0,Clear,2013,7,15,Thu,183570
B,282.89,0.0,0.0,90,Drizzle,2017,5,3,Sun,12090
A,269.72,0.0,0.0,64,Mist,2013,11,7,Thu,213300
B,293.37,0.0,0.0,0,Clear,2013,6,3,Sat,12300
A,271.35,0.0,0.0,40,Clouds,2018,2,7,Thu,185220
B,281.93,0.0,0.0,40,Clouds,2017,12,23,Sun,33150
B,289.69,0.0,0.0,75,Clouds,2018,8,7,Fri,173490
A,286.06,0.0,0.0,1,Clear,2013,7,23,Mon,35880
B,260.15,0.0,0.0,5,Clear,2017,1,15,Sat,152760
A,293.67,0.0,0.0,40,Clouds,2013,5,3,Mon,9750
A,285.44,0.0,0.0,40,Fog,2016,8,7,Wed,183330
A,284.35,0.0,0.0,75,Clouds,2017,3,15,Mon,166920
A,268.36,0.0,0.0,90,Snow,2012,12,23,Tue,38850
A,286.96,0.0,0.0,40,Clouds,2014,5,23,Tue,103710
B,249.84,0.0,0.0,1,Clear,2017,12,19,Sun,89850
B,290.49,0.0,0.0,1,Haze,2015,7,3,Sat,10230
A,261.61,0.0,0.0,40,Clouds,2014,1,11,Wed,134730
B,272.44,0.0,0.0,90,Snow,2016,3,23,Fri,53220
B,275.02,0.0,0.0,1,Clear,2017,4,7,Sat,77640
A,288.38,0.0,0.0,1,Clear,2015,7,3,Tue,11010
A,296.28,0.0,0.0,1,Clear,2017,9,15,Wed,174180
A,288.14,0.0,0.0,75,Clouds,2017,9,23,Thu,44070
A,274.94,0.0,0.0,1,Clear,2018,3,19,Thu,111270
A,299.19,0.0,0.0,0,Clear,2016,6,19,Thu,110640
B,287.05,0.0,0.0,20,Clouds,2016,4,15,Fri,187740
A,296.28,0.0,0.0,75,Clouds,2017,6,19,Thu,108750
A,257.15,0.0,0.0,1,Clear,2018,1,7,Mon,190860
B,292.3,0.0,0.0,75,Mist,2016,7,7,Sun,39420
B,280.65,0.0,0.0,5,Clear,2018,3,19,Sat,117540
A,283.88,0.0,0.0,1,Clear,2013,9,23,Mon,29580
A,297.51,0.0,0.0,75,Haze,2018,6,19,Thu,114690
B,252.72,0.0,0.0,1,Clear,2017,1,3,Sun,16950
B,277.01,0.0,0.0,1,Clear,2016,4,15,Sat,146190
A,285.43,0.0,0.0,75,Clouds,2017,9,7,Mon,192450
B,294.58,0.51,0.0,20,Rain,2014,6,15,Sun,138840
B,278.58,0.0,0.0,40,Clouds,2017,2,15,Fri,170100
A,280.025,0.0,0.0,48,Clouds,2016,10,11,Tue,127350
A,288.144,0.0,0.0,56,Clouds,2016,10,15,Thu,153180
A,298.25,0.0,0.0,8,Clear,2016,8,15,Thu,160290
B,296.15,0.0,0.0,1,Clear,2018,7,23,Sat,68250
A,275.76,0.0,0.0,90,Snow,2017,5,3,Mon,9360
A,258.74,0.0,0.0,40,Clouds,2014,2,11,Mon,125820
A,294.84,0.0,0.0,90,Thunderstorm,2018,6,3,Mon,10950
B,271.72,0.0,0.0,90,Mist,2016,1,23,Sun,31050
B,286.63,0.0,0.0,40,Mist,2013,5,3,Sun,12060
B,291.99,0.3,0.0,90,Rain,2015,7,3,Fri,12090
A,287.37,0.0,0.0,90,Mist,2018,9,3,Thu,10320
A,292.4,0.0,0.0,75,Clouds,2014,5,3,Mon,8040
A,257.31,0.0,0.0,40,Clouds,2014,2,15,Thu,171900
B,264.76,0.0,0.0,64,Snow,2013,12,3,Sat,10080
A,262.34,0.0,0.0,1,Clear,2013,1,23,Thu,34410
A,298.08,0.0,0.0,5,Clear,2018,7,11,Mon,135120
B,280.92,0.0,0.0,1,Clear,2016,3,11,Fri,163020
B,293.19,1.27,0.0,90,Thunderstorm,2018,8,3,Fri,12720
B,255.98,0.0,0.0,77,Clouds,2013,2,15,Sat,142800
A,292.52,0.0,0.0,90,Rain,2016,8,3,Wed,9840
B,247.35,0.0,0.0,1,Clear,2018,1,3,Sat,9570
A,291.81,0.0,0.0,90,Rain,2018,5,15,Tue,175650
B,268.72,0.0,0.0,90,Mist,2012,11,23,Fri,45360
B,271.76,0.0,0.0,90,Clouds,2014,3,15,Sat,146790
A,278.65,0.0,0.0,75,Clouds,2016,3,11,Wed,149400
B,276.42,0.0,0.0,90,Mist,2017,3,3,Fri,11190
A,273.4,0.0,0.0,90,Rain,2014,1,3,Thu,11790
A,285.62,0.0,0.0,90,Mist,2016,5,15,Wed,169800
B,295.96,0.0,0.0,32,Clouds,2013,8,11,Fri,163740
B,285.61,0.0,0.0,75,Clouds,2017,8,7,Fri,185250
B,274.08,0.0,0.0,90,Snow,2016,11,15,Fri,146160
B,281.65,0.0,0.0,1,Clear,2016,2,11,Sat,138240
A,275.01,0.0,0.0,40,Clouds,2012,10,23,Tue,39780
B,294.51,0.0,0.0,40,Clouds,2015,7,7,Sun,41310
B,286.51,0.0,0.0,68,Clouds,2016,5,23,Fri,69360
B,256.66,0.0,0.0,64,Clouds,2013,12,7,Sun,27900
B,275.85,0.0,0.0,90,Clouds,2012,12,23,Sat,48630
B,265.02,0.0,0.0,1,Clear,2015,11,23,Sat,56220
A,294.13,1.4,0.0,75,Thunderstorm,2015,8,23,Thu,39180
B,294.72,0.0,0.0,40,Clouds,2018,7,19,Sun,102120
A,275.515,0.0,0.0,32,Clouds,2017,1,15,Tue,166890
A,278.58,0.0,0.0,64,Clouds,2013,11,19,Thu,105750
A,258.42,0.0,0.0,1,Clear,2017,1,19,Wed,90330
A,280.38,0.0,0.0,40,Clouds,2013,5,11,Mon,135210
A,279.74,0.0,0.0,20,Clouds,2014,4,11,Tue,142650
A,293.23,0.0,0.0,1,Clear,2018,7,7,Thu,187380
A,279.02,0.0,0.0,1,Clear,2018,2,15,Tue,172650
A,294.77,0.64,0.0,90,Mist,2018,9,11,Mon,108480
B,287.24,0.0,0.0,40,Clouds,2017,10,19,Fri,126000
A,291.41,0.0,0.0,1,Clear,2016,5,23,Thu,65490
B,260.99,0.0,0.0,20,Clouds,2014,1,15,Sun,107250
B,288.48,0.0,0.0,75,Clouds,2016,6,3,Fri,17130
B,283.45,0.0,0.0,75,Clouds,2018,9,19,Sun,106290
A,275.02,0.0,0.0,90,Clouds,2017,2,23,Mon,35190
A,254.44,0.0,0.0,90,Snow,2013,12,11,Mon,114870
A,291.87,0.0,0.0,90,Rain,2017,8,15,Wed,163020
B,295.88,1.02,0.0,40,Thunderstorm,2015,6,19,Fri,108360
B,256.16,0.0,0.0,40,Clouds,2014,1,7,Fri,189570
A,273.46,0.0,0.0,90,Snow,2017,4,3,Tue,9930
B,270.58,0.0,0.0,1,Clear,2015,11,3,Fri,11010
B,276.35,0.0,0.0,90,Mist,2015,12,11,Sat,137850
B,266.02,0.0,0.0,1,Clear,2016,12,3,Fri,14190
B,279.832,0.0,0.0,0,Clear,2016,10,7,Sun,49230
A,289.29,0.0,0.0,90,Fog,2017,8,7,Thu,201960
A,284.92,0.0,0.0,1,Clear,2014,5,23,Mon,31260
A,291.24,0.0,0.0,1,Clear,2015,7,7,Thu,166050
B,265.51,0.0,0.0,1,Clear,2016,1,23,Fri,38400
A,293.42,0.0,0.0,40,Clouds,2017,6,15,Mon,163260
B,296.13,0.78,0.0,75,Rain,2015,9,7,Sat,68490
B,271.72,0.0,0.0,1,Clear,2018,2,19,Sat,104670
A,259.69,0.0,0.0,1,Snow,2016,12,15,Tue,163500
B,295.47,0.0,0.0,0,Clear,2016,8,11,Fri,140820
A,275.57,0.0,0.0,75,Clouds,2014,2,19,Tue,102630
A,292.07,0.0,0.0,90,Rain,2013,5,23,Thu,39330
A,285.57,0.0,0.0,40,Clouds,2012,11,19,Thu,90300
A,293.71,0.0,0.0,40,Clouds,2015,8,19,Wed,106680
A,270.72,0.0,0.0,75,Clouds,2012,12,11,Thu,150030
A,274.35,0.0,0.0,90,Snow,2015,12,11,Mon,122580
B,279.23,0.0,0.0,90,Mist,2016,3,19,Sat,100440
B,266.69,0.0,0.0,1,Clear,2016,12,11,Sat,112500
B,288.39,0.0,0.0,20,Clouds,2014,5,7,Sun,30240
B,272.3,0.0,0.0,90,Mist,2018,4,3,Sat,9270
A,270.27,0.0,0.0,75,Clouds,2016,12,3,Tue,12810
A,283.88,0.0,0.0,90,Rain,2017,4,15,Mon,160230
A,296.78,0.0,0.0,75,Clouds,2016,8,23,Mon,35520
A,287.32,0.0,0.0,88,Clouds,2016,9,19,Wed,94230
B,278.74,0.0,0.0,90,Clouds,2013,4,3,Fri,9870
B,294.48,0.0,0.0,75,Clouds,2017,6,15,Sun,131220
A,271.3,0.0,0.0,64,Snow,2013,12,7,Wed,120750
A,291.94,0.0,0.0,36,Clouds,2013,6,3,Wed,11100
A,294.07,0.0,0.0,40,Clouds,2017,8,11,Tue,152340
A,251.99,0.0,0.0,5,Clear,2014,1,11,Tue,128640
A,276.24,0.0,0.0,90,Mist,2013,4,19,Thu,65700
B,290.3,0.0,0.0,1,Haze,2015,7,7,Sat,42090
A,267.72,0.0,0.0,1,Clear,2014,2,3,Wed,11670
B,299.02,0.0,0.0,75,Clouds,2016,7,19,Sun,97200
B,283.63,0.0,0.0,0,Clear,2014,6,3,Fri,12420
A,298.09,0.0,0.0,0,Clear,2016,8,23,Wed,38250
A,298.034,0.0,0.0,0,Clear,2016,7,15,Mon,138120
B,257.86,0.0,0.0,1,Clear,2018,2,23,Fri,63780
B,294.01,0.0,0.0,1,Clear,2018,7,3,Sun,10710
A,270.99,0.0,0.0,20,Clouds,2012,11,19,Wed,92310
A,290.86,0.76,0.0,90,Drizzle,2015,9,7,Thu,180720
A,279.5,0.0,0.0,75,Clouds,2013,11,7,Wed,213210
A,282.6,0.0,0.0,81,Clear,2012,10,23,Wed,31110
B,273.92,0.0,0.0,20,Clouds,2012,10,23,Sun,28770
A,297.81,0.0,0.0,75,Clouds,2018,6,15,Wed,176010
A,286.36,0.0,0.0,90,Clouds,2015,8,3,Tue,10590
B,282.61,0.0,0.0,1,Clear,2018,5,7,Sat,67440
B,296.04,0.0,0.0,40,Clouds,2016,6,3,Sat,14790
A,271.72,0.0,0.0,1,Clear,2017,3,11,Wed,147090
A,292.81,0.9,0.0,40,Rain,2015,9,3,Tue,9270
A,300.12,0.0,0.0,1,Clear,2015,9,19,Thu,120480
A,272.49,0.0,0.0,90,Mist,2016,1,3,Thu,15720
A,290.71,0.25,0.0,90,Rain,2018,8,15,Tue,175950
A,270.59,0.0,0.0,90,Clouds,2013,3,23,Mon,68940
A,274.51,0.0,0.0,75,Clouds,2013,4,3,Thu,9090
B,297.74,0.0,0.0,1,Clear,2015,7,11,Sun,116970
B,301.15,0.0,0.0,40,Clouds,2017,7,15,Sat,135090
A,288.65,0.0,0.0,20,Mist,2017,9,7,Tue,193020
A,290.4,0.0,0.0,88,Clouds,2014,5,19,Tue,100440
B,276.18,0.0,0.0,0,Clear,2013,10,3,Sat,11790
A,275.15,0.0,0.0,90,Clouds,2018,3,15,Wed,175890
A,292.15,0.0,0.0,75,Clouds,2017,6,11,Mon,136470
B,285.65,0.0,0.0,92,Mist,2013,10,7,Fri,200400
B,295.18,1.4,0.0,88,Thunderstorm,2013,6,15,Sun,127260
A,249.45,0.0,0.0,40,Clouds,2013,12,23,Mon,34440
A,284.62,0.0,0.0,90,Clouds,2017,5,15,Thu,171000
B,261.61,0.0,0.0,1,Clear,2013,11,7,Fri,199230
A,295.69,0.0,0.0,75,Clouds,2017,7,11,Tue,139320
A,262.59,0.0,0.0,75,Clouds,2017,2,23,Tue,28620
A,276.11,0.0,0.0,1,Fog,2015,10,7,Wed,181620
B,295.42,0.0,0.0,20,Thunderstorm,2013,7,3,Sun,11430
B,284.811,0.0,0.0,0,Clear,2016,4,11,Fri,156840
B,287.29,0.0,0.0,75,Clouds,2016,9,7,Sat,72900
A,288.67,0.0,0.0,20,Clouds,2017,9,11,Tue,141990
A,277.74,0.0,0.0,90,Clouds,2013,5,19,Thu,106770
A,288.02,0.0,0.0,75,Mist,2015,9,7,Thu,195540
A,295.06,0.6,0.0,20,Rain,2016,8,3,Wed,13020
A,266.86,0.0,0.0,90,Clouds,2018,2,11,Thu,153240
B,253.82,0.0,0.0,1,Clear,2018,2,7,Sun,39600
B,274.41,0.0,0.0,1,Clear,2013,5,3,Sat,10830
B,295.01,0.0,0.0,40,Clouds,2018,5,19,Sun,85260
A,300.87,0.0,0.0,1,Clear,2018,4,19,Mon,97770
A,296.44,0.0,0.0,20,Clouds,2013,8,15,Thu,179280
A,255.43,0.0,0.0,64,Clouds,2013,12,15,Tue,157230
A,261.28,0.0,0.0,64,Snow,2013,12,3,Wed,4920
A,293.15,0.0,0.0,1,Mist,2018,8,3,Mon,11250
B,265.75,0.0,0.0,90,Snow,2017,3,19,Sun,70050
B,283.3,0.0,0.0,40,Clouds,2013,5,19,Sun,73920
A,295.06,0.0,0.0,1,Clear,2015,7,7,Mon,176040
B,296.15,0.0,0.0,1,Clear,2015,10,15,Sat,88140
A,296.89,0.0,0.0,0,Clear,2013,8,3,Thu,11220
A,288.75,0.0,0.0,90,Rain,2017,9,7,Mon,191580
B,292.59,0.0,0.0,48,Clouds,2013,7,15,Sat,132540
A,283.75,0.0,0.0,90,Clouds,2013,5,23,Thu,36810
A,255.79,0.0,0.0,20,Mist,2012,12,7,Mon,111990
A,288.81,0.0,0.0,90,Mist,2017,8,7,Thu,174030
A,284.27,0.25,0.0,75,Thunderstorm,2014,5,7,Thu,183240
A,287.42,0.0,0.0,92,Clouds,2014,6,3,Mon,12570
B,292.46,0.0,0.0,24,Clouds,2013,6,11,Sun,106950
A,276.15,0.0,0.0,1,Clear,2015,11,11,Tue,137850
A,292.47,1.53,0.0,90,Rain,2014,5,3,Tue,9510
B,275.54,0.0,0.0,90,Drizzle,2013,1,11,Sat,120510
A,274.06,0.76,0.0,64,Rain,2013,12,19,Mon,77040
A,287.49,0.0,0.0,1,Mist,2017,7,3,Mon,12840
B,280.62,0.0,0.0,96,Mist,2012,10,3,Sat,12960
A,260.09,0.0,0.0,1,Clear,2017,1,19,Tue,77910
B,277.73,0.0,0.0,48,Clouds,2016,10,11,Sat,141690
B,263.28,0.0,0.0,90,Snow,2017,1,19,Sun,86790
B,290.77,7.13,0.0,92,Rain,2016,9,15,Fri,162000
B,275.76,0.0,0.0,1,Clear,2013,5,7,Sat,51930
B,278.78,0.0,0.0,90,Clouds,2012,11,11,Fri,159900
A,270.764,0.0,0.0,92,Clouds,2017,1,7,Wed,167850
B,268.64,0.0,0.0,90,Snow,2016,1,23,Fri,45420
A,278.36,0.0,0.0,90,Rain,2016,3,23,Wed,34320
A,285.49,0.0,0.0,1,Clear,2017,4,15,Mon,178020
A,275.58,0.0,0.0,90,Rain,2017,4,7,Wed,177960
B,272.01,0.0,0.0,90,Mist,2016,1,19,Sun,81060
A,270.88,0.0,0.0,5,Clear,2018,3,11,Thu,151740
B,288.82,0.0,0.0,1,Clear,2016,9,23,Fri,57690
B,286.19,0.0,0.0,90,Mist,2016,4,19,Sun,97800
A,292.52,0.0,0.0,1,Clear,2015,8,11,Wed,146880
A,291.46,0.0,0.0,75,Clouds,2013,6,19,Mon,95670
B,274.55,0.0,0.0,75,Clouds,2018,2,15,Sat,147360
B,257.55,0.0,0.0,64,Clouds,2014,1,19,Sat,100410
B,272.14,0.0,0.0,90,Clouds,2012,11,23,Fri,53970
B,267.08,0.0,0.0,75,Clouds,2017,12,15,Sat,152610
B,279.08,0.0,0.0,90,Rain,2017,4,11,Sun,118410
B,295.23,0.0,0.0,75,Haze,2018,9,19,Sun,105480
B,269.21,0.0,0.0,1,Clear,2013,2,15,Sat,138630
B,286.42,0.0,0.0,90,Drizzle,2017,11,15,Fri,140880
A,271.95,0.0,0.0,8,Clear,2016,12,19,Tue,97380
A,293.51,0.0,0.0,1,Thunderstorm,2018,5,23,Thu,37830
A,270.69,0.0,0.0,90,Fog,2018,4,7,Wed,194850
A,272.0,0.0,0.0,90,Snow,2013,2,11,Mon,118770
B,295.94,0.0,0.0,1,Clear,2017,9,15,Sat,132720
A,290.75,0.0,0.0,90,Rain,2017,5,15,Wed,170010
A,273.95,0.0,0.0,90,Drizzle,2016,11,3,Wed,11340
A,295.08,0.0,0.0,1,Clear,2018,5,3,Thu,10890
A,267.6,0.0,0.0,90,Snow,2016,12,19,Tue,92070
B,265.73,0.0,0.0,90,Mist,2012,12,23,Fri,49380
A,263.08,0.0,0.0,1,Haze,2016,1,23,Wed,31470
B,272.55,0.0,0.0,90,Clouds,2016,12,7,Fri,185430
A,292.76,0.0,0.0,1,Clear,2017,6,3,Thu,24060
B,300.09,0.0,0.0,75,Clouds,2016,5,19,Sun,103260
A,263.9,0.0,0.0,1,Mist,2013,2,3,Wed,8880
A,285.584,0.0,0.0,0,Clear,2016,10,19,Tue,92790
B,272.95,0.0,0.0,90,Snow,2016,3,15,Fri,178800
A,254.29,0.0,0.0,1,Clear,2016,1,19,Tue,89160
B,273.82,0.0,0.0,90,Clouds,2018,3,23,Sun,30000
A,293.27,0.0,0.0,80,Rain,2013,7,7,Tue,187980
B,262.87,0.0,0.0,90,Mist,2012,12,11,Sun,105240
A,260.63,0.38,0.0,64,Snow,2013,12,11,Mon,117480
B,295.48,0.0,0.0,40,Clouds,2017,9,3,Fri,10980
B,285.55,0.0,0.0,1,Clear,2017,9,3,Fri,10680
B,262.01,0.0,0.0,90,Clouds,2016,1,23,Fri,51000
B,273.89,0.0,0.0,90,Mist,2013,4,3,Fri,9390
A,271.82,0.0,0.0,90,Clouds,2013,11,11,Thu,145770
A,292.01,0.0,0.0,1,Mist,2018,8,7,Thu,189390
A,271.48,0.0,0.0,90,Snow,2016,4,7,Mon,196470
A,275.75,0.0,0.0,90,Clouds,2017,3,7,Thu,196980
B,286.19,0.0,0.0,90,Haze,2016,4,19,Sun,97800
A,278.422,0.0,0.0,0,Clear,2017,2,23,Mon,33990
A,296.38,0.25,0.0,90,Rain,2018,8,19,Thu,116520
A,286.22,0.0,0.0,1,Haze,2018,5,3,Tue,10470
B,267.71,0.0,0.0,90,Clouds,2013,1,19,Sun,47880
A,274.81,0.0,0.0,64,Mist,2013,12,11,Mon,137520
B,265.35,0.0,0.0,75,Mist,2016,2,23,Sun,64830
B,266.8,0.0,0.0,90,Snow,2013,2,7,Sun,29880
B,273.06,0.76,0.0,90,Rain,2014,4,11,Fri,103860
A,256.82,0.0,0.0,64,Clouds,2013,12,11,Tue,134820
A,259.14,0.0,0.0,5,Clear,2018,1,15,Tue,162720
A,284.43,0.0,0.0,32,Clouds,2016,9,3,Mon,11760
B,273.72,0.0,0.0,75,Clouds,2017,2,15,Sat,136440
A,291.57,0.0,0.0,40,Clouds,2015,9,7,Mon,196740
A,284.42,0.0,0.0,90,Clouds,2017,4,19,Tue,107520
A,274.8,0.0,0.0,40,Mist,2017,11,3,Thu,11490
B,271.01,0.0,0.0,90,Mist,2018,4,15,Sun,65130
A,270.72,0.0,0.0,75,Clouds,2016,2,7,Tue,198660
A,273.97,0.0,0.0,1,Clear,2016,11,3,Wed,13620
A,255.21,0.0,0.0,40,Snow,2016,1,11,Mon,124050
B,273.65,0.0,0.0,20,Clouds,2012,10,7,Sat,65730
B,290.73,2.16,0.0,90,Mist,2016,5,11,Fri,145680
B,263.88,0.0,0.0,90,Snow,2016,12,11,Fri,151560
A,266.4,0.0,0.0,1,Snow,2013,3,15,Thu,175080
A,282.74,0.0,0.0,98,Clear,2012,11,3,Mon,10230
B,275.86,0.0,0.0,90,Mist,2017,11,11,Fri,153840
B,284.23,0.0,0.0,1,Clear,2014,5,7,Sun,40080
A,291.1,0.0,0.0,90,Clouds,2018,5,19,Mon,97470
A,266.22,0.0,0.0,90,Snow,2016,12,23,Tue,65880
A,300.58,0.0,0.0,1,Clear,2014,7,15,Thu,184830
B,290.93,0.3,0.0,90,Rain,2016,5,3,Fri,11460
B,293.05,0.0,0.0,1,Clear,2015,7,23,Fri,71040
A,289.44,0.0,0.0,1,Mist,2017,8,7,Mon,200100
A,292.68,0.0,0.0,90,Mist,2015,7,19,Thu,100140
A,277.09,0.0,0.0,40,Fog,2016,11,23,Mon,26190
A,290.35,0.0,0.0,75,Clouds,2017,9,15,Wed,172050
A,270.62,0.0,0.0,90,Mist,2012,12,11,Thu,143550
A,267.37,0.0,0.0,5,Clear,2017,11,7,Thu,29730
A,284.42,0.0,0.0,1,Clear,2016,11,19,Wed,87030
A,301.26,0.0,0.0,0,Clear,2013,8,23,Tue,35550
A,286.22,0.0,0.0,1,Mist,2018,5,3,Tue,10470
A,286.64,0.0,0.0,1,Clear,2017,6,7,Wed,177510
B,274.01,0.0,0.0,20,Clouds,2017,11,11,Sat,135510
B,287.15,0.0,0.0,1,Clear,2017,5,23,Sat,69240
A,279.3,0.0,0.0,90,Drizzle,2017,4,3,Wed,10320
A,271.15,0.0,0.0,1,Clear,2013,10,7,Tue,206280
B,270.47,0.0,0.0,75,Mist,2013,1,7,Sun,28380
B,275.49,0.0,0.0,90,Drizzle,2012,12,11,Sun,104190
B,272.95,0.0,0.0,90,Mist,2016,3,15,Fri,178800
A,255.9,0.0,0.0,1,Clear,2012,12,3,Wed,8250
A,282.02,0.0,0.0,1,Rain,2017,4,23,Mon,30360
A,283.65,0.0,0.0,90,Mist,2016,5,11,Tue,146820
B,302.52,0.0,0.0,1,Clear,2015,7,15,Sat,96060
B,264.55,0.0,0.0,90,Fog,2016,12,7,Sun,24330
A,280.72,0.0,0.0,1,Clear,2017,10,7,Wed,186990
B,271.21,0.0,0.0,64,Clouds,2013,12,11,Sun,123900
B,288.15,1.72,0.0,92,Drizzle,2014,6,7,Sun,31590
B,284.98,0.0,0.0,90,Clouds,2013,5,7,Sun,30450
A,295.42,0.0,0.0,1,Clear,2015,8,15,Tue,171300
A,281.5,0.0,0.0,1,Clear,2013,6,7,Tue,199050
B,277.88,0.0,0.0,75,Clouds,2017,12,11,Fri,155610
B,282.62,0.0,0.0,90,Rain,2017,5,7,Sun,35700
B,280.68,0.0,0.0,90,Clouds,2018,9,19,Sat,114540
A,287.27,0.0,0.0,75,Clouds,2014,5,11,Wed,146340
B,254.8,0.0,0.0,64,Clouds,2013,12,11,Sun,119100
