Gender,Bank_Loan,Capital_Loan,Region_Code,Year,Total_Loan
F,49460000,20880000,4399000000,2024,70340000
M,14050000,23770000,4111100000,2022,37820000
M,28180000,16940000,4280000000,2023,45120000
M,42850000,19780000,4279000000,2022,62630000
F,20150000,80000,4291000000,2022,20230000
F,41980000,13030000,4291000000,2024,55010000
F,18920000,24200000,4279000000,2023,43120000
M,11330000,20890000,4273000000,2022,32220000
F,34320000,1950000,4280000000,2020,36270000
F,38170000,29250000,4279000000,2021,67420000
M,1330000,1130000,4111100000,2021,2460000
F,3090000,750000,4211000000,2024,3840000
F,10240000,24400000,4146510700,2023,34640000
M,23630000,13390000,4399000000,2023,37020000
M,18290000,18540000,GANGWON,2021,36830000
M,44270000,19730000,4280000000,2020,64000000
F,1400000,27870000,4111100000,2021,29270000
F,45360000,17010000,GANGWON,2021,62370000
F,49680000,13960000,4291000000,2023,63640000
M,34780000,12870000,4279000000,2022,47650000
M,48200000,12480000,4280000000,2020,60680000
F,32460000,21290000,GYEONGGI,2023,53750000
F,14980000,13120000,4399000000,2021,28100000
M,30700000,29740000,4146510700,2022,60440000
M,28610000,12180000,4291000000,2020,40790000
M,47880000,22870000,4279000000,2024,70750000
M,1490000,20540000,4399000000,2020,22030000
F,20750000,2940000,4291000000,2020,23690000
M,19210000,10180000,GYEONGGI,2021,29390000
F,46100000,24930000,GANGWON,2021,71030000
F,10090000,25590000,4146510700,2024,35680000
F,45140000,15900000,4146510700,2024,61040000
M,42290000,1570000,4399000000,2024,43860000
M,45140000,27100000,4111100000,2023,72240000
M,37390000,9890000,4399000000,2023,47280000
M,17940000,24790000,4291000000,2021,42730000
F,17450000,13830000,4111100000,2021,31280000
M,33040000,2740000,4146510700,2024,35780000
M,49840000,9880000,4211000000,2023,59720000
F,2010000,20110000,4146510700,2022,22120000
M,29800000,3750000,4399000000,2023,33550000
F,20790000,1380000,4291000000,2021,22170000
F,49800000,11510000,4111100000,2023,61310000
F,21670000,7530000,4279000000,2021,29200000
F,49760000,19830000,4111100000,2024,69590000
F,37200000,23500000,GYEONGGI,2024,60700000
F,38160000,7770000,4273000000,2024,45930000
F,5840000,11550000,4273000000,2022,17390000
F,32220000,2810000,4280000000,2022,35030000
M,29070000,24640000,GANGWON,2021,53710000
M,45030000,16500000,4280000000,2020,61530000
M,26680000,13920000,4280000000,2022,40600000
M,15070000,29030000,4111100000,2021,44100000
F,43800000,5860000,4291000000,2023,49660000
M,47730000,9850000,4280000000,2024,57580000
F,43400000,8950000,4399000000,2024,52350000
M,17120000,25280000,4111100000,2024,42400000
M,2050000,5530000,4291000000,2021,7580000
M,26600000,6320000,4273000000,2024,32920000
F,24220000,14230000,4211000000,2022,38450000
M,31840000,27290000,4399000000,2023,59130000
F,35920000,17200000,4279000000,2024,53120000
F,18150000,23520000,GANGWON,2021,41670000
M,13920000,3470000,4279000000,2023,17390000
M,23340000,2120000,4291000000,2024,25460000
M,22820000,27840000,GYEONGGI,2020,50660000
F,30010000,28380000,4291000000,2024,58390000
M,32720000,19370000,4211000000,2022,52090000
F,6960000,10400000,4273000000,2023,17360000
F,30850000,7520000,4146510700,2022,38370000
M,42640000,25070000,4291000000,2020,67710000
M,6630000,12350000,4273000000,2020,18980000
F,7650000,18880000,4279000000,2022,26530000
F,17020000,25970000,4291000000,2023,42990000
F,12410000,22220000,4291000000,2020,34630000
M,3820000,12590000,4280000000,2020,16410000
F,18020000,17670000,4279000000,2024,35690000
M,24000000,3760000,GANGWON,2021,27760000
F,4970000,2390000,GANGWON,2020,7360000
F,3040000,14670000,4399000000,2023,17710000
M,23390000,10940000,GYEONGGI,2023,34330000
F,7500000,26230000,4146510700,2024,33730000
M,27710000,27500000,4291000000,2023,55210000
M,26310000,9730000,4291000000,2024,36040000
F,24040000,26160000,4399000000,2020,50200000
M,10230000,2050000,GYEONGGI,2020,12280000
M,36510000,14840000,4279000000,2020,51350000
F,17680000,2700000,4291000000,2020,20380000
M,47660000,14240000,4273000000,2021,61900000
M,43420000,12230000,4111100000,2021,55650000
M,33830000,10560000,GYEONGGI,2020,44390000
F,49900000,28300000,4291000000,2023,78200000
M,26770000,27000000,GYEONGGI,2024,53770000
F,32100000,4270000,GANGWON,2022,36370000
F,13790000,20700000,4146510700,2024,34490000
M,550000,20900000,4291000000,2022,21450000
M,10430000,20110000,4146510700,2022,30540000
M,8490000,28980000,4211000000,2020,37470000
F,35350000,9010000,4111100000,2022,44360000
M,37430000,25070000,4399000000,2020,62500000
M,14620000,10630000,4146510700,2021,25250000
M,48480000,7730000,4291000000,2023,56210000
M,37270000,21130000,4280000000,2022,58400000
M,37940000,2300000,4399000000,2023,40240000
F,2920000,970000,4399000000,2020,3890000
F,44650000,12480000,4279000000,2022,57130000
M,31740000,12860000,4146510700,2024,44600000
M,35500000,8320000,4280000000,2021,43820000
M,970000,7290000,4146510700,2021,8260000
M,43070000,13700000,4279000000,2022,56770000
F,22210000,3920000,4111100000,2021,26130000
M,37450000,11350000,4291000000,2024,48800000
F,41450000,22570000,GANGWON,2023,64020000
F,22830000,29580000,GANGWON,2024,52410000
M,48150000,6530000,4146510700,2021,54680000
F,44580000,19560000,4279000000,2023,64140000
F,5690000,5180000,GYEONGGI,2024,10870000
F,30600000,28220000,4291000000,2020,58820000
F,25860000,2460000,4146510700,2020,28320000
M,9180000,2930000,GYEONGGI,2023,12110000
M,12780000,23440000,4291000000,2023,36220000
F,39790000,7580000,GYEONGGI,2023,47370000
M,6820000,22800000,4399000000,2020,29620000
M,24020000,8970000,4146510700,2024,32990000
M,30320000,6140000,4279000000,2023,36460000
M,48860000,7900000,4291000000,2020,56760000
M,1800000,12220000,GANGWON,2023,14020000
F,47460000,19280000,4146510700,2023,66740000
M,28100000,140000,4291000000,2023,28240000
M,37170000,1640000,4291000000,2020,38810000
M,37150000,12070000,GYEONGGI,2024,49220000
M,33490000,9290000,GYEONGGI,2020,42780000
F,27310000,17660000,4280000000,2020,44970000
F,40070000,15240000,4146510700,2023,55310000
F,14000000,12880000,4211000000,2022,26880000
F,23070000,17330000,4273000000,2022,40400000
M,39560000,13540000,4211000000,2022,53100000
F,27140000,24840000,4291000000,2020,51980000
M,10590000,9090000,4280000000,2023,19680000
M,20860000,15270000,4291000000,2022,36130000
M,8590000,10220000,4211000000,2021,18810000
M,6730000,4370000,4291000000,2021,11100000
M,48850000,7150000,GYEONGGI,2021,56000000
F,27020000,1700000,4146510700,2024,28720000
F,16690000,16240000,GANGWON,2023,32930000
F,14710000,4760000,4211000000,2020,19470000
F,42900000,20150000,4273000000,2020,63050000
M,30670000,17240000,4273000000,2023,47910000
F,6670000,11770000,GYEONGGI,2024,18440000
M,48390000,28380000,4146510700,2023,76770000
F,2750000,21550000,4111100000,2024,24300000
M,24560000,17030000,4111100000,2022,41590000
M,47950000,14260000,4279000000,2022,62210000
F,10470000,25670000,4279000000,2024,36140000
M,39290000,15830000,4211000000,2023,55120000
M,36060000,7600000,GYEONGGI,2022,43660000
F,46600000,23030000,GYEONGGI,2023,69630000
M,950000,4490000,4291000000,2022,5440000
F,23440000,13290000,4273000000,2023,36730000
F,44060000,27250000,4273000000,2023,71310000
F,34520000,15920000,4273000000,2021,50440000
M,49170000,9010000,4280000000,2024,58180000
M,38530000,18740000,4146510700,2020,57270000
M,42870000,2440000,4399000000,2024,45310000
F,44970000,6500000,4291000000,2023,51470000
M,46660000,7130000,4111100000,2023,53790000
F,41130000,3780000,GYEONGGI,2024,44910000
F,10420000,20580000,4111100000,2023,31000000
M,38610000,25960000,4280000000,2022,64570000
F,17970000,29950000,4111100000,2023,47920000
M,38740000,26890000,4273000000,2024,65630000
M,44930000,25590000,GANGWON,2024,70520000
M,21640000,28430000,4291000000,2024,50070000
M,33190000,20810000,GANGWON,2021,54000000
M,45510000,80000,4279000000,2021,45590000
F,10830000,27630000,GANGWON,2021,38460000
F,45210000,18960000,4399000000,2021,64170000
F,30530000,1180000,GYEONGGI,2021,31710000
M,31320000,2240000,4280000000,2021,33560000
M,7960000,19530000,GYEONGGI,2021,27490000
M,44390000,14920000,4399000000,2024,59310000
F,45190000,13960000,GYEONGGI,2020,59150000
M,2480000,9840000,GANGWON,2021,12320000
F,4810000,3460000,4146510700,2024,8270000
F,910000,780000,GYEONGGI,2020,1690000
M,15940000,18670000,4279000000,2021,34610000
M,20420000,2850000,4291000000,2020,23270000
F,5010000,24070000,4291000000,2020,29080000
M,19210000,9740000,4111100000,2022,28950000
F,42040000,7370000,4211000000,2023,49410000
M,10230000,10260000,GANGWON,2022,20490000
M,24560000,18530000,4273000000,2020,43090000
F,30580000,2330000,4399000000,2024,32910000
M,37200000,3480000,4280000000,2021,40680000
F,39080000,18170000,GANGWON,2023,57250000
M,30730000,21010000,4291000000,2021,51740000
F,21220000,22300000,4111100000,2024,43520000
F,24070000,12790000,GYEONGGI,2023,36860000
M,21820000,24290000,4273000000,2022,46110000
F,34500000,15310000,4273000000,2020,49810000
M,29200000,27730000,4211000000,2024,56930000
M,4660000,24450000,4146510700,2020,29110000
M,4510000,2750000,4211000000,2020,7260000
F,23310000,380000,GYEONGGI,2021,23690000
F,10680000,10710000,GANGWON,2024,21390000
M,15800000,25800000,4279000000,2020,41600000
M,1190000,670000,4399000000,2022,1860000
F,9000000,10070000,4273000000,2023,19070000
M,500000,11510000,4280000000,2024,12010000
M,6540000,13010000,GANGWON,2021,19550000
F,44460000,29230000,4280000000,2024,73690000
M,13020000,7790000,4111100000,2021,20810000
F,33010000,400000,4280000000,2023,33410000
M,32830000,6720000,4273000000,2022,39550000
F,38630000,16670000,4273000000,2020,55300000
M,49970000,2090000,4273000000,2024,52060000
M,43590000,19560000,GANGWON,2021,63150000
F,22960000,24620000,GANGWON,2023,47580000
M,3840000,22350000,4399000000,2020,26190000
F,3920000,9340000,4291000000,2023,13260000
M,36780000,11900000,4146510700,2022,48680000
F,21720000,25900000,GYEONGGI,2020,47620000
F,37840000,15140000,GYEONGGI,2020,52980000
F,12130000,25040000,4111100000,2020,37170000
F,29320000,4850000,4211000000,2021,34170000
M,27070000,4460000,4399000000,2020,31530000
M,28900000,7740000,4291000000,2023,36640000
F,20580000,23520000,4279000000,2021,44100000
F,18250000,29070000,4111100000,2020,47320000
F,18340000,14850000,GANGWON,2023,33190000
M,3070000,15550000,4291000000,2023,18620000
M,43480000,17190000,4273000000,2024,60670000
M,29990000,6480000,GANGWON,2023,36470000
M,13320000,24360000,4211000000,2022,37680000
F,38800000,14390000,4211000000,2020,53190000
F,27080000,8310000,GYEONGGI,2020,35390000
F,17720000,11560000,4146510700,2020,29280000
M,31200000,7600000,4146510700,2023,38800000
M,39300000,16930000,4279000000,2023,56230000
M,34670000,25830000,GANGWON,2020,60500000
F,36550000,24980000,GANGWON,2021,61530000
F,2290000,3210000,4211000000,2021,5500000
M,48340000,1650000,4273000000,2022,49990000
F,23870000,1270000,4273000000,2024,25140000
M,41970000,2360000,4280000000,2022,44330000
M,38150000,770000,4273000000,2020,38920000
F,7170000,6690000,4291000000,2020,13860000
M,32380000,20680000,4146510700,2020,53060000
F,34530000,15260000,4273000000,2024,49790000
M,10440000,12870000,4399000000,2023,23310000
F,17190000,29150000,GANGWON,2024,46340000
F,27800000,15590000,4273000000,2022,43390000
F,7040000,1460000,4280000000,2023,8500000
M,20210000,3340000,4279000000,2023,23550000
M,12500000,15460000,4279000000,2022,27960000
F,13120000,9710000,4211000000,2023,22830000
F,24290000,29850000,4273000000,2021,54140000
M,18320000,10530000,GANGWON,2022,28850000
M,2950000,7750000,GANGWON,2022,10700000
M,18000000,22350000,4146510700,2021,40350000
F,13620000,28100000,4279000000,2024,41720000
M,47700000,18350000,4211000000,2024,66050000
M,28530000,16650000,4273000000,2024,45180000
F,1540000,980000,4279000000,2023,2520000
M,32270000,18810000,4279000000,2021,51080000
M,14530000,14530000,GANGWON,2022,29060000
M,15590000,3520000,4273000000,2022,19110000
F,41380000,4280000,4111100000,2022,45660000
F,23610000,23170000,4273000000,2023,46780000
F,34410000,1060000,4291000000,2023,35470000
F,31350000,24760000,4279000000,2024,56110000
F,41500000,23960000,4146510700,2023,65460000
F,33550000,6700000,4111100000,2024,40250000
F,46980000,8340000,4280000000,2024,55320000
M,23840000,19530000,4211000000,2022,43370000
M,32540000,23710000,4273000000,2023,56250000
F,32130000,7380000,4146510700,2024,39510000
M,4470000,16860000,4280000000,2021,21330000
M,8650000,2160000,4280000000,2021,10810000
F,47640000,350000,4279000000,2023,47990000
M,8790000,6720000,4291000000,2022,15510000
M,6870000,20230000,4279000000,2022,27100000
M,49430000,16720000,4211000000,2024,66150000
M,39690000,12510000,4111100000,2023,52200000
M,48290000,20870000,GANGWON,2021,69160000
F,15110000,980000,4399000000,2024,16090000
F,40120000,7070000,4111100000,2024,47190000
F,1380000,26140000,4211000000,2020,27520000
M,1940000,20570000,GANGWON,2023,22510000
F,43070000,860000,4280000000,2024,43930000
M,7500000,15470000,4111100000,2021,22970000
M,25490000,10070000,GANGWON,2020,35560000
M,33470000,17840000,4273000000,2021,51310000
M,17020000,26270000,4279000000,2022,43290000
F,20120000,17010000,4399000000,2020,37130000
F,17690000,460000,4146510700,2020,18150000
M,1760000,670000,4273000000,2024,2430000
F,48370000,21040000,4111100000,2022,69410000
M,28410000,7530000,GYEONGGI,2024,35940000
F,27370000,12490000,GANGWON,2023,39860000
F,43410000,5470000,4280000000,2021,48880000
M,24330000,15250000,4280000000,2021,39580000
F,48900000,14030000,GYEONGGI,2024,62930000
M,8380000,1600000,4111100000,2021,9980000
F,1850000,28440000,4280000000,2021,30290000
M,21750000,13150000,4291000000,2023,34900000
M,26580000,14530000,4280000000,2022,41110000
F,4970000,17580000,4399000000,2020,22550000
F,47990000,6630000,4291000000,2024,54620000
M,1420000,20900000,4211000000,2024,22320000
F,21960000,22000000,4211000000,2023,43960000
F,2120000,27600000,GANGWON,2023,29720000
M,17290000,7920000,4291000000,2020,25210000
M,6270000,28800000,4273000000,2022,35070000
F,27660000,2150000,GANGWON,2024,29810000
M,40460000,5770000,4273000000,2023,46230000
M,29800000,11980000,4399000000,2024,41780000
M,25650000,5290000,4279000000,2021,30940000
F,33990000,26190000,4111100000,2024,60180000
F,13650000,2780000,4291000000,2022,16430000
M,12000000,15620000,GYEONGGI,2022,27620000
F,12990000,8370000,4146510700,2024,21360000
M,34810000,28240000,4111100000,2021,63050000
F,6760000,8840000,4399000000,2022,15600000
M,15550000,25980000,4291000000,2023,41530000
M,31940000,16340000,4211000000,2024,48280000
F,47640000,21630000,4111100000,2021,69270000
M,49730000,15720000,4273000000,2023,65450000
F,39310000,4910000,GYEONGGI,2024,44220000
F,1890000,8120000,4111100000,2021,10010000
M,13100000,19850000,4146510700,2023,32950000
M,13730000,10530000,4399000000,2022,24260000
F,22630000,140000,4399000000,2024,22770000
M,41150000,10720000,GANGWON,2024,51870000
M,24760000,20940000,4399000000,2022,45700000
M,940000,15770000,GANGWON,2020,16710000
M,28950000,13690000,4399000000,2023,42640000
M,15940000,17290000,4146510700,2022,33230000
F,39890000,28930000,4399000000,2024,68820000
F,19890000,18860000,GYEONGGI,2023,38750000
M,41300000,8900000,4279000000,2023,50200000
M,14050000,20060000,4211000000,2020,34110000
M,15620000,24190000,GYEONGGI,2024,39810000
F,44180000,11090000,4399000000,2021,55270000
M,12610000,11030000,4291000000,2020,23640000
F,30720000,13880000,4273000000,2020,44600000
F,16130000,24860000,4279000000,2021,40990000
F,19390000,2410000,4211000000,2021,21800000
M,28310000,28240000,4273000000,2020,56550000
F,22920000,22020000,GYEONGGI,2023,44940000
M,19210000,7240000,4146510700,2022,26450000
F,37780000,25690000,4146510700,2022,63470000
M,5440000,15880000,4273000000,2020,21320000
F,1990000,14670000,4291000000,2023,16660000
M,39410000,7190000,4273000000,2021,46600000
F,29970000,4380000,GYEONGGI,2020,34350000
M,21480000,29700000,4273000000,2024,51180000
M,45510000,1120000,4211000000,2023,46630000
M,35040000,24900000,4291000000,2024,59940000
M,36650000,18970000,4280000000,2024,55620000
F,42810000,23010000,4111100000,2020,65820000
F,32930000,1170000,4280000000,2023,34100000
M,45590000,18160000,GANGWON,2024,63750000
F,26630000,2510000,4273000000,2023,29140000
M,1530000,6600000,4146510700,2022,8130000
M,35850000,28150000,4280000000,2024,64000000
F,12610000,17630000,4399000000,2024,30240000
M,20970000,5200000,GYEONGGI,2023,26170000
M,31040000,26830000,4280000000,2022,57870000
F,48280000,27420000,4279000000,2024,75700000
M,4100000,8240000,4291000000,2020,12340000
M,28560000,1870000,GYEONGGI,2023,30430000
M,18580000,7900000,4146510700,2023,26480000
M,3980000,27870000,GANGWON,2024,31850000
F,39910000,910000,4280000000,2022,40820000
F,41960000,19780000,4291000000,2024,61740000
F,21710000,26670000,4111100000,2021,48380000
M,9620000,25180000,4291000000,2024,34800000
M,37390000,10920000,4291000000,2021,48310000
F,6090000,29660000,GYEONGGI,2020,35750000
M,17810000,2030000,4111100000,2023,19840000
M,23960000,6490000,4291000000,2023,30450000
M,10770000,7220000,4279000000,2022,17990000
M,4100000,6350000,4280000000,2024,10450000
F,21020000,23750000,4280000000,2020,44770000
F,20090000,29230000,4279000000,2021,49320000
F,27750000,20060000,4280000000,2022,47810000
M,26710000,22420000,4291000000,2020,49130000
F,49690000,5190000,GANGWON,2020,54880000
F,42720000,9650000,4291000000,2021,52370000
M,9100000,26480000,GYEONGGI,2021,35580000
M,24060000,24040000,4399000000,2023,48100000
F,270000,12730000,GANGWON,2024,13000000
F,28440000,1850000,4146510700,2022,30290000
F,31700000,27410000,4146510700,2024,59110000
F,32690000,370000,GANGWON,2022,33060000
M,27040000,14500000,4291000000,2020,41540000
F,48010000,29830000,4273000000,2021,77840000
F,22690000,13760000,4399000000,2021,36450000
M,10110000,12820000,4279000000,2020,22930000
F,24650000,21230000,4291000000,2020,45880000
M,19800000,6320000,GANGWON,2022,26120000
M,20750000,8620000,4273000000,2020,29370000
M,700000,27190000,4291000000,2022,27890000
F,5100000,17140000,4273000000,2024,22240000
F,23810000,23530000,GANGWON,2021,47340000
M,15240000,440000,4291000000,2021,15680000
F,3900000,19430000,4111100000,2021,23330000
F,33680000,5240000,4280000000,2024,38920000
M,29760000,5770000,GANGWON,2024,35530000
M,41850000,27040000,4146510700,2023,68890000
F,11050000,22420000,4146510700,2022,33470000
M,23650000,23730000,4399000000,2022,47380000
F,28980000,11290000,4211000000,2023,40270000
F,14830000,10460000,4146510700,2021,25290000
F,13490000,26630000,4211000000,2022,40120000
F,34420000,25980000,4111100000,2022,60400000
M,10170000,18710000,GANGWON,2021,28880000
M,14850000,28170000,4273000000,2020,43020000
M,1740000,11070000,4399000000,2020,12810000
M,17810000,11320000,4280000000,2023,29130000
F,18230000,8090000,4279000000,2024,26320000
F,27740000,24080000,4211000000,2022,51820000
M,41180000,10070000,4280000000,2022,51250000
F,21830000,24640000,4399000000,2023,46470000
F,42430000,23480000,4399000000,2023,65910000
F,43390000,820000,4146510700,2022,44210000
M,2870000,12680000,4280000000,2021,15550000
M,19040000,20410000,4291000000,2021,39450000
M,22790000,27650000,GYEONGGI,2024,50440000
F,13850000,11890000,4399000000,2022,25740000
M,26860000,29120000,4211000000,2022,55980000
M,14220000,24240000,4279000000,2022,38460000
M,1550000,8160000,4279000000,2022,9710000
M,47080000,14040000,4111100000,2023,61120000
M,31770000,20390000,4111100000,2020,52160000
M,49060000,2500000,4146510700,2022,51560000
F,34150000,13830000,4291000000,2020,47980000
F,12140000,3930000,4146510700,2021,16070000
M,5900000,13440000,4279000000,2024,19340000
M,29080000,4050000,4273000000,2021,33130000
F,5820000,28920000,4279000000,2022,34740000
F,230000,22650000,4399000000,2021,22880000
M,21800000,2190000,4280000000,2023,23990000
M,12530000,2420000,4280000000,2020,14950000
M,850000,22360000,4399000000,2022,23210000
M,32920000,9010000,4399000000,2023,41930000
F,30640000,16060000,4279000000,2020,46700000
M,21550000,26690000,4280000000,2023,48240000
M,9090000,4090000,4280000000,2021,13180000
M,31200000,24330000,GANGWON,2022,55530000
M,35190000,6010000,4280000000,2021,41200000
F,43400000,10460000,4399000000,2024,53860000
F,7870000,11770000,4111100000,2022,19640000
F,8710000,20270000,4291000000,2021,28980000
M,32790000,11100000,4273000000,2022,43890000
M,1800000,29230000,4399000000,2020,31030000
F,12210000,7870000,4280000000,2022,20080000
M,2380000,2600000,4211000000,2022,4980000
M,460000,13730000,4279000000,2020,14190000
F,47370000,390000,4279000000,2021,47760000
F,3710000,29280000,4291000000,2022,32990000
F,42500000,9710000,4399000000,2023,52210000
F,4300000,22850000,4291000000,2022,27150000
M,38300000,21970000,4111100000,2021,60270000
M,23000000,10240000,GYEONGGI,2020,33240000
F,15530000,20320000,4146510700,2021,35850000
M,43580000,8020000,4211000000,2024,51600000
F,22450000,14640000,4146510700,2022,37090000
F,8000000,7860000,GYEONGGI,2022,15860000
M,5100000,2790000,4211000000,2020,7890000
F,22540000,14920000,4146510700,2022,37460000
M,43940000,22570000,4211000000,2023,66510000
M,17690000,170000,4291000000,2023,17860000
M,47570000,22340000,4273000000,2021,69910000
M,6370000,10800000,GANGWON,2020,17170000
F,24850000,15180000,4211000000,2024,40030000
M,44870000,12290000,GYEONGGI,2021,57160000
F,31040000,16840000,4291000000,2020,47880000
F,23260000,80000,GANGWON,2020,23340000
F,2570000,7390000,4291000000,2021,9960000
F,28570000,2690000,4111100000,2021,31260000
M,35980000,19710000,4280000000,2022,55690000
M,47040000,9260000,4279000000,2024,56300000
F,38870000,23560000,4111100000,2023,62430000
F,45140000,14950000,GYEONGGI,2022,60090000
M,27440000,20540000,4399000000,2020,47980000
F,47080000,29010000,4399000000,2024,76090000
M,1310000,20970000,4279000000,2024,22280000
F,19140000,4080000,4291000000,2021,23220000
M,43380000,9400000,4273000000,2024,52780000
F,22540000,16760000,GYEONGGI,2024,39300000
F,5050000,1410000,4279000000,2020,6460000
M,37620000,5350000,GANGWON,2022,42970000
F,10200000,1260000,GANGWON,2024,11460000
F,18860000,29230000,4399000000,2021,48090000
M,12010000,25550000,4280000000,2022,37560000
F,3680000,19340000,4291000000,2021,23020000
M,5990000,19020000,4399000000,2024,25010000
M,34420000,6190000,4273000000,2022,40610000
F,14430000,12410000,4279000000,2024,26840000
F,38190000,27440000,4211000000,2020,65630000
F,40180000,3120000,4273000000,2022,43300000
F,42560000,5610000,4211000000,2021,48170000
F,46010000,11690000,4291000000,2020,57700000
F,5880000,22920000,4279000000,2023,28800000
F,46050000,27870000,GANGWON,2021,73920000
M,40900000,23080000,GANGWON,2024,63980000
F,13950000,7730000,4111100000,2021,21680000
M,17800000,9850000,GANGWON,2023,27650000
F,3820000,16410000,GYEONGGI,2021,20230000
F,41280000,23390000,4111100000,2020,64670000
M,7530000,9060000,4111100000,2021,16590000
F,11360000,310000,GANGWON,2022,11670000
F,19100000,24330000,4399000000,2023,43430000
M,27170000,25650000,4280000000,2021,52820000
F,46420000,19800000,4280000000,2023,66220000
F,7190000,21620000,GYEONGGI,2020,28810000
F,2800000,610000,4146510700,2022,3410000
M,48500000,4530000,4399000000,2024,53030000
F,28050000,6920000,4146510700,2021,34970000
F,48720000,18180000,4211000000,2020,66900000
F,28510000,13720000,4399000000,2023,42230000
F,10000000,26370000,4279000000,2023,36370000
M,6570000,3450000,4146510700,2020,10020000
M,1140000,9120000,GYEONGGI,2021,10260000
F,49060000,17910000,GYEONGGI,2024,66970000
F,22320000,27810000,4399000000,2021,50130000
M,32050000,24880000,4111100000,2022,56930000
M,32080000,24500000,4279000000,2021,56580000
F,110000,9070000,4291000000,2022,9180000
M,7530000,21330000,4279000000,2023,28860000
F,11630000,19060000,GYEONGGI,2022,30690000
M,47250000,25030000,4211000000,2024,72280000
M,37830000,15310000,4146510700,2020,53140000
M,30770000,26930000,4146510700,2022,57700000
M,43850000,19120000,4211000000,2021,62970000
F,2430000,3410000,4273000000,2022,5840000
M,18960000,21590000,4399000000,2023,40550000
M,11370000,13530000,GYEONGGI,2022,24900000
F,16190000,3340000,4280000000,2024,19530000
M,19590000,25500000,GANGWON,2022,45090000
M,9380000,11480000,4211000000,2024,20860000
F,27630000,13030000,4211000000,2021,40660000
M,29590000,3200000,4279000000,2023,32790000
F,45420000,16390000,4399000000,2020,61810000
F,25240000,21820000,4399000000,2021,47060000
F,12410000,8430000,4280000000,2021,20840000
F,44770000,22220000,GANGWON,2020,66990000
M,34830000,20840000,4399000000,2022,55670000
F,13570000,10560000,4111100000,2022,24130000
M,4110000,15930000,GYEONGGI,2022,20040000
M,16420000,17010000,4111100000,2023,33430000
M,3450000,9000000,4273000000,2021,12450000
M,31090000,21010000,GYEONGGI,2024,52100000
M,21460000,12930000,4291000000,2020,34390000
M,29790000,9050000,GYEONGGI,2021,38840000
M,10840000,18570000,GYEONGGI,2022,29410000
M,5680000,25420000,4280000000,2020,31100000
M,25660000,11820000,4111100000,2024,37480000
M,45440000,22580000,GANGWON,2021,68020000
F,34320000,7590000,4279000000,2021,41910000
F,24710000,19190000,4280000000,2023,43900000
F,18700000,17040000,GYEONGGI,2021,35740000
M,42320000,20200000,4279000000,2021,62520000
F,34040000,1770000,4146510700,2024,35810000
F,5470000,21430000,4279000000,2024,26900000
F,14460000,20600000,4211000000,2020,35060000
M,5670000,27810000,4280000000,2022,33480000
M,15720000,8750000,4280000000,2024,24470000
M,18400000,10300000,4211000000,2020,28700000
M,39650000,16790000,4146510700,2021,56440000
F,2910000,8940000,4399000000,2020,11850000
F,27950000,12160000,4399000000,2020,40110000
F,47480000,9920000,4399000000,2020,57400000
F,19020000,21670000,4399000000,2020,40690000
M,40140000,5580000,4111100000,2024,45720000
M,16030000,20770000,4211000000,2022,36800000
M,49550000,16680000,4146510700,2020,66230000
F,13320000,21450000,GYEONGGI,2023,34770000
M,33850000,6940000,4273000000,2021,40790000
M,11760000,8540000,4280000000,2021,20300000
F,25110000,2090000,4279000000,2021,27200000
F,33310000,19670000,4399000000,2021,52980000
M,9520000,2720000,4279000000,2021,12240000
M,37430000,10080000,4273000000,2020,47510000
M,7030000,20070000,4280000000,2022,27100000
M,2110000,1770000,4291000000,2023,3880000
M,6960000,20390000,GANGWON,2024,27350000
M,34890000,5490000,4146510700,2023,40380000
F,20400000,22880000,4111100000,2024,43280000
F,5990000,19920000,4279000000,2024,25910000
F,19630000,10780000,4399000000,2023,30410000
M,6300000,7330000,4211000000,2020,13630000
F,37150000,19100000,4279000000,2021,56250000
M,3300000,12290000,4280000000,2020,15590000
M,25610000,27100000,4291000000,2021,52710000
F,2080000,26500000,4146510700,2022,28580000
M,46770000,23720000,4211000000,2024,70490000
M,30690000,13670000,GANGWON,2023,44360000
F,32880000,20910000,4280000000,2022,53790000
F,10980000,21060000,4291000000,2021,32040000
F,41150000,10420000,4211000000,2020,51570000
M,23700000,20780000,GANGWON,2023,44480000
F,14090000,12000000,4279000000,2024,26090000
F,29810000,17260000,4280000000,2022,47070000
M,31220000,5310000,GYEONGGI,2024,36530000
F,23530000,7960000,GANGWON,2021,31490000
F,27960000,12940000,4291000000,2024,40900000
F,15740000,22760000,GYEONGGI,2020,38500000
M,23830000,23210000,GYEONGGI,2022,47040000
M,15160000,7180000,4111100000,2022,22340000
M,39670000,4200000,4291000000,2020,43870000
M,39120000,24910000,GYEONGGI,2024,64030000
F,40470000,12380000,4279000000,2020,52850000
M,41310000,15620000,4280000000,2023,56930000
M,6660000,16640000,4280000000,2020,23300000
F,210000,4150000,4279000000,2024,4360000
F,5720000,2600000,4111100000,2020,8320000
F,48380000,16890000,4146510700,2021,65270000
M,17520000,28880000,4111100000,2020,46400000
M,35930000,6380000,4280000000,2020,42310000
M,49890000,2350000,4146510700,2024,52240000
F,44010000,7030000,4111100000,2023,51040000
F,48660000,8160000,GYEONGGI,2023,56820000
