회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기
2603,2162,465,226.0,가공식품,부산본점,40,3.775,0.125827815,8
2604,1305,226,9.0,수산품,잠실점,30,4.066666667,0.491803279,11
2605,5135,309,1100.0,농산물,일산점,116,3.189655172,0.216216216,3
2606,58,47,,기타,분당점,2,11.5,0.0,3
2607,92,68,43.0,디자이너,잠실점,3,1.333333333,0.0,19
2608,16,15,,기타,본  점,1,4.0,0.0,0
2609,106,106,,디자이너,본  점,1,1.0,0.0,0
2610,199,168,,디자이너,강남점,3,1.666666667,0.8,90
2611,315,194,,디자이너,잠실점,4,1.5,0.666666667,65
2612,625,254,30.0,젓갈/반찬,본  점,17,1.882352941,0.34375,19
2613,23,17,,화장품,센텀시티점,2,1.0,0.0,125
2614,6,2,,육류,청량리점,4,1.0,0.25,55
2615,81,37,,기타,관악점,2,3.0,1.0,28
2616,1661,264,2.0,기타,본  점,46,4.434782609,0.382352941,7
2617,332,332,,디자이너,잠실점,1,1.0,0.0,0
2618,40,34,,가공식품,본  점,5,2.2,0.454545455,7
2619,28,7,,차/커피,강남점,6,4.666666667,0.0,48
2620,1408,324,7.0,골프,부산본점,20,2.1,0.595238095,16
2621,2482,316,91.0,기타,강남점,27,2.740740741,0.581081081,9
2622,181,30,,농산물,분당점,29,8.620689655,0.356,12
2623,63,14,,주류,본  점,4,3.5,0.357142857,57
2624,2,1,,축산가공,분당점,1,5.0,0.0,0
2625,1619,561,33.0,시티웨어,관악점,11,1.909090909,0.19047619,29
2626,29,20,,농산물,본  점,3,2.0,0.666666667,14
2627,3712,470,490.0,가공식품,일산점,84,2.035714286,0.362573099,4
2628,4119,309,89.0,기타,본  점,77,3.012987013,0.185344828,4
2629,2301,860,,농산물,본  점,32,2.78125,0.370786517,9
2630,31,28,,육류,미아점,3,3.333333333,0.8,22
2631,1759,221,63.0,기타,분당점,29,2.517241379,0.356164384,12
2632,59,25,,가공식품,잠실점,8,4.25,0.558823529,24
2633,2533,490,87.0,기타,일산점,31,3.870967742,0.316666667,11
2634,504,398,,구두,잠실점,4,1.25,0.2,19
2635,7,7,,주방가전,본  점,1,1.0,0.0,0
2636,970,395,88.0,골프,잠실점,14,1.714285714,0.5,17
2637,32,18,2.0,일용잡화,본  점,3,2.0,0.0,75
2638,645,342,,시티웨어,본  점,4,2.0,0.25,56
2639,996,150,3.0,가공식품,관악점,23,3.869565217,0.348314607,14
2640,5,5,,피혁잡화,청량리점,1,1.0,0.0,0
2641,1,1,,축산가공,본  점,1,3.0,0.0,0
2642,4202,391,415.0,가공식품,본  점,79,2.683544304,0.377358491,4
2643,1816,324,,디자이너,본  점,14,3.214285714,0.0,19
2644,390,110,,화장품,대전점,15,2.466666667,0.432432432,23
2645,2141,553,223.0,기타,잠실점,20,3.25,0.153846154,16
2646,1138,218,10.0,기타,강남점,20,4.25,0.670588235,16
2647,1,1,,수산품,잠실점,1,3.0,0.0,0
2648,205,85,59.0,가공식품,잠실점,22,2.863636364,0.380952381,14
2649,6,9,9.0,섬유잡화,미아점,3,3.333333333,0.8,42
2650,556,57,,농산물,잠실점,29,2.827586207,0.048780488,12
2651,510,380,16.0,남성 캐주얼,본  점,11,1.090909091,0.416666667,23
2652,244,152,,기타,분당점,5,2.4,0.75,30
2653,4464,605,1213.0,디자이너,부산본점,45,2.377777778,0.037383178,7
2654,1342,443,,아동,광주점,22,2.181818182,0.25,15
2655,231,147,,남성정장,잠실점,2,1.0,0.0,129
2656,1,1,,차/커피,본  점,1,3.0,0.0,0
2657,13,8,,섬유잡화,영등포점,2,1.5,1.0,63
2658,2684,270,,기타,광주점,85,13.12941176,0.051971326,4
2659,88,88,,스포츠,청량리점,1,1.0,0.0,0
2660,43,40,,건강식품,본  점,2,1.0,0.0,24
2661,334,301,,모피/피혁,영등포점,4,2.25,0.111111111,27
2662,11,11,,골프,일산점,1,1.0,0.0,0
2663,9,5,,캐주얼,본  점,3,2.0,0.0,16
2664,10,10,,화장품,영등포점,1,2.0,0.0,0
2665,644,254,122.0,명품,부산본점,11,3.818181818,0.142857143,30
2666,691,232,403.0,가공식품,대전점,78,4.641025641,0.26519337,4
2667,2175,98,166.0,가공식품,본  점,140,3.257142857,0.293859649,2
2668,18,18,,구두,본  점,1,1.0,0.0,0
2669,28,23,,농산물,본  점,3,2.333333333,0.142857143,56
2670,4468,480,145.0,가공식품,잠실점,160,5.9,0.231991525,2
2671,2247,450,230.0,스포츠,광주점,26,2.730769231,0.309859155,12
2672,104,12,,가공식품,본  점,30,3.4,0.333333333,10
2673,747,196,101.0,가공식품,동래점,26,5.076923077,0.484848485,13
2674,8,7,,시티웨어,분당점,1,2.0,0.0,0
2675,1010,249,3.0,기타,본  점,26,2.269230769,0.118644068,6
2676,292,217,,일용잡화,영등포점,5,1.4,0.857142857,28
2677,310,112,,수산품,본  점,30,1.933333333,0.068965517,11
2678,462,438,,구두,본  점,2,1.5,0.666666667,62
2679,572,59,2.0,캐주얼,본  점,21,2.142857143,0.4,17
2680,583,129,2.0,캐주얼,본  점,14,1.928571429,0.222222222,21
2681,624,109,,디자이너,본  점,18,1.222222222,0.409090909,19
2682,28,28,,남성 캐주얼,분당점,1,1.0,1.0,0
2683,496,94,,화장품,부산본점,13,1.307692308,0.235294118,24
2684,174,115,,시티웨어,대전점,2,1.0,0.0,98
2685,3,3,,주류,잠실점,1,1.0,0.0,0
2686,2270,674,336.0,기타,영등포점,21,2.0,0.476190476,12
2687,292,246,,명품,잠실점,2,1.5,0.0,1
2688,2777,420,1464.0,디자이너,광주점,48,1.666666667,0.275,7
2689,2682,805,315.0,화장품,본  점,32,1.5,0.291666667,10
2690,7056,219,834.0,캐주얼,영등포점,142,2.281690141,0.336419753,2
2691,0,0,,캐주얼,잠실점,1,1.0,1.0,0
2692,12,11,,섬유잡화,노원점,1,2.0,1.0,0
2693,3147,330,97.0,가공식품,영등포점,63,3.825396825,0.236514523,5
2694,15140,2362,640.0,디자이너,본  점,77,2.181818182,0.178571429,4
2695,284,108,,기타,분당점,9,2.888888889,0.0,33
2696,0,2,7.0,차/커피,일산점,2,9.0,0.0,4
2697,206,198,,시티웨어,강남점,1,2.0,0.0,0
2698,10160,958,1068.0,캐주얼,본  점,72,3.25,0.222222222,4
2699,53,43,12.0,기타,분당점,4,2.25,0.444444444,50
2700,150,150,,가공식품,영등포점,2,1.0,0.0,11
2701,114,93,26.0,기타,잠실점,8,2.5,0.0,39
2702,1,1,,축산가공,본  점,1,1.0,0.0,0
2703,667,190,,가공식품,잠실점,13,2.076923077,0.333333333,18
2704,715,715,,가구,본  점,1,1.0,1.0,0
2705,24,23,,섬유잡화,본  점,1,2.0,1.0,0
2706,665,101,71.0,농산물,부평점,42,5.547619048,0.278969957,8
2707,759,759,,모피/피혁,분당점,1,1.0,1.0,0
2708,507,100,172.0,시티웨어,분당점,18,2.888888889,0.346153846,19
2709,3682,312,149.0,기타,본  점,47,3.659574468,0.441860465,7
2710,2396,317,,가공식품,잠실점,25,3.76,0.191489362,14
2711,7,3,,농산물,안양점,2,4.5,0.111111111,134
2712,16,16,,스포츠,잠실점,1,1.0,0.0,0
2713,4796,435,30.0,구두,광주점,56,2.357142857,0.204545455,6
2714,1,1,,기타,안양점,1,5.0,0.0,0
2715,4,2,,섬유잡화,부산본점,2,1.5,0.0,104
2716,4457,770,246.0,캐주얼,본  점,48,4.645833333,0.269058296,7
2717,490,131,114.0,기타,본  점,14,1.571428571,0.227272727,21
2718,1782,152,,가공식품,본  점,37,2.189189189,0.530864198,9
2719,6,4,,기타,본  점,1,5.0,0.0,0
2720,80,40,,건강식품,노원점,2,1.0,0.5,49
2721,142,91,,골프,영등포점,2,2.5,0.4,83
2722,676,150,,화장품,부산본점,14,1.857142857,0.423076923,25
2723,61,30,,육류,잠실점,5,2.6,0.692307692,55
2724,622,219,,농산물,본  점,21,3.476190476,0.164383562,13
2725,47,69,69.0,액세서리,영등포점,2,2.5,0.8,1
2726,14,11,,화장품,분당점,2,1.0,0.5,65
2727,23,22,,캐주얼,동래점,1,2.0,1.0,0
2728,1,0,,육류,부산본점,1,2.0,0.0,0
2729,72,55,,기타,안양점,1,7.0,1.0,0
2730,655,111,4.0,가공식품,잠실점,13,2.461538462,0.09375,21
2731,58,13,,가공식품,본  점,7,1.714285714,0.166666667,45
2732,424,240,,가공식품,본  점,4,3.75,0.0,70
2733,2870,499,,농산물,일산점,85,6.741176471,0.455497382,4
2734,167,29,,화장품,분당점,6,2.166666667,0.153846154,34
2735,266,107,,화장품,부산본점,4,1.0,0.25,72
2736,3026,170,,기타,부평점,68,6.426470588,0.258581236,5
2737,422,158,,남성 캐주얼,동래점,7,2.142857143,0.133333333,44
2738,816,186,234.0,기타,잠실점,16,1.6875,0.111111111,21
2739,3213,741,741.0,디자이너,잠실점,39,2.41025641,0.244680851,9
2740,30,30,,아동,강남점,1,1.0,1.0,0
2741,1275,140,,디자이너,영등포점,16,1.625,0.192307692,20
2742,40,30,,모피/피혁,인천점,3,1.333333333,0.0,63
2743,202,46,,란제리/내의,잠실점,6,2.833333333,0.0,48
2744,249,149,14.0,디자이너,영등포점,3,1.666666667,0.6,2
2745,1058,204,,가공식품,광주점,17,6.941176471,0.118644068,20
2746,2137,1175,,기타,일산점,15,2.066666667,0.129032258,23
2747,75,34,,주류,본  점,4,2.25,0.0,50
2748,2,2,,기타,분당점,1,2.0,0.0,0
2749,25,19,,수산품,본  점,1,3.0,1.0,0
2750,66,49,,섬유잡화,일산점,3,1.666666667,0.2,54
2751,153,84,,차/커피,분당점,5,2.8,0.0,64
2752,7,7,,육류,영등포점,1,2.0,0.0,0
2753,690,76,120.0,시티웨어,일산점,29,2.275862069,0.727272727,11
2754,579,152,10.0,기타,본  점,25,3.12,0.166666667,12
2755,850,369,20.0,셔츠,본  점,10,1.4,0.428571429,21
2756,65,44,10.0,캐주얼,일산점,9,2.0,0.0,26
2757,3892,378,565.0,육류,영등포점,62,4.5,0.616487455,5
2758,584,16,,농산물,분당점,34,12.08823529,0.155717762,10
2759,47,15,,수산품,본  점,7,2.285714286,0.0625,44
2760,167,60,,가공식품,강남점,5,7.2,0.25,43
2761,1847,88,236.0,농산물,본  점,72,4.527777778,0.153374233,4
2762,1875,166,48.0,차/커피,본  점,47,2.574468085,0.223140496,7
2763,1,0,,가공식품,본  점,4,2.0,0.5,20
2764,2304,172,58.0,농산물,분당점,106,3.273584906,0.30259366,3
2765,8,2,,기타,미아점,2,5.0,0.0,13
2766,95,61,118.0,수산품,잠실점,11,3.090909091,0.088235294,23
2767,322,43,4.0,기타,강남점,28,1.785714286,0.42,12
2768,238,207,78.0,기타,강남점,8,1.75,0.285714286,21
2769,121,30,,기타,미아점,2,11.5,0.695652174,8
2770,155,79,,기타,본  점,9,2.333333333,0.142857143,37
2771,281,124,27.0,가공식품,잠실점,7,3.285714286,0.565217391,43
2772,124,55,,디자이너,잠실점,3,1.333333333,0.25,68
2773,3583,383,309.0,시티웨어,인천점,28,3.964285714,0.333333333,8
2774,73,34,,모피/피혁,포항점,1,3.0,0.0,0
2775,345,51,,기타,본  점,18,1.944444444,0.085714286,18
2776,254,75,,남성 캐주얼,영등포점,4,1.5,1.0,75
2777,122,84,,육류,대전점,4,4.0,0.875,48
2778,1514,360,10.0,농산물,분당점,12,5.916666667,0.492957746,26
2779,14,14,,커리어,본  점,1,1.0,0.0,0
2780,25,13,,농산물,잠실점,2,5.0,0.6,51
2781,250,240,,캐주얼,부산본점,1,2.0,0.0,0
2782,187,92,17.0,일용잡화,강남점,7,6.0,0.023809524,38
2783,1433,306,,화장품,본  점,17,2.352941176,0.3,19
2784,9,8,,섬유잡화,본  점,1,2.0,1.0,0
2785,666,71,,가공식품,본  점,25,3.32,0.289156627,13
2786,715,106,,농산물,부산본점,42,7.428571429,0.051282051,8
2787,639,160,13.0,농산물,미아점,22,10.54545455,0.318965517,16
2788,1449,244,100.0,골프,대전점,16,3.1875,0.31372549,20
2789,273,78,,기타,분당점,10,8.4,0.523809524,30
2790,28,28,,가공식품,본  점,1,1.0,0.0,0
2791,270,95,183.0,커리어,본  점,6,2.833333333,0.0,4
2792,157,65,,화장품,부산본점,2,3.0,0.666666667,44
2793,1071,282,225.0,일용잡화,분당점,17,5.705882353,0.360824742,19
2794,144,26,24.0,가공식품,본  점,52,3.019230769,0.108280255,6
2795,81,65,,가공식품,강남점,4,1.0,0.25,47
2796,1932,213,263.0,기타,본  점,56,2.607142857,0.51369863,6
2797,290,130,,시티웨어,잠실점,2,2.5,0.0,68
2798,6,3,,육류,관악점,1,4.0,0.0,0
2799,30,30,,시티웨어,영등포점,1,1.0,0.0,0
2800,73,64,,섬유잡화,인천점,3,1.333333333,0.75,59
2801,339,215,,기타,분당점,19,2.578947368,0.163265306,17
2802,5163,911,816.0,디자이너,일산점,69,2.666666667,0.211956522,5
2803,622,130,,주방용품,본  점,11,3.090909091,0.088235294,28
2804,7,5,,주류,분당점,1,5.0,0.0,0
2805,1,1,,가공식품,본  점,1,4.0,0.0,0
2806,428,87,28.0,시티웨어,광주점,15,2.333333333,0.314285714,10
2807,200,75,,기타,잠실점,6,2.666666667,0.0,45
2808,1726,193,467.0,기타,분당점,91,5.582417582,0.320866142,3
2809,22,20,,가공식품,일산점,2,3.5,0.0,0
2810,1093,104,362.0,캐주얼,잠실점,74,3.256756757,0.319502075,4
2811,4,1,,가공식품,잠실점,4,3.0,0.5,39
2812,936,208,,화장품,강남점,12,1.916666667,0.304347826,20
2813,3602,369,,화장품,영등포점,57,1.964912281,0.258928571,6
2814,1194,296,1.0,디자이너,본  점,12,1.916666667,0.347826087,30
2815,958,245,,기타,미아점,44,4.977272727,0.547945205,8
2816,2,2,,농산물,본  점,1,1.0,0.0,0
2817,309,75,,건강식품,본  점,10,1.6,0.25,26
2818,2656,878,2158.0,디자이너,잠실점,34,1.911764706,0.261538462,9
2819,2174,110,22.0,기타,분당점,74,2.594594595,0.3125,4
2820,36,3,,기타,잠실점,13,4.538461538,0.118644068,21
2821,112,31,,농산물,분당점,11,3.272727273,0.75,28
2822,1570,417,828.0,디자이너,일산점,25,2.16,0.296296296,13
2823,189,84,,기타,잠실점,3,3.333333333,0.9,15
2824,259,54,,기타,강남점,9,1.888888889,0.352941176,23
2825,1439,124,327.0,가공식품,잠실점,82,2.658536585,0.467889908,4
2826,98,225,238.0,모피/피혁,분당점,5,3.2,0.4375,2
2827,701,164,74.0,기타,분당점,21,3.285714286,0.463768116,14
2828,44,44,,시티웨어,본  점,1,1.0,0.0,0
2829,934,264,,가공식품,본  점,5,5.4,0.37037037,58
2830,306,106,,기타,본  점,7,1.571428571,0.0,29
2831,59,40,40.0,골프,영등포점,4,2.0,0.0,28
2832,7941,1553,274.0,건강식품,본  점,56,4.017857143,0.346666667,6
2833,1507,134,96.0,명품,본  점,73,1.917808219,0.257142857,4
2834,178,112,79.0,남성 캐주얼,본  점,5,2.0,0.0,52
2835,2489,440,46.0,기타,본  점,25,1.96,0.448979592,12
2836,119,47,,가공식품,청량리점,10,2.1,0.857142857,32
2837,269,70,158.0,스포츠,분당점,36,1.805555556,0.261538462,8
2838,1678,149,62.0,시티웨어,잠실점,36,2.194444444,0.518987342,9
2839,9448,1258,2579.0,디자이너,잠실점,83,2.192771084,0.120879121,4
2840,18,4,,수산품,본  점,2,5.5,0.181818182,36
2841,6325,704,13.0,아동,영등포점,106,2.29245283,0.46090535,3
2842,747,221,41.0,명품,본  점,16,1.4375,0.173913043,18
2843,7,7,,일용잡화,일산점,2,1.5,1.0,34
2844,800,206,31.0,기타,광주점,16,2.1875,0.142857143,18
2845,17,15,,골프,잠실점,2,1.0,1.0,45
2846,1762,118,,기타,분당점,57,2.719298246,0.24516129,5
2847,3571,303,1671.0,디자이너,관악점,93,2.215053763,0.354368932,3
2848,200,80,,건강식품,강남점,3,1.0,0.333333333,52
2849,1,1,,육류,잠실점,1,3.0,0.0,0
2850,818,143,60.0,골프,잠실점,21,2.047619048,0.348837209,16
2851,4453,702,265.0,명품,본  점,50,2.38,0.336134454,7
2852,171,62,,수산품,본  점,5,2.0,0.4,38
2853,35,28,,섬유잡화,일산점,2,2.5,0.0,3
2854,3522,238,,기타,잠실점,21,3.714285714,0.474358974,16
2855,5262,342,358.0,디자이너,분당점,66,3.575757576,0.203389831,5
2856,1464,186,,화장품,본  점,20,1.6,0.09375,16
2857,31,12,,가공식품,본  점,2,12.5,1.0,7
2858,6,6,,화장품,본  점,1,1.0,1.0,0
2859,1573,494,105.0,농산물,분당점,21,2.80952381,0.440677966,16
2860,1,1,,가공식품,잠실점,2,2.0,0.25,14
2861,394,142,165.0,기타,분당점,13,3.538461538,0.52173913,25
2862,859,146,24.0,기타,청량리점,14,2.857142857,0.25,21
2863,4167,751,2988.0,디자이너,부산본점,68,2.382352941,0.203703704,5
2864,45,31,,가공식품,광주점,1,8.0,0.0,0
2865,18,7,,육류,영등포점,7,1.428571429,0.5,34
2866,130,57,,시티웨어,영등포점,4,1.25,0.8,65
2867,1054,268,138.0,골프,광주점,14,1.285714286,0.055555556,14
2868,138,138,,명품,영등포점,1,1.0,1.0,0
2869,28,15,,농산물,본  점,3,2.333333333,0.0,58
2870,360,63,,가공식품,분당점,8,5.125,0.048780488,43
2871,65,61,,수산품,잠실점,4,2.0,0.5,13
2872,38,27,,시티웨어,분당점,1,3.0,0.0,0
2873,10,10,,명품,부산본점,1,1.0,0.0,0
2874,1716,175,384.0,디자이너,본  점,39,1.666666667,0.123076923,8
2875,78,57,,캐주얼,관악점,3,2.333333333,1.0,54
2876,77,5,,축산가공,영등포점,8,7.75,0.580645161,34
2877,105,105,,남성정장,노원점,1,1.0,0.0,0
2878,241,55,,기타,본  점,8,3.125,0.72,42
2879,115,100,,남성 캐주얼,영등포점,2,1.0,0.5,156
2880,1125,98,,농산물,부산본점,25,4.08,0.284313725,14
2881,207,80,,기타,강남점,13,3.538461538,0.173913043,27
2882,101,54,,디자이너,잠실점,2,1.5,0.0,0
2883,35,18,18.0,수산품,본  점,3,4.333333333,0.461538462,57
2884,643,105,73.0,캐주얼,관악점,15,2.533333333,0.263157895,20
2885,592,73,31.0,아동,잠실점,20,3.0,0.6,15
2886,1328,243,,디자이너,본  점,16,1.5,0.0,20
2887,2012,480,,가공식품,본  점,19,4.368421053,0.506024096,17
2888,1951,203,100.0,디자이너,잠실점,22,2.409090909,0.283018868,15
2889,79,48,7.0,기타,광주점,5,2.6,0.076923077,23
2890,498,93,,기타,분당점,13,2.615384615,0.294117647,25
2891,627,76,202.0,화장품,본  점,28,2.428571429,0.411764706,11
2892,65,17,17.0,가공식품,영등포점,11,2.272727273,0.36,23
2893,6,4,,가공식품,본  점,3,2.666666667,0.0,63
2894,451,49,,가공식품,분당점,25,2.76,0.188405797,13
2895,9,6,,모피/피혁,부평점,1,2.0,0.0,0
2896,5,5,,셔츠,일산점,1,2.0,0.0,0
2897,445,63,23.0,가공식품,영등포점,16,2.3125,0.405405405,20
2898,85,55,,스포츠,본  점,2,1.5,0.666666667,69
2899,159,108,,육류,동래점,5,3.2,0.75,40
2900,1069,275,37.0,농산물,본  점,72,3.208333333,0.19047619,4
2901,111,72,,피혁잡화,본  점,2,1.5,0.0,6
2902,1314,187,,화장품,청량리점,21,2.952380952,0.290322581,16
2903,27,14,4.0,육류,일산점,12,1.5,0.333333333,27
2904,57,52,,가공식품,본  점,3,2.333333333,0.0,89
2905,275,158,,가공식품,본  점,4,1.25,0.0,61
2906,398,153,73.0,디자이너,본  점,10,1.2,0.166666667,19
2907,942,187,,시티웨어,동래점,7,3.285714286,0.0,34
2908,1122,176,31.0,농산물,본  점,46,4.52173913,0.230769231,7
2909,272,98,,화장품,영등포점,4,4.0,0.4375,84
2910,2,2,,일용잡화,본  점,1,1.0,0.0,0
2911,3409,156,,농산물,부산본점,89,10.60674157,0.662076271,4
2912,3058,306,956.0,기타,본  점,48,2.375,0.096491228,7
2913,499,175,53.0,명품,본  점,11,1.454545455,0.3125,22
2914,71,32,51.0,기타,잠실점,11,3.090909091,0.617647059,11
2915,141,80,,생활잡화,본  점,1,2.0,0.0,0
2916,17,8,,기타,분당점,2,7.0,0.285714286,34
2917,21,15,,가공식품,부산본점,3,1.666666667,0.6,88
2918,5,4,,육류,동래점,2,1.0,0.5,93
2919,1051,158,,기타,본  점,16,2.375,0.052631579,19
2920,2891,781,471.0,캐주얼,대전점,58,2.672413793,0.141935484,6
2921,2,1,,농산물,본  점,1,2.0,1.0,0
2922,1214,449,291.0,기타,미아점,39,3.615384615,0.234042553,8
2923,544,444,,기타,분당점,8,8.25,0.0,33
2924,1547,460,31.0,농산물,광주점,39,2.58974359,0.108910891,9
2925,1345,210,,기타,잠실점,18,3.055555556,0.054545455,18
2926,287,198,,피혁잡화,노원점,1,6.0,0.0,0
2927,264,150,,기타,부산본점,6,2.333333333,0.5,56
2928,211,73,,수산품,본  점,3,1.0,0.333333333,73
2929,1203,245,19.0,화장품,본  점,11,2.0,0.681818182,27
2930,112,44,4.0,주방용품,본  점,5,1.8,0.444444444,55
2931,1651,270,216.0,가공식품,대전점,19,4.421052632,0.05952381,18
2932,387,79,,시티웨어,잠실점,15,2.066666667,0.322580645,15
2933,1370,287,467.0,디자이너,영등포점,36,2.194444444,0.278481013,9
2934,2,2,,수산품,본  점,1,2.0,0.0,0
2935,1,1,,육류,영등포점,1,2.0,0.0,0
2936,520,182,21.0,기타,일산점,18,2.055555556,0.324324324,18
2937,569,121,,화장품,본  점,18,1.611111111,0.172413793,16
2938,157,42,,기타,분당점,19,3.157894737,0.416666667,12
2939,395,16,,기타,대전점,25,9.0,0.186666667,14
2940,680,490,26.0,시티웨어,본  점,4,1.75,0.142857143,24
2941,15,15,,남성정장,부평점,1,1.0,0.0,0
2942,1,1,,기타,본  점,1,4.0,0.0,0
2943,1661,490,,농산물,본  점,45,4.333333333,0.246153846,5
2944,301,50,20.0,기타,본  점,9,3.333333333,0.4,28
2945,1034,528,,수산품,본  점,1,5.0,0.0,0
2946,256,178,153.0,일용잡화,잠실점,8,2.0,0.0,27
2947,135,70,,골프,분당점,1,2.0,0.0,0
2948,2149,527,,수산품,본  점,39,2.102564103,0.414634146,8
2949,79,55,116.0,시티웨어,본  점,13,1.538461538,0.4,10
2950,33,11,,시티웨어,강남점,3,2.333333333,0.0,70
2951,405,274,,수산품,본  점,8,2.5,0.5,19
2952,12636,1617,1652.0,디자이너,본  점,103,3.067961165,0.088607595,3
2953,1166,427,1197.0,디자이너,미아점,34,2.117647059,0.347222222,10
2954,3607,384,,스포츠,분당점,23,3.130434783,0.430555556,14
2955,1881,110,105.0,가공식품,동래점,26,4.115384615,0.654205607,12
2956,1668,181,433.0,캐주얼,대전점,43,2.465116279,0.443396226,8
2957,17,13,,가공식품,일산점,2,1.5,0.333333333,50
2958,327,115,,기타,잠실점,11,2.0,0.318181818,31
2959,507,216,13.0,가공식품,잠실점,10,1.4,0.428571429,33
2960,120,108,11.0,섬유잡화,잠실점,3,2.666666667,0.625,78
2961,113,53,,화장품,분당점,4,2.0,0.0,26
2962,22,21,,남성 캐주얼,센텀시티점,1,2.0,1.0,0
2963,625,138,,농산물,잠실점,26,10.30769231,0.350746269,11
2964,5524,286,267.0,디자이너,대전점,81,2.296296296,0.139784946,4
2965,2712,713,1450.0,기타,본  점,60,2.566666667,0.188311688,5
2966,3088,218,198.0,기타,본  점,51,3.333333333,0.417647059,6
2967,25,15,12.0,구두,영등포점,3,2.0,0.333333333,36
2968,93,29,,건강식품,잠실점,5,1.6,0.25,46
2969,15,15,,화장품,본  점,1,1.0,1.0,0
2970,2132,1394,,주방용품,본  점,4,4.75,0.105263158,81
2971,1269,324,126.0,기타,미아점,21,3.571428571,0.32,16
2972,501,65,,화장품,영등포점,15,1.733333333,0.192307692,22
2973,690,170,,일용잡화,부산본점,17,2.647058824,0.177777778,20
2974,1416,250,,기타,일산점,27,8.074074074,0.357798165,11
2975,71,71,,시티웨어,노원점,1,1.0,0.0,0
2976,24,13,,젓갈/반찬,본  점,2,1.5,0.0,47
2977,240,195,,가공식품,분당점,4,4.25,0.823529412,32
2978,28,35,38.0,가공식품,노원점,4,4.25,0.176470588,18
2979,201,28,46.0,축산가공,부산본점,65,5.769230769,0.069333333,5
2980,5605,300,183.0,트래디셔널,본  점,50,1.96,0.448979592,7
2981,955,224,,디자이너,잠실점,9,1.666666667,0.266666667,26
2982,572,293,,디자이너,분당점,4,1.25,0.2,70
2983,1679,1044,1698.0,명품,본  점,73,1.945205479,0.345070423,4
2984,949,59,,화장품,본  점,29,2.172413793,0.111111111,11
2985,1025,310,279.0,가공식품,부산본점,43,3.186046512,0.474452555,8
2986,128,37,,캐주얼,노원점,13,1.769230769,0.347826087,23
2987,150,84,,가공식품,본  점,8,3.0,0.041666667,35
2988,2,1,,수산품,대전점,1,2.0,1.0,0
2989,4082,176,117.0,농산물,청량리점,211,6.298578199,0.20993228,1
2990,275,51,,건강식품,분당점,14,1.642857143,0.565217391,23
2991,47,18,,캐주얼,일산점,5,1.8,0.333333333,50
2992,118,6,,기타,강남점,20,8.55,0.397660819,7
2993,319,224,,시티웨어,본  점,3,1.0,0.333333333,77
2994,53,19,,섬유잡화,본  점,3,1.666666667,0.2,106
2995,231,112,,가공식품,강남점,6,6.833333333,0.024390244,54
2996,423,146,6.0,육류,광주점,19,2.684210526,0.274509804,17
2997,2709,735,68.0,시티웨어,분당점,45,3.533333333,0.289308176,7
2998,3301,1195,1312.0,농산물,광주점,145,4.062068966,0.348047538,2
2999,1855,360,74.0,농산물,분당점,88,5.011363636,0.290249433,4
3000,2,2,,가공식품,본  점,1,2.0,1.0,0
3001,127,69,,기타,영등포점,2,1.5,1.0,98
3002,551,112,33.0,가공식품,강남점,20,4.7,0.563829787,16
3003,59,42,,악기,잠실점,2,1.0,0.5,5
3004,32,32,,화장품,부산본점,1,1.0,0.0,0
3005,399,52,8.0,농산물,강남점,31,2.483870968,0.077922078,11
3006,14,7,1.0,가공식품,잠실점,5,2.6,0.0,49
3007,543,88,,트래디셔널,잠실점,9,2.222222222,0.4,20
3008,1318,348,,기타,일산점,9,3.555555556,0.125,25
3009,6,4,,주방용품,일산점,1,4.0,0.0,0
3010,714,200,,농산물,안양점,7,4.857142857,0.294117647,41
3011,21,21,,섬유잡화,부산본점,1,1.0,0.0,0
3012,112,81,,피혁잡화,본  점,4,2.0,0.375,58
3013,544,75,,농산물,강남점,31,3.903225806,0.363636364,10
3014,2961,550,441.0,농산물,분당점,118,5.805084746,0.309489051,3
3015,21,13,,농산물,본  점,2,2.0,0.0,98
3016,3465,303,534.0,기타,광주점,84,3.238095238,0.25,4
3017,879,251,,디자이너,본  점,21,1.714285714,0.194444444,16
3018,3232,1089,47.0,가공식품,본  점,47,2.382978723,0.089285714,7
3019,568,371,,셔츠,잠실점,13,1.461538462,0.157894737,20
3020,381,89,,기타,분당점,22,7.181818182,0.417721519,15
3021,665,87,131.0,디자이너,잠실점,25,1.56,0.076923077,13
3022,1204,153,50.0,농산물,일산점,34,4.352941176,0.155405405,10
3023,119,62,,아동,부산본점,1,3.0,0.0,0
3024,17,17,,육류,잠실점,2,1.0,0.0,25
3025,1054,1100,1285.0,기타,본  점,25,2.68,0.343283582,13
3026,652,226,,건강식품,부산본점,8,1.625,0.307692308,33
3027,286,130,,남성 캐주얼,본  점,6,1.166666667,0.142857143,52
3028,18,18,,건강식품,안양점,1,1.0,1.0,0
3029,1488,1128,,대형가전,영등포점,19,1.210526316,0.391304348,17
3030,190,65,,농산물,청량리점,24,2.083333333,0.32,14
3031,2,90,121.0,명품,본  점,5,1.0,0.2,35
3032,125,51,,가공식품,본  점,11,3.545454545,0.461538462,29
