주문일시,주문번호,매출구분명,결제수단,공급가액,부가세,합계
2021-09-05,B11B00MY29,현금매출,카카오페이,"15,636 원","1,564 원","17,200 원"
2021-09-05,B11B01FPKA,현금매출,네이버페이,"18,182 원","1,818 원","20,000 원"
2021-09-05,B11B01UPM3,현금매출,상품권,"10,455 원","1,045 원","11,500 원"
2021-09-05,T11B00003XX9,현금매출,배민페이(계좌이체),"11,302 원","1,130 원","12,432 원"
2021-09-05,T11B00004DZC,현금매출,상품권,"12,182 원","1,218 원","13,400 원"
2021-09-05,T11B00008RK3,현금매출,배민페이(계좌이체),"11,636 원","1,164 원","12,800 원"
2021-09-05,T11B0000943Q,현금매출,배민페이(계좌이체),"10,909 원","1,091 원","12,000 원"
2021-09-06,T11C00004R9X,기타매출,쿠폰,455 원,45 원,500 원
2021-09-06,B11C00OHJN,카드매출,신용카드,"15,182 원","1,518 원","16,700 원"
2021-09-06,B11C00PYWK,카드매출,배민페이(카드결제),"23,364 원","2,336 원","25,700 원"
2021-09-06,B11C01IPAT,카드매출,신용카드,"17,455 원","1,745 원","19,200 원"
2021-09-06,T11C00004R9X,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-09-06,T11C00008PC4,카드매출,카카오페이,"12,727 원","1,273 원","14,000 원"
2021-09-06,B11C00FHXS,현금매출,카카오페이,"10,545 원","1,055 원","11,600 원"
2021-09-06,B11C00VH2W,현금매출,네이버페이,"25,091 원","2,509 원","27,600 원"
2021-09-06,B11C01JS5M,현금매출,카카오페이,"14,545 원","1,455 원","16,000 원"
2021-09-06,B11C01XVXD,현금매출,배민페이머니,"20,636 원","2,064 원","22,700 원"
2021-09-07,B11D01KTJ3,기타매출,네이버페이,679 원,68 원,747 원
2021-09-07,B11D028JAN,기타매출,네이버페이,91 원,9 원,100 원
2021-09-07,T11D00008DW3,기타매출,카카오페이,"9,091 원",909 원,"10,000 원"
2021-09-07,T11D00008DW3,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-07,B11D00OCMT,카드매출,신용카드,"11,909 원","1,191 원","13,100 원"
2021-09-07,B11D00VC6Q,카드매출,네이버페이,"15,636 원","1,564 원","17,200 원"
2021-09-07,B11D016V03,카드매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-09-07,B11D01A4A7,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-09-07,B11D01TM5I,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-09-07,B11D01U8TQ,카드매출,배민페이(카드결제),"22,727 원","2,273 원","25,000 원"
2021-09-07,B11D028JAN,카드매출,네이버페이,"12,273 원","1,227 원","13,500 원"
2021-09-07,T11D00008DW3,카드매출,카카오페이,455 원,45 원,500 원
2021-09-07,B11D0199G2,현금매출,네이버페이,"10,455 원","1,045 원","11,500 원"
2021-09-07,B11D01KTJ3,현금매출,네이버페이,"10,321 원","1,032 원","11,353 원"
2021-09-08,B11E00OVDI,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-09-08,B11E01ASUM,카드매출,네이버페이,"6,818 원",682 원,"7,500 원"
2021-09-08,B11E01ASUM,현금매출,네이버페이,"4,455 원",445 원,"4,900 원"
2021-09-08,T11E00003PQI,현금매출,네이버페이,"25,455 원","2,545 원","28,000 원"
2021-09-08,T11E00007Y22,현금매출,상품권,"12,182 원","1,218 원","13,400 원"
2021-09-09,B11F00U14X,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-09-09,B11F0235TO,기타매출,휴대폰,"13,418 원","1,342 원","14,760 원"
2021-09-09,T11F000070OA,기타매출,카카오페이,"1,364 원",136 원,"1,500 원"
2021-09-09,B11F00JVQ1,카드매출,배민페이(카드결제),"14,545 원","1,455 원","16,000 원"
2021-09-09,B11F00X2KC,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-09-09,B11F014DMX,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-09-09,B11F01X1L9,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-09-09,B11F01XVZL,카드매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-09-09,B11F0247X6,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-09-09,B11F024NZK,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-09-09,B11F024TPM,카드매출,신용카드,"15,182 원","1,518 원","16,700 원"
2021-09-09,B11F00U14X,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-09-09,B11F00X4W9,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-09-09,B11F014XHU,현금매출,배민페이머니,"35,455 원","3,545 원","39,000 원"
2021-09-09,B11F01XTLC,현금매출,카카오페이,"16,091 원","1,609 원","17,700 원"
2021-09-09,T11F000070OA,현금매출,카카오페이,"9,545 원",955 원,"10,500 원"
2021-09-10,B11G00SBZR,기타매출,L.POINT,"15,727 원","1,573 원","17,300 원"
2021-09-10,B11G00W6FO,기타매출,회원포인트,"1,091 원",109 원,"1,200 원"
2021-09-10,T11G000030CL,기타매출,카카오페이,"1,364 원",136 원,"1,500 원"
2021-09-10,T11G00003E37,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-10,B11G00OY0I,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-09-10,B11G00W6FO,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-09-10,B11G00YRI4,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-09-10,B11G02EP5P,카드매출,네이버페이,"19,273 원","1,927 원","21,200 원"
2021-09-10,T11G000030CL,카드매출,카카오페이,"14,000 원","1,400 원","15,400 원"
2021-09-10,T11G00006MQY,카드매출,신용카드,"11,727 원","1,173 원","12,900 원"
2021-09-10,B11G00I7DB,현금매출,배민페이(계좌이체),"10,545 원","1,055 원","11,600 원"
2021-09-10,B11G00M94R,현금매출,토스,"12,273 원","1,227 원","13,500 원"
2021-09-10,B11G00V1PF,현금매출,배민페이(계좌이체),"14,636 원","1,464 원","16,100 원"
2021-09-10,B11G01Q4VB,현금매출,배민페이머니,"13,636 원","1,364 원","15,000 원"
2021-09-10,B11G02CGYL,현금매출,카카오페이,"15,636 원","1,564 원","17,200 원"
2021-09-10,T11G00003E37,현금매출,배민페이머니,"9,545 원",955 원,"10,500 원"
2021-09-10,T11G00003HU3,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-09-10,T11G00008Y9Z,현금매출,토스,"18,000 원","1,800 원","19,800 원"
2021-09-11,T11H00005MD0,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-11,T11H0000AFK1,기타매출,쿠폰,"2,727 원",273 원,"3,000 원"
2021-09-11,B11H01C1E6,카드매출,카카오페이,"13,182 원","1,318 원","14,500 원"
2021-09-11,B11H01L0YY,카드매출,신용카드,"19,636 원","1,964 원","21,600 원"
2021-09-11,B11H022XIR,카드매출,신용카드,"5,909 원",591 원,"6,500 원"
2021-09-11,B11H0280D4,카드매출,신용카드,"15,545 원","1,555 원","17,100 원"
2021-09-11,T11H000044OV,카드매출,네이버페이,"19,000 원","1,900 원","20,900 원"
2021-09-11,T11H00005J5F,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-09-11,T11H00007KQB,카드매출,네이버페이,"11,364 원","1,136 원","12,500 원"
2021-09-11,T11H0000AFK1,카드매출,카카오페이,"22,727 원","2,273 원","25,000 원"
2021-09-11,B11H014E8G,현금매출,배민페이머니,"12,727 원","1,273 원","14,000 원"
2021-09-11,B11H023XYB,현금매출,카카오페이,"15,545 원","1,555 원","17,100 원"
2021-09-11,B11H02NNJ6,현금매출,카카오페이,"17,909 원","1,791 원","19,700 원"
2021-09-11,T11H00005MD0,현금매출,배민페이머니,"12,273 원","1,227 원","13,500 원"
2021-09-12,B11I019W28,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-09-12,B11I01OK8G,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-09-12,B11I01RW16,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-09-12,B11I02NMTJ,기타매출,휴대폰,"17,091 원","1,709 원","18,800 원"
2021-09-12,T11I000041P8,기타매출,휴대폰,"14,091 원","1,409 원","15,500 원"
2021-09-12,B11I00WVF6,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-09-12,B11I01OK8G,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-09-12,B11I01QOKG,카드매출,신용카드,"13,818 원","1,382 원","15,200 원"
2021-09-12,B11I01VWXH,카드매출,배민페이(카드결제),"10,545 원","1,055 원","11,600 원"
2021-09-12,B11I028G65,카드매출,신용카드,"15,182 원","1,518 원","16,700 원"
2021-09-12,B11I02NHK5,카드매출,신용카드,"13,909 원","1,391 원","15,300 원"
2021-09-12,T11I000038BU,카드매출,신용카드,"12,545 원","1,255 원","13,800 원"
2021-09-12,T11I00005QQ3,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-09-12,T11I00006VPV,카드매출,만나서결제-카드,"14,455 원","1,445 원","15,900 원"
2021-09-12,B11I019W28,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-09-12,B11I01RW16,현금매출,네이버페이,"9,645 원",965 원,"10,610 원"
2021-09-12,B11I021Y8N,현금매출,네이버페이,"24,091 원","2,409 원","26,500 원"
2021-09-12,B11I023FBF,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-09-12,B11I02F1MZ,현금매출,배민페이(계좌이체),"12,364 원","1,236 원","13,600 원"
2021-09-13,B11J00FOFX,카드매출,배민페이(카드결제),"17,636 원","1,764 원","19,400 원"
2021-09-13,B11J00HXSN,카드매출,신용카드,"41,091 원","4,109 원","45,200 원"
2021-09-13,B11J01UPFX,카드매출,신용카드,"14,272 원","1,427 원","15,699 원"
2021-09-13,B11J01VMQG,카드매출,배민페이(카드결제),"14,273 원","1,427 원","15,700 원"
2021-09-13,T11J00002X50,카드매출,신용카드,"20,364 원","2,036 원","22,400 원"
2021-09-13,T11J00006FCM,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-09-13,T11J00006XHG,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-09-13,B11J00YWBN,현금매출,배민페이머니,"23,636 원","2,364 원","26,000 원"
2021-09-13,B11J01ZLXG,현금매출,배민페이(계좌이체),"14,873 원","1,487 원","16,360 원"
2021-09-14,T11K0000A1EM,기타매출,쿠폰,455 원,45 원,500 원
2021-09-14,B11K01YSVI,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-09-14,T11K00009U3M,카드매출,신용카드,"16,818 원","1,682 원","18,500 원"
2021-09-14,T11K00009VDG,카드매출,신용카드,"14,091 원","1,409 원","15,500 원"
2021-09-14,T11K0000CONN,카드매출,신용카드,"14,545 원","1,455 원","16,000 원"
2021-09-14,T11K0000GMHT,카드매출,신용카드,"11,273 원","1,127 원","12,400 원"
2021-09-14,B11K020RS6,현금매출,네이버페이,"17,909 원","1,791 원","19,700 원"
2021-09-14,B11K025ZSW,현금매출,카카오페이,"29,091 원","2,909 원","32,000 원"
2021-09-14,T11K0000A1EM,현금매출,카카오페이,"12,182 원","1,218 원","13,400 원"
2021-09-15,B11L01ZNQX,기타매출,네이버페이,"4,331 원",433 원,"4,764 원"
2021-09-15,T11L00003IBB,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-15,T11L00007CFG,기타매출,쿠폰,455 원,45 원,500 원
2021-09-15,B11L00TMOW,카드매출,신용카드,"11,455 원","1,145 원","12,600 원"
2021-09-15,B11L01G3FR,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-09-15,B11L01JPU2,카드매출,카카오페이,"11,000 원","1,100 원","12,100 원"
2021-09-15,B11L01TK9C,카드매출,신용카드,"14,545 원","1,455 원","16,000 원"
2021-09-15,B11L01ZNQX,카드매출,네이버페이,"6,942 원",694 원,"7,636 원"
2021-09-15,T11L00003IBB,카드매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-09-15,T11L00003PWB,카드매출,신용카드,"16,364 원","1,636 원","18,000 원"
2021-09-15,T11L00006CT8,카드매출,네이버페이,"11,364 원","1,136 원","12,500 원"
2021-09-15,T11L00007PO8,카드매출,배민페이(카드결제),"14,909 원","1,491 원","16,400 원"
2021-09-15,B11L01RVPZ,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-09-15,B11L01UENF,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-09-15,B11L0238HQ,현금매출,배민페이머니,"10,909 원","1,091 원","12,000 원"
2021-09-15,T11L00007CFG,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-09-16,B11M025BRR,기타매출,회원포인트,273 원,27 원,300 원
2021-09-16,T11M00006OFA,기타매출,쿠폰,455 원,45 원,500 원
2021-09-16,T11M00009QS0,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-16,T11M0000A1YZ,기타매출,쿠폰,455 원,45 원,500 원
2021-09-16,B11M00QK07,카드매출,배민페이(카드결제),"17,909 원","1,791 원","19,700 원"
2021-09-16,B11M00X4OX,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-09-16,B11M0125V0,카드매출,신용카드,"13,273 원","1,327 원","14,600 원"
2021-09-16,B11M023Y9L,카드매출,신용카드,"10,636 원","1,064 원","11,700 원"
2021-09-16,B11M026L90,카드매출,네이버페이,"15,273 원","1,527 원","16,800 원"
2021-09-16,T11M000049FC,카드매출,신용카드,"17,727 원","1,773 원","19,500 원"
2021-09-16,T11M000065NO,카드매출,배민페이(카드결제),"11,818 원","1,182 원","13,000 원"
2021-09-16,T11M0000A1YZ,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-09-16,B11M025BRR,현금매출,배민페이(계좌이체),"11,636 원","1,164 원","12,800 원"
2021-09-16,T11M00006OFA,현금매출,카카오페이,"11,182 원","1,118 원","12,300 원"
2021-09-16,T11M00009QS0,현금매출,카카오페이,"19,455 원","1,945 원","21,400 원"
2021-09-17,T11N00003MX2,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-17,T11N00005P9O,기타매출,쿠폰,455 원,45 원,500 원
2021-09-17,T11N0000A9AB,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-17,B11N00X2GX,카드매출,네이버페이,"17,091 원","1,709 원","18,800 원"
2021-09-17,B11N025OVK,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-09-17,T11N00003K07,카드매출,신용카드,"30,000 원","3,000 원","33,000 원"
2021-09-17,T11N00003MX2,카드매출,네이버페이,"10,455 원","1,045 원","11,500 원"
2021-09-17,T11N00003QTM,카드매출,신용카드,"15,727 원","1,573 원","17,300 원"
2021-09-17,T11N00005P9O,카드매출,신용카드,"17,273 원","1,727 원","19,000 원"
2021-09-17,T11N0000A9AB,카드매출,신용카드,"10,818 원","1,082 원","11,900 원"
2021-09-18,B11O02EHNO,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-09-18,T11O00004PQT,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-18,B11O00P99N,카드매출,신용카드,"12,727 원","1,273 원","14,000 원"
2021-09-18,B11O0298V2,카드매출,네이버페이,"17,455 원","1,745 원","19,200 원"
2021-09-18,B11O02BO4N,카드매출,신용카드,"17,000 원","1,700 원","18,700 원"
2021-09-18,B11O02CZLB,카드매출,신용카드,"16,091 원","1,609 원","17,700 원"
2021-09-18,B11O02EHNO,카드매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-09-18,T11O00003JKD,카드매출,신용카드,"17,182 원","1,718 원","18,900 원"
2021-09-18,T11O000051TB,카드매출,신용카드,"12,091 원","1,209 원","13,300 원"
2021-09-18,T11O00005PRW,카드매출,신용카드,"15,364 원","1,536 원","16,900 원"
2021-09-18,T11O0000669L,카드매출,배민페이(카드결제),"19,545 원","1,955 원","21,500 원"
2021-09-18,B11O00RC5B,현금매출,카카오페이,"18,273 원","1,827 원","20,100 원"
2021-09-18,B11O00SQB0,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-09-18,B11O01EU9U,현금매출,네이버페이,"17,909 원","1,791 원","19,700 원"
2021-09-18,T11O00004PQT,현금매출,카카오페이,"9,545 원",955 원,"10,500 원"
2021-09-19,B11P022TLB,카드매출,배민페이(카드결제),"10,136 원","1,014 원","11,150 원"
2021-09-19,B11P01M102,현금매출,배민페이머니,"11,364 원","1,136 원","12,500 원"
2021-09-19,B11P01VC0U,현금매출,네이버페이,"12,727 원","1,273 원","14,000 원"
2021-09-19,B11P0220PK,현금매출,배민페이머니,"12,273 원","1,227 원","13,500 원"
2021-09-19,T11P00005YQ3,현금매출,배민페이(계좌이체),"11,000 원","1,100 원","12,100 원"
2021-09-22,B11S01FYH5,기타매출,회원포인트,355 원,36 원,391 원
2021-09-22,T11S00003ZO5,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-22,B11S017QQ8,카드매출,신용카드,"13,636 원","1,364 원","15,000 원"
2021-09-22,B11S017UW9,카드매출,신용카드,"11,091 원","1,109 원","12,200 원"
2021-09-22,B11S0198DJ,카드매출,배민페이(카드결제),"17,000 원","1,700 원","18,700 원"
2021-09-22,B11S01FYH5,카드매출,배민페이(카드결제),"12,008 원","1,201 원","13,209 원"
2021-09-22,B11S02EV6H,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-09-22,B11S02FPSX,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-09-22,T11S00003IFX,카드매출,신용카드,"11,455 원","1,145 원","12,600 원"
2021-09-22,T11S00003ZO5,카드매출,신용카드,"18,000 원","1,800 원","19,800 원"
2021-09-22,T11S000049W1,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-09-22,T11S00009QC2,카드매출,신용카드,"14,364 원","1,436 원","15,800 원"
2021-09-22,T11S0000AD49,카드매출,카카오페이,"16,818 원","1,682 원","18,500 원"
2021-09-22,B11S00TE1F,현금매출,카카오페이,"6,364 원",636 원,"7,000 원"
2021-09-22,B11S00TE1F,현금매출,상품권,"4,545 원",455 원,"5,000 원"
2021-09-22,B11S0101AX,현금매출,배민페이머니,"7,364 원",736 원,"8,100 원"
2021-09-22,B11S013L09,현금매출,카카오페이,"11,455 원","1,145 원","12,600 원"
2021-09-22,B11S023FUK,현금매출,배민페이머니,"14,091 원","1,409 원","15,500 원"
2021-09-23,T11T00004JT2,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-23,T11T0000700K,기타매출,쿠폰,455 원,45 원,500 원
2021-09-23,B11T01IHVI,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-09-23,B11T01SM6R,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-09-23,T11T00004JT2,카드매출,네이버페이,"13,000 원","1,300 원","14,300 원"
2021-09-23,T11T000055A8,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-09-23,T11T00005AM7,카드매출,신용카드,"12,545 원","1,255 원","13,800 원"
2021-09-23,T11T00006PE1,카드매출,네이버페이,"14,364 원","1,436 원","15,800 원"
2021-09-23,T11T00007BS3,카드매출,신용카드,"14,545 원","1,455 원","16,000 원"
2021-09-23,T11T00004DFX,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-09-23,T11T0000700K,현금매출,카카오페이,"11,273 원","1,127 원","12,400 원"
2021-09-23,T11T00008P81,현금매출,배민페이(계좌이체),"21,273 원","2,127 원","23,400 원"
2021-09-24,T11U00008QW9,기타매출,쿠폰,"3,182 원",318 원,"3,500 원"
2021-09-24,B11U00LX4B,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-09-24,B11U00YC9S,카드매출,배민페이(카드결제),"20,182 원","2,018 원","22,200 원"
2021-09-24,B11U012UR9,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-09-24,B11U01U6A8,카드매출,신용카드,"17,636 원","1,764 원","19,400 원"
2021-09-24,T11U00008QW9,카드매출,신용카드,"11,182 원","1,118 원","12,300 원"
2021-09-24,B11U00O43L,현금매출,카카오페이,"15,182 원","1,518 원","16,700 원"
2021-09-24,B11U00RJ8U,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-09-25,B11V0183QG,기타매출,회원포인트,169 원,17 원,186 원
2021-09-25,T11V00007XVS,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-25,T11V0000A4DU,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-25,T11V0000A4DU,기타매출,회원포인트,455 원,45 원,500 원
2021-09-25,T11V0000B5WB,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-25,B11V011HHP,카드매출,배민페이(카드결제),"15,727 원","1,573 원","17,300 원"
2021-09-25,B11V014XP6,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-09-25,B11V0183QG,카드매출,배민페이(카드결제),"23,285 원","2,329 원","25,614 원"
2021-09-25,B11V02G5UK,카드매출,신용카드,"14,909 원","1,491 원","16,400 원"
2021-09-25,B11V02IDDR,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-09-25,T11V00004MZN,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-09-25,T11V00007M72,카드매출,신용카드,"14,909 원","1,491 원","16,400 원"
2021-09-25,T11V00007XVS,카드매출,배민페이(카드결제),"9,545 원",955 원,"10,500 원"
2021-09-25,T11V0000A4DU,카드매출,배민페이(카드결제),"13,636 원","1,364 원","15,000 원"
2021-09-25,T11V0000B5WB,카드매출,신용카드,"10,364 원","1,036 원","11,400 원"
2021-09-25,B11V00UVLM,현금매출,카카오페이,"14,727 원","1,473 원","16,200 원"
2021-09-25,B11V017KDK,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-09-25,T11V00009UJ8,현금매출,배민페이머니,"13,636 원","1,364 원","15,000 원"
2021-09-25,T11V0000B5WB,현금매출,상품권,909 원,91 원,"1,000 원"
2021-09-26,B11W01WKDJ,기타매출,휴대폰,"7,445 원",745 원,"8,190 원"
2021-09-26,T11W0000462I,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-26,T11W00005171,기타매출,휴대폰,"11,455 원","1,145 원","12,600 원"
2021-09-26,T11W0000549U,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-26,T11W0000674G,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-26,T11W00006VGG,기타매출,네이버페이,"1,818 원",182 원,"2,000 원"
2021-09-26,T11W00006VGG,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-26,T11W0000BMZD,기타매출,쿠폰,455 원,45 원,500 원
2021-09-26,B11W00RTHI,카드매출,신용카드,"14,091 원","1,409 원","15,500 원"
2021-09-26,B11W017V5E,카드매출,카카오페이,"14,273 원","1,427 원","15,700 원"
2021-09-26,B11W0187ZJ,카드매출,배민페이(카드결제),"12,818 원","1,282 원","14,100 원"
2021-09-26,B11W01E06F,카드매출,배민페이(카드결제),"12,636 원","1,264 원","13,900 원"
2021-09-26,B11W026MTY,카드매출,신용카드,"11,909 원","1,191 원","13,100 원"
2021-09-26,B11W02JNMR,카드매출,배민페이(카드결제),"11,818 원","1,182 원","13,000 원"
2021-09-26,T11W00003O21,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-09-26,T11W0000462I,카드매출,배민페이(카드결제),"14,000 원","1,400 원","15,400 원"
2021-09-26,T11W0000549U,카드매출,네이버페이,"11,818 원","1,182 원","13,000 원"
2021-09-26,T11W0000674G,카드매출,네이버페이,"10,364 원","1,036 원","11,400 원"
2021-09-26,T11W0000692W,카드매출,배민페이(카드결제),"37,364 원","3,736 원","41,100 원"
2021-09-26,T11W00006VGG,카드매출,네이버페이,"14,909 원","1,491 원","16,400 원"
2021-09-26,T11W0000BMZD,카드매출,네이버페이,"11,636 원","1,164 원","12,800 원"
2021-09-26,B11W01KARH,현금매출,카카오페이,"11,000 원","1,100 원","12,100 원"
2021-09-26,B11W02DADQ,현금매출,배민페이머니,"18,818 원","1,882 원","20,700 원"
2021-09-26,T11W000039CZ,현금매출,배민페이머니,"11,818 원","1,182 원","13,000 원"
2021-09-26,T11W0000BZII,현금매출,배민페이(계좌이체),"16,273 원","1,627 원","17,900 원"
2021-09-27,B11X017OTS,기타매출,회원포인트,455 원,45 원,500 원
2021-09-27,B11X01RTS4,기타매출,네이버페이,781 원,78 원,859 원
2021-09-27,T11X00008011,기타매출,쿠폰,455 원,45 원,500 원
2021-09-27,B11X00FJTL,카드매출,배민페이(카드결제),"14,636 원","1,464 원","16,100 원"
2021-09-27,B11X00GY30,카드매출,신용카드,"11,000 원","1,100 원","12,100 원"
2021-09-27,B11X017OTS,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-09-27,B11X01YMN1,카드매출,배민페이(카드결제),"13,091 원","1,309 원","14,400 원"
2021-09-27,T11X00002GL3,카드매출,카카오페이,"22,727 원","2,273 원","25,000 원"
2021-09-27,T11X00007SGI,카드매출,신용카드,"17,091 원","1,709 원","18,800 원"
2021-09-27,B11X01L30N,현금매출,네이버페이,"13,545 원","1,355 원","14,900 원"
2021-09-27,B11X01RTS4,현금매출,네이버페이,"13,037 원","1,304 원","14,341 원"
2021-09-27,B11X01WG92,현금매출,토스,"10,818 원","1,082 원","11,900 원"
2021-09-27,B11X01WSIP,현금매출,배민페이머니,"21,818 원","2,182 원","24,000 원"
2021-09-27,B11X01XFZ4,현금매출,네이버페이,"14,182 원","1,418 원","15,600 원"
2021-09-27,B11X01XQO4,현금매출,네이버페이,"10,455 원","1,045 원","11,500 원"
2021-09-27,B11X01XS7T,현금매출,토스,"10,545 원","1,055 원","11,600 원"
2021-09-27,T11X00008011,현금매출,배민페이머니,"12,273 원","1,227 원","13,500 원"
2021-09-28,T11Y0000BBF0,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-28,B11Y00J9TM,카드매출,신용카드,"20,545 원","2,055 원","22,600 원"
2021-09-28,B11Y022KVA,카드매출,신용카드,"13,818 원","1,382 원","15,200 원"
2021-09-28,T11Y00007165,카드매출,신용카드,"11,909 원","1,191 원","13,100 원"
2021-09-28,T11Y00007FF1,카드매출,만나서결제-카드,"17,273 원","1,727 원","19,000 원"
2021-09-28,T11Y0000BBF0,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-09-28,T11Y0000D2JV,카드매출,신용카드,"18,545 원","1,855 원","20,400 원"
2021-09-28,B11Y01CMNB,현금매출,네이버페이,"14,909 원","1,491 원","16,400 원"
2021-09-29,T11Z0000455N,기타매출,쿠폰,455 원,45 원,500 원
2021-09-29,B11Z00Q5ME,카드매출,신용카드,"18,455 원","1,845 원","20,300 원"
2021-09-29,B11Z01YTVS,카드매출,배민페이(카드결제),"20,455 원","2,045 원","22,500 원"
2021-09-29,T11Z0000455N,카드매출,배민페이(카드결제),"10,545 원","1,055 원","11,600 원"
2021-09-29,B11Z00QIU5,현금매출,토스,"16,091 원","1,609 원","17,700 원"
2021-09-29,B11Z00UIR7,현금매출,배민페이머니,"16,636 원","1,664 원","18,300 원"
2021-09-29,B11Z019WTQ,현금매출,배민페이머니,"11,364 원","1,136 원","12,500 원"
2021-09-30,T12000002VFQ,기타매출,쿠폰,455 원,45 원,500 원
2021-09-30,B12000NOGM,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-09-30,B12000TU0P,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-09-30,B120022Y0F,카드매출,신용카드,"3,182 원",318 원,"3,500 원"
