회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
1580,7342150,1750000,,일용잡화,분당점,9,5.111111111,0.217391304,27,1
1582,575828400,180000000,580000.0,기타,영등포점,14,2.0,0.571428571,11,0
1584,167101000,27654000,,화장품,부산본점,11,1.0,0.0,30,0
1585,4159750,1800000,,가공식품,본  점,1,7.0,0.0,0,1
1586,95293050,9990000,4139000.0,기타,분당점,29,3.344827586,0.371134021,11,0
1587,296781290,24772000,14216400.0,기타,본  점,51,3.31372549,0.443786982,7,0
1588,57518320,23100000,,농산물,본  점,10,5.0,0.3,18,0
1590,4066620,4800000,4800000.0,가공식품,본  점,7,3.142857143,0.318181818,41,1
1591,69903480,21125000,10395540.0,시티웨어,분당점,8,2.0,0.375,41,0
1593,123478450,37050000,,기타,일산점,8,3.5,0.178571429,40,1
1595,228000,30000,,가공식품,잠실점,1,20.0,0.0,0,0
1599,291660,80300,,농산물,본  점,1,9.0,0.0,0,0
1600,174889230,24075000,400000.0,스포츠,일산점,30,2.4,0.236111111,11,1
1601,244187060,38514000,42512000.0,농산물,영등포점,98,2.285714286,0.308035714,3,0
1603,74305600,44000000,44000000.0,디자이너,영등포점,9,1.0,0.0,34,0
1604,9601280,3158400,,가공식품,본  점,14,3.428571429,0.416666667,23,0
1606,74794500,18742500,,일용잡화,본  점,13,2.153846154,0.821428571,20,1
1607,235579800,16050000,19901000.0,기타,본  점,27,4.0,0.444444444,12,0
1608,2126000,1876000,,화장품,일산점,2,1.0,0.0,22,0
1610,13757250,6440000,,건강식품,본  점,6,1.333333333,0.25,50,1
1611,20096000,11000000,,남성정장,영등포점,2,1.0,0.0,84,1
1612,31794120,8250000,,기타,분당점,19,2.894736842,0.163636364,15,1
1613,199420520,39330000,53711200.0,아동,영등포점,22,4.090909091,0.222222222,15,0
1617,115026690,47385000,,수산품,본  점,13,2.615384615,0.411764706,24,0
1618,96221200,13000000,,골프,부산본점,44,1.204545455,0.509433962,8,1
1619,2377400,299000,,농산물,노원점,20,3.3,0.272727273,9,0
1622,114789800,21625000,14933000.0,캐주얼,인천점,23,3.043478261,0.428571429,5,1
1623,110731400,10680000,5560000.0,농산물,부산본점,40,2.875,0.426086957,8,0
1626,1715219490,706629000,11423000.0,가공식품,본  점,162,2.425925926,0.371501272,2,0
1627,111545700,12549600,,농산물,광주점,47,3.553191489,0.365269461,7,0
1628,319000,225000,,기타,대전점,1,3.0,0.0,0,1
1629,74558240,19008000,,기타,잠실점,34,2.529411765,0.220930233,9,0
1630,166591290,12720000,,기타,본  점,59,2.796610169,0.157575758,5,0
1631,124792470,50000000,,가공식품,본  점,45,3.133333333,0.276595745,6,0
1633,750000,750000,,섬유잡화,분당점,1,1.0,0.0,0,0
1635,115942200,23166000,23540000.0,기타,강남점,25,2.92,0.273972603,12,0
1636,52718200,27456000,7744000.0,시티웨어,분당점,8,1.875,0.133333333,33,0
1639,126094650,34157500,111454750.0,가공식품,잠실점,58,2.103448276,0.360655738,5,1
1640,3133200,2194200,,젓갈/반찬,본  점,2,3.5,0.0,5,1
1643,15704000,12805000,,시티웨어,잠실점,2,1.0,1.0,0,0
1644,116480,99840,,육류,잠실점,1,2.0,1.0,0,1
1645,341414450,163200000,5336000.0,기타,본  점,34,3.235294118,0.581818182,10,0
1646,107124000,69740000,,아동,부산본점,5,1.4,0.571428571,57,1
1648,65855130,13180000,11214000.0,기타,미아점,20,2.4,0.208333333,15,0
1649,194500,193250,,육류,부산본점,1,2.0,0.0,0,1
1650,12283200,7429000,,기타,본  점,4,1.5,0.0,65,1
1651,7050000,3375000,,섬유잡화,안양점,3,2.0,0.0,56,0
1652,9064850,1320000,,가공식품,본  점,31,2.741935484,0.188235294,9,1
1653,3200500,1728000,,가공식품,본  점,4,2.0,0.5,85,1
1656,6191430,3912000,,기타,잠실점,5,2.2,0.0,28,0
1657,598402790,265650000,153190000.0,기타,청량리점,81,5.679012346,0.267391304,4,1
1658,50659450,4800000,2150000.0,기타,본  점,43,4.23255814,0.32967033,7,0
1660,462000,462000,,주방가전,본  점,1,1.0,0.0,0,1
1661,8142000,7250000,,남성 캐주얼,부산본점,2,2.0,0.5,0,1
1662,31500,21000,,가공식품,센텀시티점,1,3.0,0.0,0,1
1663,52035990,34650000,,스포츠,강남점,6,3.666666667,0.136363636,44,0
1664,49296150,11700000,,화장품,일산점,13,1.846153846,0.416666667,26,0
1668,111924320,15200000,,명품,본  점,29,2.068965517,0.25,11,0
1670,5320000,5320000,,화장품,일산점,1,1.0,0.0,0,0
1671,6399400,2360000,,수산품,본  점,2,3.5,0.428571429,48,1
1672,128760,118030,,농산물,본  점,1,2.0,0.0,0,1
1675,149863620,44212000,38140600.0,명품,본  점,37,2.0,0.310810811,9,1
1676,512768300,109112000,38732000.0,캐주얼,광주점,20,4.65,0.913978495,15,0
1678,68000,20000,,가공식품,노원점,1,6.0,0.0,0,0
1680,24963200,6688000,6050000.0,일용잡화,부산본점,16,3.1875,0.568627451,20,0
1681,88579470,11496000,,가공식품,본  점,118,3.881355932,0.262008734,3,1
1682,211655320,52704000,45770000.0,대형가전,일산점,24,1.833333333,0.227272727,14,0
1683,93588000,10542000,1008000.0,기타,영등포점,32,1.90625,0.049180328,10,0
1684,390000,1000000,1050000.0,기타,분당점,2,3.0,0.333333333,1,0
1686,6548000,3936000,,건강식품,영등포점,2,1.5,0.666666667,59,1
1689,57889450,8650000,3200000.0,가공식품,본  점,25,2.72,0.117647059,13,0
1690,111943450,12400000,,기타,강남점,27,4.074074074,0.345454545,11,1
1691,5270000,5270000,,디자이너,본  점,1,1.0,0.0,0,1
1692,763750,130000,,가공식품,본  점,5,5.0,0.12,47,0
1693,60000,60000,,가공식품,광주점,1,1.0,1.0,0,0
1695,152374200,16500000,,골프,본  점,18,1.722222222,0.096774194,19,0
1696,448639720,64320000,16808000.0,주방용품,본  점,34,3.088235294,0.447619048,10,0
1697,10893000,6624000,,아동,강남점,2,1.5,0.666666667,71,1
1699,994110,680000,1343000.0,기타,노원점,5,3.4,0.941176471,15,0
1700,249378480,56584000,,농산물,광주점,20,5.1,0.411764706,17,0
1701,200807350,19630000,,농산물,분당점,128,5.5625,0.262640449,2,0
1702,354200,129800,,기타,분당점,2,4.5,0.222222222,10,1
1704,6233450,1632000,,가공식품,잠실점,6,4.5,1.0,37,1
1705,3050000,1680000,,모피/피혁,강남점,1,3.0,0.0,0,0
1707,28492200,8690000,1475000.0,캐주얼,본  점,10,2.8,0.285714286,28,1
1709,169395040,28750000,8913700.0,농산물,부평점,49,4.020408163,0.14213198,7,0
1710,10590000,3250000,,일용잡화,부산본점,5,2.0,0.0,55,0
1711,1540000,1540000,,가구,잠실점,1,1.0,0.0,0,0
1712,4578000,3948000,,통신/컴퓨터,잠실점,2,1.0,0.5,0,1
1714,723000,418000,,명품,본  점,2,1.0,0.5,1,1
1715,2654140,22827500,26607500.0,화장품,대전점,6,1.333333333,0.125,19,1
1717,205030100,64800000,28490800.0,기타,본  점,59,2.491525424,0.285714286,6,0
1719,6328050,5760000,,가공식품,대전점,2,5.0,1.0,91,0
1720,122324150,15840000,202440.0,화장품,본  점,31,1.322580645,0.317073171,10,0
1721,14060000,10200000,,구두,관악점,2,1.5,0.0,87,0
1722,127335470,16000000,8025600.0,농산물,본  점,94,3.425531915,0.335403727,3,0
1724,52453940,14490000,34235000.0,시티웨어,영등포점,28,2.214285714,0.193548387,11,0
1725,14623000,5980000,8990000.0,디자이너,본  점,12,1.583333333,0.368421053,19,0
1727,86119200,45210000,,일용잡화,잠실점,7,1.428571429,0.3,47,1
1728,59797000,57200000,118855800.0,디자이너,본  점,27,1.407407407,0.131578947,11,0
1729,70058360,18936000,,농산물,분당점,46,9.086956522,0.064593301,7,0
1730,240500,36000,,가공식품,분당점,19,1.368421053,0.230769231,17,1
1732,105133200,16566000,,농산물,분당점,25,9.4,0.774468085,13,0
1734,63458000,19500000,,화장품,잠실점,9,1.222222222,0.363636364,34,0
1735,1646210,1449000,,가공식품,분당점,2,3.0,0.666666667,40,0
1736,490133230,124388600,1528600.0,가공식품,분당점,31,6.935483871,0.562790698,11,0
1737,91629440,17600000,,기타,본  점,24,2.541666667,0.049180328,13,0
1738,58942550,12980000,5880000.0,기타,동래점,29,2.034482759,0.101694915,12,0
1739,118026900,11525000,6200000.0,화장품,잠실점,32,1.5625,0.1,10,0
1740,178644910,40500000,3275000.0,가공식품,잠실점,23,2.391304348,0.272727273,13,1
1743,57624870,14954600,,기타,분당점,16,4.6875,0.28,21,0
1745,3707500,1725000,,수산품,본  점,1,4.0,1.0,0,1
1746,20484860,4800000,1030000.0,기타,강남점,34,3.058823529,0.346153846,9,0
1747,270788890,35300000,,농산물,본  점,38,4.289473684,0.073619632,9,0
1748,24691000,11753000,,기타,본  점,6,2.0,0.25,45,0
1750,2786100,2012500,,피혁잡화,강남점,3,2.333333333,0.857142857,3,0
1753,72135650,15975000,,시티웨어,동래점,6,4.5,0.185185185,32,1
1754,72962330,19410000,5728000.0,가공식품,본  점,32,2.5,0.8,10,0
1757,167200,77400,,가공식품,잠실점,2,3.0,0.5,6,0
1760,5655200,1890000,,화장품,부평점,4,1.5,0.333333333,53,1
1762,98922000,27784000,24631200.0,가공식품,본  점,24,3.375,0.172839506,12,0
1764,115345100,10000000,,가공식품,일산점,82,2.804878049,0.108695652,4,0
1765,2075750,990000,,젓갈/반찬,본  점,5,2.2,0.454545455,42,1
1766,80652540,10432800,,농산물,영등포점,18,2.388888889,0.465116279,18,1
1768,50150700,17712000,7409000.0,캐주얼,동래점,15,2.266666667,0.794117647,11,1
1770,26855000,8950000,3975000.0,시티웨어,본  점,6,2.666666667,0.1875,35,0
1771,177535000,85400000,127642800.0,시티웨어,분당점,47,1.829787234,0.255813953,7,0
1772,42747140,6720000,,기타,잠실점,28,2.25,0.222222222,12,0
1773,4830000,3080000,,셔츠,본  점,1,2.0,0.0,0,1
1774,70262290,9520000,3515200.0,화장품,분당점,32,1.9375,0.322580645,11,0
1777,101313640,11800000,,기타,본  점,17,5.941176471,0.01980198,18,0
1778,3305490,1380000,,육류,본  점,5,1.8,0.444444444,63,0
1780,47194260,4875000,,농산물,잠실점,66,4.015151515,0.298113208,5,0
1781,160684240,30774000,7692200.0,일용잡화,일산점,38,1.868421053,0.450704225,9,0
1782,850000,850000,,남성 캐주얼,본  점,1,1.0,0.0,0,1
1783,443486300,58044000,,화장품,본  점,22,1.454545455,0.53125,16,0
1786,162880180,22575000,567000.0,화장품,영등포점,13,3.615384615,0.553191489,26,1
1787,42655000,12415000,,가공식품,잠실점,7,2.571428571,0.277777778,33,0
1788,52500,15000,,가공식품,영등포점,1,6.0,1.0,0,1
1789,1165929480,96984000,76554480.0,화장품,광주점,144,1.9375,0.362007168,2,0
1791,624000,540000,,차/커피,본  점,2,1.5,0.0,8,1
1792,4980000,3000000,,화장품,일산점,2,1.0,0.0,26,0
1793,200153000,44160000,,기타,본  점,11,3.545454545,0.358974359,22,0
1794,750000,750000,,남성 캐주얼,본  점,1,1.0,0.0,0,1
1795,277396760,19800000,5991200.0,기타,청량리점,53,4.339622642,0.369565217,6,0
1796,6142900,2860000,,젓갈/반찬,영등포점,4,4.5,0.444444444,83,0
1797,5088000,4080000,,섬유잡화,잠실점,2,1.5,0.333333333,158,0
1799,548693920,157654000,62838000.0,디자이너,본  점,28,1.357142857,0.421052632,11,0
1801,3103500,2564500,,골프,잠실점,2,2.0,0.75,34,1
1802,157273560,35000000,2468000.0,기타,포항점,19,2.736842105,0.75,16,0
1805,5925000,5925000,,화장품,잠실점,1,1.0,1.0,0,0
1806,8957000,7250000,,가공식품,안양점,3,3.333333333,1.0,7,0
1808,15723880,5290000,7840400.0,기타,본  점,18,1.444444444,0.653846154,19,1
1809,132048610,16830000,,기타,강남점,23,4.52173913,0.711538462,15,0
1810,440000,440000,,화장품,대전점,1,1.0,0.0,0,1
1811,154978000,26730000,,화장품,본  점,18,1.5,0.333333333,18,0
1812,42149800,17204000,,화장품,본  점,10,2.4,0.25,27,0
1814,1960800,1250000,,시티웨어,본  점,1,3.0,0.0,0,0
1816,9911400,8785000,,스포츠,광주점,1,3.0,0.0,0,1
1817,1050000,1050000,,시티웨어,본  점,1,1.0,0.0,0,0
1819,161000,161000,,생활잡화,본  점,1,1.0,0.0,0,1
1821,104016290,19404000,96000.0,농산물,분당점,51,4.37254902,0.439461883,6,1
1822,293861850,67942000,13725000.0,기타,광주점,15,3.333333333,0.22,22,0
1823,4800000,4800000,,건강식품,부산본점,1,1.0,0.0,0,0
1825,95250,1920000,1920000.0,차/커피,본  점,2,3.0,0.833333333,1,1
1826,150964500,16900000,33504000.0,기타,본  점,86,3.406976744,0.156996587,4,0
1827,63506500,19500000,,섬유잡화,본  점,15,2.6,0.102564103,22,1
1829,14245000,13459200,,기타,본  점,2,1.5,0.0,73,0
1831,88500,88500,,캐주얼,본  점,1,1.0,0.0,0,1
1833,23538000,15488000,,화장품,본  점,2,2.0,0.0,67,0
1834,520000,500000,,섬유잡화,본  점,1,2.0,0.0,0,1
1838,5184500,800000,,기타,부산본점,17,2.529411765,0.0,20,1
1839,99756200,23276000,1632000.0,화장품,부산본점,18,1.611111111,0.172413793,19,0
1840,500000,500000,,스포츠,본  점,1,1.0,0.0,0,1
1841,59366160,8800000,,수산품,강남점,22,1.818181818,0.2,16,0
1843,222396750,35200000,3640000.0,화장품,분당점,55,2.254545455,0.306451613,6,0
1844,15381150,6292000,,차/커피,본  점,13,3.538461538,0.02173913,6,1
1845,10895000,8750000,,모피/피혁,일산점,2,2.5,0.0,18,1
1846,122475200,20300000,,가공식품,본  점,30,3.566666667,0.205607477,11,0
1847,195000,2329000,2329000.0,시티웨어,영등포점,3,1.0,0.333333333,16,0
1848,453953940,24115200,4000000.0,시티웨어,상인점,51,3.725490196,0.247368421,6,0
1849,3454550,473600,,가공식품,청량리점,17,2.882352941,0.510204082,18,1
1850,580750,300000,,농산물,일산점,1,4.0,1.0,0,1
1851,1181050,247500,,축산가공,일산점,3,5.333333333,1.0,16,1
1852,41081550,40320000,,수산품,부산본점,2,4.0,0.0,0,1
1853,3588000,1440000,,섬유잡화,강남점,2,3.5,1.0,4,1
1854,14886790,3250000,,가공식품,잠실점,13,3.153846154,0.219512195,24,0
1855,176506700,19851000,4934800.0,수산품,본  점,58,2.706896552,0.649681529,6,1
1856,146071220,29503200,,농산물,본  점,44,5.431818182,0.39748954,7,1
1858,540000,480000,,가공식품,부산본점,1,2.0,0.0,0,0
1862,18714500,15000000,,가공식품,본  점,9,1.444444444,1.0,21,1
1864,96883080,11750000,,가공식품,본  점,29,4.137931034,0.208333333,12,0
1865,243078530,20760000,96720800.0,명품,광주점,76,1.973684211,0.166666667,4,0
1866,199619200,22092000,,화장품,일산점,41,2.463414634,0.861386139,8,1
1867,31499500,16320000,2960000.0,명품,본  점,9,1.555555556,0.5,25,1
1868,153143920,15650000,7619000.0,캐주얼,노원점,36,3.916666667,0.673758865,9,0
1869,268008500,55200000,39770000.0,명품,잠실점,29,1.448275862,0.0,12,0
1870,21727000,11750000,,골프,본  점,2,4.0,0.0,24,1
1872,2137100,2100000,,가공식품,잠실점,2,2.0,1.0,111,1
1873,12831170,8400000,,시티웨어,잠실점,5,1.4,0.285714286,42,0
1874,41027000,12600000,,디자이너,잠실점,6,1.833333333,0.727272727,43,0
1876,96547200,55200000,27600000.0,수산품,본  점,21,2.333333333,0.102040816,16,1
1878,36000,36000,,가공식품,영등포점,1,1.0,0.0,0,1
1880,55393200,6950000,6248000.0,디자이너,본  점,18,1.777777778,0.40625,18,0
1882,45097670,9882000,4730000.0,기타,일산점,18,6.777777778,0.483606557,19,1
1885,135000,135000,,구두,본  점,1,1.0,0.0,0,0
1886,0,1416000,1534000.0,시티웨어,영등포점,2,3.0,0.5,0,0
1887,1558390,1482250,,가공식품,본  점,2,1.5,0.666666667,13,1
1889,580500,375000,,일용잡화,본  점,2,1.0,0.5,42,0
1890,29332100,5456000,,모피/피혁,영등포점,11,2.818181818,0.0,29,0
1891,19301080,5363200,90000.0,기타,본  점,14,3.071428571,0.651162791,19,1
1892,21359000,9504000,,화장품,영등포점,4,2.5,0.1,49,0
1894,9271000,6946000,,스포츠,분당점,3,1.0,0.0,92,1
1895,1220000,988000,,명품,본  점,2,1.5,0.666666667,59,1
1898,303899920,23160000,10545000.0,화장품,광주점,83,1.843373494,0.209150327,4,0
1899,141820,36432000,36432000.0,커리어,잠실점,3,1.333333333,0.0,97,0
1900,1412000,1100000,,섬유잡화,본  점,2,1.5,1.0,18,0
1901,161739340,17750000,7487200.0,캐주얼,대전점,37,2.216216216,0.353658537,9,0
1903,74895400,13420000,3200000.0,스포츠,부산본점,12,2.416666667,0.448275862,28,0
1904,36672620,9762500,3105000.0,수산품,본  점,23,2.347826087,0.407407407,13,0
1909,4742400,2220400,,일용잡화,본  점,9,1.333333333,0.333333333,22,0
1910,305071430,157464000,1995000.0,기타,부산본점,33,2.333333333,0.311688312,10,0
1911,452161580,72480000,18760000.0,화장품,광주점,65,2.076923077,0.288888889,5,0
1912,73191900,37400000,4886400.0,기타,영등포점,13,2.769230769,0.333333333,26,0
1913,69904760,27214000,,기타,분당점,16,3.25,0.346153846,12,0
1914,3354000,3211000,,농산물,분당점,1,2.0,0.0,0,0
1915,11088600,4788000,,가공식품,강남점,3,9.0,0.0,6,0
1917,42240000,13152000,1950000.0,가공식품,노원점,15,2.4,0.055555556,22,1
1919,3136000,2200000,,일용잡화,영등포점,3,1.333333333,0.0,17,0
1920,348063300,174547000,128432000.0,디자이너,부산본점,40,1.975,0.291139241,8,0
1921,32293050,12330000,,기타,분당점,19,5.526315789,0.247619048,17,0
1923,215991000,25473000,6880000.0,디자이너,본  점,18,1.333333333,0.541666667,19,0
1924,1816950,1600000,,수산품,청량리점,1,7.0,0.0,0,0
1926,167463930,30912000,603000.0,수산품,본  점,19,3.631578947,0.173913043,17,0
1928,235269600,24624000,12917000.0,디자이너,일산점,26,2.576923077,0.462686567,13,1
1929,627100,333000,,캐주얼,영등포점,2,2.0,0.0,69,1
1930,55173000,17825000,,명품,본  점,12,1.166666667,0.214285714,22,1
1931,1080000,1080000,,농산물,잠실점,1,1.0,0.0,0,0
1933,88622640,14256000,23047000.0,농산물,본  점,79,4.088607595,0.359133127,4,0
1934,1314800,1164800,,구두,본  점,1,2.0,1.0,0,1
1935,2595550,575000,,가공식품,일산점,10,2.5,0.04,34,1
1938,229288050,12738000,2005500.0,명품,본  점,63,1.73015873,0.302752294,5,0
1939,479800,207000,,차/커피,잠실점,2,2.5,0.0,16,1
1942,57526800,34000000,2486000.0,섬유잡화,강남점,9,1.888888889,0.117647059,36,0
1943,186500,102000,,가공식품,본  점,2,5.5,0.0,28,0
1944,4792000,4600000,,골프,분당점,1,2.0,1.0,0,1
1945,50600000,50600000,,대형가전,본  점,1,1.0,0.0,0,0
1948,44566000,17760000,,기타,노원점,5,1.4,0.142857143,62,0
1949,1920000,1840000,,모피/피혁,분당점,1,2.0,1.0,0,0
1950,2783000,1125000,,화장품,강남점,3,1.333333333,0.75,36,0
1953,321841190,106656000,,축산가공,분당점,47,5.680851064,0.471910112,7,0
1955,7499000,5456000,,가공식품,동래점,2,7.5,0.0,15,0
1957,9591000,5000000,3384000.0,골프,부산본점,3,1.666666667,0.4,2,0
1959,4825000,2125000,,남성 캐주얼,본  점,3,1.0,0.0,38,1
1960,372775300,206208000,975000.0,기타,안양점,24,2.5,0.133333333,14,0
1961,343420,343420,,육류,분당점,1,1.0,1.0,0,1
1962,37438000,23760000,,스포츠,잠실점,2,3.0,0.5,90,1
1964,147752300,57800000,2700000.0,생활잡화,잠실점,17,2.058823529,0.171428571,19,0
1965,329290250,33166000,,디자이너,잠실점,19,2.473684211,0.255319149,18,0
1966,34545600,5980000,,가공식품,노원점,10,7.1,0.169014085,32,0
1968,25285000,9200000,,화장품,부산본점,7,1.571428571,0.727272727,42,0
1969,1056306300,57576000,36875000.0,시티웨어,강남점,107,2.327102804,0.369477912,3,0
1970,62885200,23975000,9225000.0,기타,강남점,29,3.482758621,0.217821782,11,0
1971,12221100,4020000,,기타,잠실점,8,1.75,0.0,30,0
1974,201160,90000,,일용잡화,잠실점,1,6.0,0.0,0,0
1975,702697500,325000000,,남성 캐주얼,본  점,6,1.0,0.666666667,39,1
1976,409000,345000,,피혁잡화,본  점,1,3.0,1.0,0,1
1977,135000,135000,,스포츠,강남점,1,1.0,0.0,0,0
1978,82975880,19000000,2344260.0,화장품,본  점,38,1.973684211,0.106666667,9,0
1980,276000,216000,,젓갈/반찬,본  점,1,4.0,0.0,0,1
1981,56869140,14550000,,기타,잠실점,15,2.333333333,0.485714286,19,0
1982,73209200,34270000,5953000.0,가공식품,잠실점,14,2.214285714,0.709677419,10,1
1983,341100,217800,,기타,잠실점,1,4.0,0.0,0,0
1984,270000,270000,,건강식품,잠실점,1,1.0,0.0,0,0
1985,15429780,3276000,,가공식품,본  점,10,2.3,0.47826087,32,0
1986,21344670,6692400,,농산물,부산본점,12,2.833333333,0.176470588,23,0
1987,44170540,22000000,975000.0,가공식품,본  점,64,2.78125,0.308988764,5,1
1988,215296040,62160000,2260800.0,기타,일산점,44,2.136363636,0.574468085,7,1
1989,6258000,6258000,,생활잡화,부산본점,1,1.0,0.0,0,1
1990,4965700,2762500,,주방용품,본  점,2,1.5,0.333333333,88,0
1992,35355600,7222000,,모피/피혁,영등포점,7,4.428571429,0.032258065,36,0
1993,379766890,14304000,6178000.0,농산물,부평점,171,6.67251462,0.388255916,2,0
1995,162217660,86400000,,농산물,분당점,6,3.0,0.944444444,17,1
1996,5131720,1214400,,젓갈/반찬,본  점,12,3.416666667,0.219512195,25,1
1997,94194240,14875000,,농산물,분당점,28,3.25,0.362637363,12,1
1998,928230,740600,,축산가공,대전점,1,4.0,0.0,0,1
1999,102616010,12719000,,농산물,부산본점,36,5.777777778,0.100961538,9,0
2000,311250,130800,,가공식품,분당점,1,5.0,0.0,0,0
2001,5998200,3600000,,기타,일산점,4,1.75,0.142857143,48,1
2002,601400,291250,,차/커피,일산점,1,9.0,0.0,0,0
2003,41033000,26208000,,피혁잡화,부산본점,2,1.5,1.0,21,1
2004,776000,776000,,명품,본  점,1,1.0,0.0,0,1
2005,128541320,15360100,18506900.0,농산물,본  점,81,2.234567901,0.160220994,4,0
2006,46020290,12636000,,트래디셔널,잠실점,5,2.0,0.0,54,1
2007,35417800,3936000,3652000.0,가공식품,잠실점,47,4.787234043,0.271111111,7,0
2010,346650600,120000000,89659100.0,기타,일산점,65,2.138461538,0.244604317,5,0
2011,182648020,47978000,912000.0,가공식품,부산본점,16,4.5,0.472222222,16,0
2012,15250860,4800000,1920000.0,시티웨어,본  점,18,2.611111111,0.446808511,13,0
2013,7425000,4475000,,시티웨어,분당점,2,1.0,0.5,114,0
2014,114160300,17500000,4542500.0,기타,본  점,65,2.938461538,0.073298429,5,0
2015,637076880,28686000,13499000.0,화장품,부산본점,48,3.270833333,0.210191083,7,0
2016,2791400,1581600,,가공식품,본  점,3,3.0,0.555555556,38,0
2017,2375000,2375000,,화장품,잠실점,1,1.0,0.0,0,0
2018,80667100,12648000,2713200.0,기타,본  점,19,2.736842105,0.538461538,14,0
2020,85000,51000,,가공식품,본  점,1,3.0,0.0,0,0
2021,1483350,938000,,축산가공,일산점,2,2.5,0.0,65,1
2022,9500000,9500000,,남성정장,청량리점,1,1.0,0.0,0,1
2023,1243500,1237500,,건강식품,청량리점,2,1.0,0.0,26,1
2024,134202600,47424000,,건강식품,본  점,8,1.25,0.6,42,1
2025,53505940,12705000,,농산물,본  점,9,5.666666667,0.235294118,34,0
2026,8467000,4717500,,시티웨어,관악점,1,3.0,1.0,0,0
2027,11799000,6000000,,가공식품,강남점,4,3.5,0.214285714,35,1
2028,4828600,3024000,,가공식품,안양점,5,3.2,0.875,44,1
2029,4512000,4512000,,주방가전,영등포점,1,1.0,1.0,0,0
2030,245400,136400,,축산가공,분당점,1,5.0,0.0,0,1
2031,9086000,6490000,,트래디셔널,대구점,2,1.0,0.0,98,1
2032,92253010,71587000,14750000.0,시티웨어,본  점,6,1.833333333,0.818181818,54,0
2034,5262400,5262400,,디자이너,본  점,1,1.0,0.0,0,0
2035,260000,260000,,소형가전,잠실점,1,1.0,0.0,0,1
2036,15466500,4536000,,남성 캐주얼,잠실점,4,2.0,0.25,17,1
2038,3300000,3300000,,시티웨어,본  점,1,1.0,0.0,0,0
2039,54476550,10440000,,농산물,본  점,22,2.727272727,0.466666667,14,0
2040,148828800,106513000,,가공식품,본  점,13,2.076923077,0.037037037,23,0
2042,1960000,1881600,,셔츠,관악점,1,2.0,0.0,0,1
2043,40000,40000,,수산품,본  점,1,1.0,0.0,0,1
2045,10142000,2950000,,시티웨어,본  점,4,2.25,0.0,25,0
2048,2304000,2208000,,섬유잡화,부산본점,1,2.0,1.0,0,0
2049,1624088220,229080000,350514400.0,농산물,강남점,91,4.395604396,0.33,3,0
2050,22498800,9790000,,화장품,분당점,5,1.0,0.4,59,0
2051,27382000,16852000,,골프,본  점,2,3.0,0.0,7,1
2052,40264300,13580000,,기타,부평점,14,1.5,0.238095238,24,0
2054,5126000,5126000,,디자이너,본  점,1,1.0,0.0,0,0
2055,975000,936000,,셔츠,분당점,1,2.0,0.0,0,1
2056,11286000,11286000,,디자이너,분당점,1,1.0,0.0,0,0
2059,146325450,20376000,3028000.0,일용잡화,분당점,58,2.034482759,0.186440678,6,0
2062,177601790,27600000,19000500.0,디자이너,부산본점,24,2.0,0.0625,14,0
2063,331255400,126000000,,아동,잠실점,21,2.333333333,0.469387755,15,0
2064,299200,211200,,수산품,본  점,1,2.0,0.0,0,0
2065,55693200,13018000,,섬유잡화,부산본점,11,1.909090909,0.428571429,25,0
2069,142560130,10625000,10161400.0,기타,강남점,70,2.614285714,0.120218579,5,0
2070,18348000,13860000,,셔츠,미아점,2,1.0,0.5,6,1
2071,112134240,54288000,54288000.0,시티웨어,영등포점,9,2.111111111,0.526315789,36,0
2072,486518800,48000000,,화장품,본  점,19,2.684210526,0.058823529,18,0
2073,801971180,117600000,118823400.0,디자이너,본  점,84,2.571428571,0.347222222,4,0
2075,204000,204000,,섬유잡화,본  점,1,1.0,1.0,0,1
2076,18514760,14058000,,기타,분당점,5,4.4,0.318181818,27,0
2079,9354900,2747500,5622000.0,기타,관악점,2,11.5,0.0,0,1
2082,91113510,41400000,6750000.0,기타,본  점,18,3.0,0.703703704,18,0
2083,10985720,2254000,1700000.0,기타,노원점,20,3.15,0.111111111,10,0
2084,135464080,43050000,70785400.0,가공식품,본  점,67,3.059701493,0.307317073,5,0
2087,4334000,4334000,,디자이너,분당점,1,1.0,0.0,0,0
2088,189639360,27213600,35441800.0,디자이너,강남점,40,2.15,0.395348837,8,0
2090,217411650,48000000,,화장품,노원점,24,2.208333333,0.358490566,14,0
2092,8206450,6028800,,일용잡화,부산본점,6,2.333333333,0.285714286,53,1
2093,286515200,77487000,,기타,관악점,32,4.0625,0.4,10,0
2094,1664000,1288000,,주방용품,일산점,2,1.5,0.0,85,1
2095,140559240,76352000,5246500.0,농산물,본  점,41,2.317073171,0.368421053,6,0
2096,11764790,4580000,1076000.0,기타,본  점,12,2.083333333,0.2,24,0
2097,57303600,12200000,,가공식품,부산본점,18,2.666666667,0.416666667,19,0
2099,47453330,5589000,195600.0,농산물,본  점,66,4.757575758,0.289808917,5,0
2100,11720900,4477500,,구두,대전점,3,1.666666667,0.8,41,0
2101,4889000,2725000,,시티웨어,일산점,2,2.5,0.8,23,0
2102,184291710,130870000,4297000.0,가공식품,본  점,17,3.470588235,0.13559322,20,1
2104,5000,5000,,가공식품,잠실점,1,1.0,0.0,0,1
